Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg, Exchange
AutoNation,AN,59.05,59.05,56.59,57.24,-0.72,-1.24,643668,59.05,38.20,...,...,14.42,11.51,NYSE
AutoZone,AZO,789.04,791.64,774.27,781.02,-6.91,-0.88,339283,791.64,491.13,...,...,17.44,9.79,NYSE
Avalonbay Communities,AVB,168.52,171.52,168.52,169.03,0.80,0.48,567018,199.52,167.51,5.68,3.36,26.41,-5.26,NYSE
Avangrid,AGR,48.59,48.91,48.12,48.31,-0.21,-0.43,404220,53.46,37.42,1.73,3.58,22.47,-4.49,NYSE
Avery Dennison,AVY,119.53,120.00,116.92,117.38,-1.97,-1.65,587464,120.32,71.71,1.80,1.53,26.20,2.19,NYSE
Avianca Holdings ADR,AVH,8.02,8.07,7.97,7.98,-0.04,-0.50,48855,9.91,6.37,0.10,1.27,16.55,-0.62,NYSE
Avista,AVA,51.60,51.74,51.49,51.50,-0.11,-0.21,337167,52.83,37.78,1.43,2.78,25.88,0.02,NYSE
Avnet,AVT,41.91,42.01,41.35,41.41,-0.34,-0.81,608163,48.20,35.67,0.72,1.74,18.07,4.52,NYSE
Avon Products,AVP,2.23,2.25,2.19,2.21,...,...,4768400,6.03,1.85,0.24,10.86,... dd,2.79,NYSE
AVX,AVX,18.89,18.90,18.11,18.18,-0.65,-3.45,215108,20.22,15.38,0.46,2.53,22.44,5.09,NYSE
Axalta Coating Systems,AXTA,32.34,32.48,31.13,31.46,-0.98,-3.02,1872490,38.20,27.77,...,...,131.08,-2.78,NYSE
AXIS Capital Holdings,AXS,49.35,49.83,49.28,49.42,0.31,0.63,556817,71.06,48.00,1.56,3.16,... dd,-1.67,NYSE
Azul ADR,AZUL,24.92,25.61,24.89,25.47,0.73,2.95,311005,29.43,19.43,...,...,156.64,6.88,NYSE
Azure Power Global,AZRE,16.00,16.25,16.00,16.11,0.11,0.69,4749,22.00,12.53,...,...,... dd,13.45,NYSE
AZZ,AZZ,47.20,47.75,46.75,47.00,-0.15,-0.32,126381,61.55,43.17,0.68,1.45,23.86,-8.02,NYSE
Babcock&Wilcox Enterprises,BW,5.94,6.45,5.72,5.86,...,...,3500908,17.50,1.61,...,...,... dd,3.17,NYSE
Badger Meter,BMI,49.30,50.38,49.10,49.30,0.60,1.23,101754,52.10,34.40,0.52,1.05,43.25,3.14,NYSE
Baker Hughes a GE,BHGE,37.08,37.10,36.06,36.28,-0.92,-2.47,3769520,40.82,29.62,0.72,1.98,... dd,14.66,NYSE
Ball,BLL,38.00,38.54,37.90,38.39,0.49,1.29,3778259,43.24,35.65,0.40,1.04,59.98,1.43,NYSE
Banco Bilbao Vizcaya Argentaria ADR,BBVA,9.14,9.16,9.12,9.15,0.05,0.55,3766580,9.35,6.34,0.42,4.63,13.24,7.65,NYSE
Banco Bradesco Ord ADR,BBDO,10.28,10.32,10.28,10.32,0.10,0.98,1101,11.79,7.47,0.06,0.61,...,11.33,NYSE
Banco de Chile ADR,BCH,102.31,103.89,101.39,102.14,-0.57,-0.55,21039,103.89,67.68,2.57,2.52,20.05,5.81,NYSE
Banc of California,BANC,21.55,21.85,21.05,21.15,-0.30,-1.40,398178,23.40,14.40,0.52,2.46,24.24,2.42,NYSE
Banco Latinoamericano de Comercio Exterior Cl E,BLX,30.00,30.31,29.82,29.93,0.12,0.40,105426,30.45,25.51,1.54,5.15,15.75,11.26,NYSE
BanColombia ADR,CIB,42.53,43.75,41.47,43.46,0.81,1.90,344904,48.74,36.15,1.26,2.91,10.94,9.58,NYSE
Banco Macro ADR,BMA,114.89,116.05,114.89,115.50,1.00,0.87,223207,136.10,71.14,0.75,0.65,14.61,-0.33,NYSE
BancorpSouth Bank,BXS,34.80,34.95,34.10,34.35,-0.20,-0.58,889126,34.95,27.20,...,...,20.82,9.22,NYSE
Banco Santander ADR,SAN,7.20,7.24,7.17,7.18,0.01,0.14,5165191,7.24,5.25,0.29,4.02,14.64,9.79,NYSE
Banco Santander Brasil ADR,BSBR,10.06,10.10,9.99,10.02,-0.05,-0.50,676670,11.75,6.86,...,...,...,3.62,NYSE
Banco Santander-Chile ADR,BSAC,33.93,34.54,33.73,34.00,0.27,0.80,272290,34.54,21.21,1.04,3.07,19.49,8.73,NYSE
Bank of America,BAC,31.74,31.79,31.03,31.24,0.05,0.16,100947087,31.79,22.01,0.48,1.54,17.85,5.83,NYSE
Bank of America Cl A WT,BAC%A,19.76,19.88,19.08,19.22,0.02,0.10,376927,19.88,9.92,...,...,...,9.45,NYSE
Bank of America Cl B WT,BAC%B,3.14,3.15,2.90,3.00,0.14,4.90,2631046,3.15,0.51,...,...,...,40.19,NYSE
Bank of Butterfield,NTB,40.67,40.72,40.24,40.25,0.02,0.05,172888,40.83,29.81,1.28,3.18,21.76,10.91,NYSE
Bank of Hawaii,BOH,88.87,88.99,86.20,86.60,-2.02,-2.28,250473,89.39,74.72,2.08,2.40,19.91,1.05,NYSE
Bank of Montreal,BMO,82.74,82.96,82.48,82.60,0.51,0.62,400210,82.96,66.75,2.89,3.50,13.66,3.22,NYSE
Bank of New York Mellon,BK,58.68,58.99,57.36,57.54,-0.88,-1.51,5294761,58.99,43.85,0.96,1.67,16.82,6.83,NYSE
Bank of Nova Scotia,BNS,65.88,65.97,65.36,65.51,-0.30,-0.46,839969,66.78,53.86,2.49,3.79,13.20,1.52,NYSE
BankUnited,BKU,43.26,43.39,42.57,42.72,-0.46,-1.07,739921,43.39,30.37,0.84,1.97,17.95,4.91,NYSE
Barclays ADR,BCS,10.95,11.02,10.90,10.96,0.21,1.95,3473539,11.96,9.29,0.21,1.94,... dd,0.55,NYSE
Barnes Group,B,68.08,69.41,67.14,67.32,-0.47,-0.69,242076,72.87,45.47,0.56,0.83,23.70,6.40,NYSE
Barnes&Noble,BKS,5.45,5.45,5.20,5.30,-0.05,-0.93,1106599,11.80,4.95,0.60,11.32,25.24,-20.90,NYSE
Barnes&Noble Education,BNED,7.61,7.68,7.23,7.33,-0.30,-3.93,344155,11.96,4.99,...,...,20.09,-11.04,NYSE
Barracuda Networks,CUDA,27.49,27.52,27.47,27.50,...,...,966312,27.95,19.06,...,...,98.21,...,NYSE
Barrick Gold,ABX,15.31,15.38,14.93,15.20,0.08,0.53,18327020,20.78,13.28,0.12,0.79,8.17,5.04,NYSE
Basic Energy Services,BAS,25.00,25.52,23.73,23.85,-1.06,-4.26,284043,44.81,14.03,...,...,61.98,1.62,NYSE
Baxter International,BAX,68.50,68.50,67.54,67.67,-0.67,-0.98,3779444,69.65,45.47,0.64,0.95,36.44,4.69,NYSE
Baytex Energy,BTE,3.40,3.41,3.25,3.28,-0.06,-1.80,2665802,4.56,2.13,0.91,27.76,... dd,9.33,NYSE
BB&T,BBT,53.23,53.60,52.79,53.08,-0.06,-0.11,3942865,53.91,41.17,1.32,2.49,19.73,6.76,NYSE
BBVA Banco Frances ADR,BFR,25.95,26.68,25.95,26.60,0.70,2.70,223835,26.68,14.55,0.25,0.94,26.94,5.56,NYSE
BBX Capital Cl A,BBX,9.25,9.25,8.89,9.10,-0.08,-0.87,283020,9.26,5.00,0.03,0.33,22.20,14.18,NYSE
BCE,BCE,46.81,46.84,46.46,46.46,0.01,0.02,745537,49.06,42.44,2.24,4.83,18.90,-3.23,NYSE
Beazer Homes USA,BZH,20.40,20.62,20.01,20.02,-0.23,-1.14,496094,23.24,11.18,...,...,20.55,4.22,NYSE
Becton Dickinson,BDX,227.98,230.12,226.62,228.54,0.83,0.36,1547354,230.12,169.19,3.00,1.31,49.15,6.76,NYSE
Belden,BDC,86.29,86.34,83.78,84.21,-1.45,-1.69,206945,86.85,64.60,0.20,0.24,58.01,9.12,NYSE
Bellatrix Exploration,BXE,1.54,1.69,1.54,1.63,0.12,7.95,311648,4.85,1.44,...,...,... dd,-5.23,NYSE
Belmond,BEL,12.95,12.95,12.68,12.80,-0.10,-0.78,404462,14.45,11.00,...,...,... dd,4.49,NYSE
Bemis,BMS,47.84,47.84,46.68,46.70,-0.96,-2.01,563716,51.98,40.60,1.20,2.57,22.24,-2.28,NYSE
Benchmark Electronics,BHE,30.80,31.20,30.25,30.30,-0.35,-1.14,197476,35.80,28.75,...,...,24.24,4.12,NYSE
Berkshire Hathaway Cl A,BRKA,319620.00,321060.00,313980.00,315261.00,36.00,0.01,538,321060.00,237983.82,...,...,27.76,5.93,NYSE
Berkshire Hathaway Cl B,BRKB,213.12,214.03,209.36,210.29,0.13,0.06,5958089,214.03,158.61,...,...,27.77,6.09,NYSE
Berkshire Hills Bancorp,BHLB,38.75,39.05,38.35,38.50,0.20,0.52,318343,40.00,32.85,0.84,2.18,20.70,5.19,NYSE
Berry Global Group,BERY,60.47,60.73,59.07,59.13,-1.10,-1.83,837295,61.71,47.19,...,...,23.28,0.78,NYSE
BEST ADR,BSTI,9.22,9.24,9.00,9.09,-0.14,-1.52,1124696,13.25,8.72,...,...,...,1.22,NYSE
Best Buy,BBY,73.78,74.11,71.81,72.40,-0.85,-1.16,3607201,74.11,41.67,1.36,1.88,18.30,5.74,NYSE
B&G Foods,BGS,32.30,33.20,32.30,32.80,0.65,2.02,928907,47.75,29.50,1.86,5.67,21.72,-6.69,NYSE
BHP Billiton ADR,BHP,49.85,50.29,49.08,49.21,-1.48,-2.92,4595645,50.79,33.37,1.72,3.50,22.29,7.00,NYSE
BHP Billiton ADR,BBL,44.47,44.69,44.13,44.17,-1.11,-2.45,3247245,45.30,28.73,1.72,3.89,20.01,9.60,NYSE
Biglari Holdings,BH,426.51,430.00,417.41,418.12,-5.92,-1.40,2859,483.79,290.05,...,...,22.53,0.90,NYSE
Big Lots,BIG,58.05,58.98,57.45,57.86,0.49,0.85,1136042,60.20,45.10,1.00,1.73,14.80,3.05,NYSE
Bill Barrett,BBG,5.27,5.33,5.16,5.18,-0.08,-1.52,2210927,7.58,2.66,...,...,... dd,0.97,NYSE
BioAmber,BIOA,0.44,0.46,0.43,0.45,0.02,5.14,941989,5.93,0.32,...,...,... dd,12.50,NYSE
Biohaven Pharmaceutical Holding,BHVN,26.05,27.25,26.03,26.57,0.13,0.49,274252,39.51,17.00,...,...,... dd,-1.52,NYSE
Bio-Rad Laboratories Cl A,BIO,249.18,251.06,245.62,249.11,0.74,0.30,105189,273.87,183.43,...,...,315.33,4.37,NYSE
Bitauto Holdings ADR,BITA,36.10,37.09,35.76,36.47,0.92,2.59,1717983,54.42,18.04,...,...,... dd,14.69,NYSE
BlackBerry,BB,14.37,14.55,13.55,13.81,0.16,1.17,16792111,14.55,6.65,...,...,17.36,23.63,NYSE
Black Hills,BKH,54.17,54.65,53.60,53.62,-0.82,-1.51,554307,72.02,53.60,1.90,3.54,20.47,-10.80,NYSE
Black Hills Un,BKHU,59.45,60.00,59.14,59.14,0.79,1.35,1526,78.74,58.35,3.88,6.55,...,-10.56,NYSE
Black Knight,BKI,49.90,51.00,49.80,50.50,0.70,1.41,877566,51.00,41.10,...,...,75.37,14.38,NYSE
BlackRock,BLK,562.62,571.82,561.06,563.00,7.47,1.34,1339616,571.82,365.83,10.00,1.78,18.58,9.59,NYSE
Blackstone Group,BX,35.78,36.31,34.37,35.02,-0.37,-1.05,9396231,36.31,28.45,1.76,5.03,15.13,9.37,NYSE
Black Stone Minerals,BSM,19.03,19.03,18.51,18.53,-0.43,-2.27,60242,19.12,15.12,1.25,6.75,28.34,3.29,NYSE
Blackstone Mortgage Trust Cl A,BXMT,31.75,31.78,31.49,31.51,-0.11,-0.35,737700,33.08,29.76,2.48,7.87,14.00,-2.08,NYSE
Blue Apron Holdings Cl A,APRN,3.42,3.42,3.15,3.18,-0.23,-6.74,2031627,11.00,2.94,...,...,... dd,-21.09,NYSE
Blue Capital Reinsurance Holdings,BCRH,12.40,12.65,12.30,12.35,...,...,18846,20.83,11.70,1.20,9.72,...,2.49,NYSE
Bluegreen Vacations,BXG,18.11,18.24,17.45,17.77,-0.13,-0.73,60082,18.83,12.50,...,...,...,-2.68,NYSE
BlueLinx Holdings,BXC,11.34,12.05,11.25,11.27,...,...,208935,12.05,6.36,...,...,5.18,15.47,NYSE
Boardwalk Pipeline Partners,BWP,13.78,14.04,13.62,13.63,-0.09,-0.66,2006590,18.95,12.79,0.40,2.93,11.55,5.58,NYSE
Boeing,BA,339.90,347.73,331.33,335.16,-1.05,-0.31,11631522,347.73,156.75,6.84,2.04,30.81,13.65,NYSE
Boise Cascade,BCC,42.65,43.10,41.65,41.80,-0.50,-1.18,364171,43.10,22.63,...,...,23.89,4.76,NYSE
Bonanza Creek Energy,BCEI,29.17,29.17,27.81,28.00,-0.80,-2.78,231710,377.17,23.33,...,...,... dd,1.49,NYSE
Boot Barn Holdings,BOOT,19.33,19.66,19.03,19.10,-0.15,-0.78,558513,19.66,5.90,...,...,34.11,14.99,NYSE
Booz Allen Hamilton Holding,BAH,39.50,40.25,39.36,39.86,0.57,1.45,1115542,40.25,31.06,0.68,1.71,22.02,4.54,NYSE
BorgWarner,BWA,57.50,57.69,56.18,56.32,-0.91,-1.59,1565023,57.89,37.54,0.68,1.21,40.81,10.24,NYSE
Boston Beer Cl A,SAM,191.00,193.35,190.00,190.20,-0.30,-0.16,93054,197.05,128.70,...,...,25.95,-0.47,NYSE
Boston Properties,BXP,122.74,124.53,121.44,121.56,-0.77,-0.63,760022,140.13,116.77,3.20,2.63,37.99,-6.51,NYSE
Boston Scientific,BSX,27.48,27.61,26.82,26.98,-0.48,-1.75,10923568,29.93,23.29,...,...,44.23,8.83,NYSE
Box Cl A,BOX,22.40,22.62,21.83,22.08,-0.17,-0.76,2640658,24.10,15.73,...,...,... dd,4.55,NYSE
Boyd Gaming,BYD,37.06,37.18,36.01,36.16,-0.32,-0.88,652231,37.18,19.20,0.20,0.55,34.91,3.17,NYSE
BP ADR,BP,42.88,42.93,42.41,42.46,-1.45,-3.30,8616486,43.99,33.10,2.40,5.65,36.06,1.02,NYSE
BP Midstream Partners,BPMP,21.18,22.04,20.97,21.43,0.21,0.99,377243,22.04,16.85,...,...,...,4.18,NYSE
BP Prudhoe Bay Royalty Trust,BPT,26.95,27.95,26.60,27.25,1.10,4.21,1040814,32.95,15.00,4.92,18.06,7.56,35.57,NYSE
Brady Cl A,BRC,39.00,39.30,38.45,38.85,-0.10,-0.26,158661,40.50,31.70,0.83,2.14,20.53,2.51,NYSE
Brandywine Realty Trust,BDN,17.26,17.44,17.12,17.14,-0.06,-0.35,3021329,18.69,15.63,0.72,4.20,107.13,-5.77,NYSE
BrasilAgro-Companhia Brasileira de Propriedades Agricolas ADR,LND,4.30,4.30,4.02,4.07,-0.15,-3.54,8111,4.55,3.21,...,...,16.77,16.21,NYSE
Braskem ADR,BAK,30.77,30.80,28.92,30.44,1.30,4.46,990430,33.73,17.44,0.75,2.48,64.04,15.92,NYSE
BRF ADR,BRFS,12.35,12.39,12.27,12.28,-0.02,-0.16,1531793,15.50,10.60,...,...,... dd,9.06,NYSE
Bridgepoint Education,BPI,8.63,8.74,8.30,8.42,-0.14,-1.64,160169,15.85,7.53,...,...,59.59,1.45,NYSE
Briggs&Stratton,BGG,26.06,26.88,26.06,26.59,1.06,4.15,565710,26.88,20.00,0.56,2.11,20.86,4.81,NYSE
Bright Horizons Family Solutions,BFAM,95.35,96.43,95.35,95.58,0.14,0.15,206974,96.43,65.00,...,...,47.38,1.68,NYSE
Bright Scholar Education Holdings ADR,BEDU,23.80,23.99,21.08,21.63,-2.28,-9.54,311699,28.18,10.55,...,...,92.59,15.85,NYSE
Brinker International,EAT,38.24,38.34,36.26,36.83,-1.15,-3.03,1588774,47.23,29.50,1.52,4.13,13.30,-5.18,NYSE
Brink's,BCO,84.45,84.90,83.45,84.00,0.20,0.24,370595,87.89,42.05,0.60,0.71,53.15,6.73,NYSE
Bristol-Myers Squibb,BMY,61.75,61.86,59.42,59.92,-2.89,-4.60,14190797,66.10,46.01,1.60,2.67,23.59,-2.22,NYSE
Bristow Group,BRS,16.61,17.35,15.32,15.78,-0.80,-4.83,1879159,21.00,6.21,0.28,1.77,... dd,17.15,NYSE
British American Tobacco ADR,BTI,69.03,69.42,68.89,69.13,1.34,1.98,2207785,73.41,56.38,1.17,1.70,11.94,3.19,NYSE
Brixmor Property Group,BRX,16.90,17.03,16.59,16.59,-0.24,-1.43,1666793,24.94,16.59,1.10,6.63,15.65,-11.09,NYSE
Broadridge Financial Solutions,BR,94.41,94.64,93.61,94.07,0.03,0.03,360450,94.64,65.35,1.46,1.55,32.78,3.85,NYSE
Brookdale Senior Living,BKD,9.50,9.52,9.21,9.24,-0.22,-2.33,2840262,16.30,8.78,...,...,... dd,-4.74,NYSE
Brookfield Asset Management Cl A,BAM,42.91,43.10,42.56,42.68,-0.07,-0.16,1254919,44.33,33.51,0.56,1.31,94.84,-1.98,NYSE
Brookfield Business Partners,BBU,37.56,37.56,36.73,37.02,-0.24,-0.64,41144,39.00,23.82,0.25,0.68,2154.87,7.24,NYSE
Brookfield Infrastructure Partners,BIP,43.79,44.17,43.52,43.65,-0.02,-0.05,355372,46.88,34.30,1.74,3.99,161.67,-2.59,NYSE
Brookfield Renewable Partners,BEP,33.45,33.60,33.12,33.19,-0.09,-0.27,140521,36.00,28.13,1.87,5.63,... dd,-4.93,NYSE
Brown&Brown,BRO,52.57,52.82,52.28,52.37,-0.05,-0.10,293587,52.86,41.10,0.60,1.15,27.71,1.77,NYSE
Brown-Forman Cl A,BFA,65.29,66.30,64.82,64.90,-0.35,-0.54,21766,68.22,45.40,0.79,1.22,33.80,-3.48,NYSE
Brown-Forman Cl B,BFB,66.12,66.89,66.06,66.40,0.35,0.53,707144,69.15,43.96,0.79,1.19,34.58,-3.31,NYSE
BRT Apartments,BRT,13.23,13.35,13.17,13.26,0.19,1.45,132328,13.35,7.36,0.72,5.43,13.63,12.47,NYSE
Brunswick,BC,57.92,58.27,56.69,57.00,-0.63,-1.09,527395,63.82,48.04,0.76,1.33,18.36,3.22,NYSE
BT Group ADR,BT,18.92,18.97,18.85,18.89,-0.02,-0.11,857967,24.44,16.15,0.63,3.35,18.92,3.68,NYSE
Buckeye Partners,BPL,54.55,54.93,53.74,54.53,0.47,0.87,918811,73.01,43.90,5.05,9.26,16.68,10.05,NYSE
Buckle,BKE,21.15,21.15,19.75,20.00,-0.95,-4.53,748384,25.11,13.50,1.00,5.00,11.56,-15.79,NYSE
Build-A-Bear Workshop,BBW,8.25,8.50,8.25,8.30,0.05,0.61,170618,13.50,7.25,...,...,46.11,-9.78,NYSE
Bunge,BG,69.52,70.98,69.41,70.18,0.44,0.63,1150650,83.75,63.87,1.84,2.62,22.31,4.62,NYSE
Burlington Stores,BURL,126.31,126.88,119.51,120.87,-5.01,-3.98,1102580,126.88,79.07,...,...,31.72,-1.76,NYSE
BWX Technologies,BWXT,62.98,63.26,61.38,61.65,-1.24,-1.97,837655,63.26,40.22,0.44,0.71,31.45,1.92,NYSE
Byline Bancorp,BY,23.31,23.40,22.42,22.67,-0.38,-1.65,60436,23.65,19.02,...,...,...,-1.31,NYSE
Cable One,CABO,715.20,728.60,715.20,718.82,4.67,0.65,32814,788.00,575.41,7.00,0.97,35.10,2.20,NYSE
Cabot,CBT,68.00,68.08,66.88,67.17,-0.07,-0.10,409251,68.08,50.21,1.26,1.88,17.55,9.06,NYSE
Cabot Oil&Gas,COG,28.78,28.85,27.95,28.03,-0.85,-2.94,3846291,29.57,20.55,0.24,0.86,... dd,-1.99,NYSE
CACI International Cl A,CACI,138.35,139.95,137.30,137.40,0.05,0.04,67515,147.31,112.10,...,...,20.42,3.82,NYSE
Cadence Bancorp,CADE,28.35,28.61,27.69,27.88,-0.29,-1.03,247462,28.61,20.00,...,...,19.80,2.80,NYSE
CAE,CAE,18.79,18.87,18.59,18.70,-0.06,-0.32,275149,19.00,13.80,0.28,1.52,25.06,0.75,NYSE
CAI International,CAI,30.58,31.34,29.12,29.42,-0.92,-3.03,299271,40.11,11.70,...,...,15.82,3.88,NYSE
CalAtlantic Group,CAA,62.20,62.54,61.41,61.49,-0.46,-0.74,1337939,63.06,32.47,0.16,0.26,18.14,9.04,NYSE
Caleres,CAL,33.63,33.65,31.66,31.69,-1.71,-5.12,179451,34.34,22.39,0.28,0.88,22.54,-5.35,NYSE
Calgon Carbon,CCC,21.30,21.35,21.25,21.30,...,...,1181407,22.10,12.00,0.20,0.94,177.50,...,NYSE
California Resources,CRC,22.76,23.18,21.98,22.01,0.07,0.32,1866048,23.42,6.47,...,...,... dd,13.22,NYSE
California Water Service Group,CWT,43.15,44.15,43.00,43.35,0.50,1.17,276108,46.15,32.67,0.72,1.66,30.53,-4.41,NYSE
Calix,CALX,6.00,6.35,6.00,6.30,0.35,5.88,319092,7.75,4.65,...,...,... dd,5.88,NYSE
Callaway Golf,ELY,14.32,14.38,13.75,13.80,-0.49,-3.43,713651,15.63,9.93,0.04,0.29,7.23,-0.93,NYSE
Callon Petroleum,CPE,12.99,13.16,12.49,12.50,-0.41,-3.18,5309915,15.81,9.34,...,...,28.41,2.88,NYSE
Calpine,CPN,15.08,15.12,15.06,15.07,...,...,4102077,15.16,9.30,...,...,... dd,-0.40,NYSE
Cambrex,CBM,52.50,53.60,52.08,53.00,1.35,2.61,272727,62.95,42.55,...,...,17.67,10.42,NYSE
Camden Property Trust,CPT,85.00,86.68,84.98,85.51,0.74,0.87,381629,96.39,78.38,3.00,3.51,51.89,-7.11,NYSE
Cameco,CCJ,9.89,9.89,9.47,9.55,-0.31,-3.14,2444002,13.36,7.68,0.32,3.31,... dd,3.47,NYSE
Campbell Soup,CPB,46.88,47.09,46.23,46.44,0.93,2.04,3129926,64.23,44.99,1.40,3.01,16.24,-3.47,NYSE
Camping World Holdings Cl A,CWH,45.65,45.79,42.92,43.36,-1.91,-4.22,474764,47.62,26.30,0.32,0.74,21.90,-3.06,NYSE
Canada Goose Holdings,GOOS,33.15,33.15,31.16,31.83,-0.55,-1.70,1096232,33.96,15.20,...,...,...,0.86,NYSE
Canadian Imperial Bank of Commerce,CM,98.96,98.96,98.04,98.44,-0.18,-0.18,386329,100.01,77.20,4.07,4.14,11.44,1.06,NYSE
Canadian National Railway,CNI,81.32,82.28,80.81,81.18,0.22,0.27,1790720,85.73,68.27,1.32,1.63,23.00,-1.60,NYSE
Canadian Natural Resources,CNQ,37.31,37.63,36.81,36.82,-0.32,-0.86,1891431,37.63,27.52,0.86,2.33,21.83,3.08,NYSE
Canadian Pacific Railway,CP,184.37,184.55,181.12,181.62,-1.40,-0.76,504218,187.42,143.20,1.76,0.97,19.33,-0.62,NYSE
Cannae Holdings,CNNE,17.10,17.25,16.72,16.75,-0.35,-2.05,110109,18.90,16.16,...,...,7.58,-1.64,NYSE
Canon ADR,CAJ,39.28,39.31,38.94,38.97,0.07,0.18,271728,39.31,28.77,1.41,3.63,20.33,4.20,NYSE
Cantel Medical,CMD,110.90,111.54,109.90,111.11,1.02,0.93,142613,111.54,69.21,0.17,0.15,61.39,8.01,NYSE
Capital One Financial,COF,106.00,106.47,103.74,104.42,-1.01,-0.96,2627935,106.47,76.05,1.60,1.53,14.77,4.86,NYSE
Capital One Financia Wt,COF%,63.48,63.91,62.08,62.08,-0.60,-0.96,5252,63.91,35.50,...,...,...,7.07,NYSE
Capital Senior Living,CSU,12.41,12.62,12.29,12.49,0.06,0.48,296459,17.58,11.60,...,...,... dd,-7.41,NYSE
Capitol Investment IV Cl A,CIC,9.67,9.67,9.67,9.67,-0.03,-0.31,200,10.10,9.60,...,...,...,-0.10,NYSE
Capitol Investment IV WT,CIC%,1.10,1.10,1.09,1.09,-0.01,-0.48,200,1.30,1.05,...,...,...,-0.48,NYSE
Capstead Mortgage,CMO,8.87,8.93,8.69,8.70,-0.15,-1.69,617886,11.41,8.51,0.76,8.74,14.26,0.58,NYSE
CARBO Ceramics,CRR,12.15,12.31,11.15,11.17,-0.99,-8.14,801344,16.70,5.83,...,...,... dd,9.72,NYSE
Cardinal Health,CAH,71.60,73.17,71.56,72.58,1.09,1.52,4098481,84.88,54.66,1.85,2.55,21.10,18.46,NYSE
Care.com,CRCM,19.19,19.27,18.75,18.86,-0.30,-1.57,234594,20.88,8.05,...,...,125.73,4.55,NYSE
Carlisle,CSL,117.34,117.49,115.52,115.94,-1.02,-0.87,416421,119.21,92.09,1.48,1.28,22.93,2.01,NYSE
CarMax,KMX,72.71,72.88,71.02,71.33,-1.00,-1.38,1252250,77.64,54.29,...,...,19.12,11.23,NYSE
Carnival,CCL,69.40,69.73,68.21,68.52,-1.17,-1.68,3476315,69.89,52.65,1.80,2.63,19.09,3.24,NYSE
Carnival ADR,CUK,69.66,69.92,68.66,68.93,-1.08,-1.54,335178,70.56,51.44,1.80,2.61,19.20,4.00,NYSE
Carpenter Technology,CRS,53.90,54.61,52.30,52.42,-1.30,-2.42,387343,54.61,34.24,0.72,1.37,32.36,2.80,NYSE
Carriage Services,CSV,26.66,27.14,26.65,26.73,0.13,0.49,87184,28.96,23.15,0.30,1.12,26.21,3.97,NYSE
Cars.com,CARS,30.59,31.03,30.45,30.96,0.39,1.28,1071556,32.28,19.90,...,...,18.29,7.35,NYSE
Carters,CRI,119.27,119.66,117.66,117.68,-1.11,-0.93,449075,119.66,77.94,1.48,1.26,22.63,0.16,NYSE
Carvana Cl A,CVNA,20.95,21.64,20.32,20.51,-0.44,-2.10,200774,24.89,8.14,...,...,...,7.27,NYSE
Castlight Health Cl B,CSLT,4.40,4.40,4.15,4.20,-0.10,-2.33,458532,4.75,3.05,...,...,... dd,12.00,NYSE
Catalent,CTLT,43.28,43.42,42.56,42.64,-0.36,-0.84,580633,43.42,25.51,...,...,49.01,3.80,NYSE
CatchMark Timber Trust,CTT,13.04,13.26,12.93,12.93,-0.06,-0.46,193584,13.47,10.10,0.54,4.18,... dd,-1.52,NYSE
Caterpillar,CAT,172.90,173.24,167.57,169.31,-0.99,-0.58,7337529,173.24,90.34,3.12,1.84,118.01,7.44,NYSE
Cato Cl A,CATO,13.97,13.97,13.48,13.58,-0.27,-1.95,259795,27.78,12.20,1.32,9.72,29.61,-14.70,NYSE
CBIZ Inc,CBZ,16.30,16.60,16.30,16.45,0.20,1.23,217814,17.25,12.70,...,...,20.38,6.47,NYSE
CBL&Associates Properties,CBL,5.69,5.79,5.60,5.61,-0.08,-1.41,2521243,11.11,5.31,0.80,14.26,148.81,-0.88,NYSE
CBRE Group,CBG,45.18,45.52,44.59,44.65,-0.24,-0.53,1114440,45.52,29.69,...,...,19.25,3.09,NYSE
CBS Cl A,CBSA,59.62,60.00,58.94,59.65,0.33,0.56,2896,71.07,53.00,0.72,1.21,82.85,-0.22,NYSE
CBS Cl B,CBS,59.19,60.20,58.45,59.43,0.60,1.02,5769487,70.09,52.75,0.72,1.21,82.54,0.73,NYSE
Cedar Fair Dep Rec,FUN,64.60,64.96,64.35,64.53,0.03,0.05,122687,72.56,59.66,3.56,5.52,24.35,-0.71,NYSE
Cedar Realty Trust,CDR,5.34,5.43,5.34,5.36,0.04,0.75,464948,6.36,4.70,0.20,3.73,266.67,-11.84,NYSE
Celadon Group,CGI,6.60,6.65,5.95,6.10,-0.50,-7.58,822287,9.50,1.30,0.08,1.31,67.78,-4.69,NYSE
Celanese Series A,CE,111.74,111.86,108.88,109.67,-1.67,-1.50,665157,112.44,81.01,1.84,1.68,19.13,2.42,NYSE
Celestica,CLS,11.15,11.17,10.99,11.00,-0.10,-0.90,615450,14.74,9.79,...,...,14.10,4.96,NYSE
Cellcom Israel,CEL,9.73,9.73,9.45,9.52,-0.86,-8.25,23039,11.19,8.33,0.96,10.10,8.35,-6.66,NYSE
