Name,Symbol,Open,High,Low,Close,NetChg,PcntChg,Volume,High52Wk,Low52Wk,Div,Yield,PERatio,YTDPcntChg,Exchange
Innoviva, INVA,14.58,15.29,14.42,14.82,0.23,1.58,950852,16.11,10.47,0,0,16.11,4.44, NASDAQ Global
LPL Financial Holdings, LPLA,59.35,60.93,59.35,60.6,0.94,1.58,915295,62.51,37.38,1,1.65,25.79,6.06, NASDAQ Global
Newtek Business Services, NEWT,17.03,17.45,17.03,17.36,0.27,1.58,95946,19.4,15.25,1.6,9.22,10.52,-6.11, NASDAQ Global
FirstCash, FCFS,75.25,75.25,68.65,74.25,1.15,1.57,590009,75.25,39.8,0.8,1.08,31.73,10.08, NYSE
Navistar International, NAV,45.52,46.72,44.92,46.55,0.72,1.57,534885,47.73,22.89,0,0,387.92,8.56, NYSE
PNC Financial Services Group Wt, PNC%,91.42,92.4,91.38,92.4,1.43,1.57,1499,92.77,47.86,0,0,0,18.89, NYSE
Qudian ADR, QD,13.8,14.3,13.79,14.21,0.22,1.57,3976006,35.45,11.33,0,0,0,13.32, NYSE
Bank of America, BAC,32,32.5,31.96,32.5,0.5,1.56,61288334,32.5,22.07,0.48,1.48,20.97,10.09, NYSE
Ashford, AINC,91.4,91.4,91.4,91.4,1.4,1.56,212,111,46.65,0,0,0,-1.72, NYSE American
West Bancorp, WTBA,25.6,26,25.3,26,0.4,1.56,13996,28,20.6,0.72,2.77,18.44,3.38, NASDAQ Global
VMware, VMW,123.45,129.34,122.58,125.71,1.92,1.55,4229922,165,85.45,0,0,35.93,0.31, NYSE
Actinium Pharmaceuticals, ATNM,0.71,0.73,0.7,0.71,0.01,1.55,437844,1.72,0.54,0,0,0,7.75, NYSE American
Fidelity Southern, LION,23.9,24.23,23.83,24.21,0.37,1.55,134417,24.66,20.08,0.48,1.98,16.25,11.06, NASDAQ Global
NL Industries, NL,13,13.3,12.75,13.2,0.2,1.54,49565,16.05,5.25,0.5,3.79,8.35,-7.37, NYSE
Prosperity Bancshares, PB,75.64,76.98,74.88,76.97,1.17,1.54,383212,77.87,55.84,1.44,1.87,19.59,9.85, NYSE
TCF Financial, TCF,20.86,21.83,20.71,21.78,0.33,1.54,2931313,22.42,14.58,0.6,2.75,15.13,6.24, NYSE
PhaseRx, PZRX,0.33,0.34,0.27,0.31,0,1.54,491609,1.95,0.22,0,0,0,-20.51, NASDAQ Capital
Juniper Networks, JNPR,25.96,26.58,25.8,26.55,0.4,1.53,4895353,30.96,23.87,0.72,2.71,34.04,-6.84, NYSE
Orion Engineered Carbons, OEC,29.3,30.05,29.3,29.9,0.45,1.53,1003652,30.05,17.15,0.81,2.7,25.64,16.8, NYSE
Tanzanian Royalty Exploration, TRX,0.37,0.4,0.37,0.39,0.01,1.53,163005,0.62,0.24,0,0,0,38.78, NYSE American
Resources Connection, RECN,16.4,16.6,16.2,16.6,0.25,1.53,98091,17.4,12.05,0.48,2.89,28.62,7.44, NASDAQ Global
Simmons First National Cl A, SFNC,58.65,59.75,58.45,59.75,0.9,1.53,202474,61.1,49.75,0.6,1,21.81,4.64, NASDAQ Global
Stock Yards Bancorp, SYBT,35.75,36.5,35.55,36.5,0.55,1.53,46788,46.35,31.9,0.84,2.3,21.99,-3.18, NASDAQ Global
Enable Midstream Partners, ENBL,15.11,15.39,15.11,15.36,0.23,1.52,156896,17.36,13.75,1.27,8.28,18.32,8.02, NYSE
Herc Holdings, HRI,65.34,67.51,64,66.72,1,1.52,248211,70.58,33.27,0,0,0,6.56, NYSE
Qiagen, QGEN,34.38,34.45,33.37,34,0.51,1.52,2125904,36.34,27.74,0,0,98.01,9.93, NYSE
Stone Energy, SGY,36.29,37.18,36.13,36.69,0.55,1.52,84811,43.41,16.5,0,0,0,14.09, NYSE
Motif Bio ADR, MTFB,11.5,11.5,10.6,10.66,0.16,1.52,1650,13.75,5.8,0,0,0,-1.39, NASDAQ Capital
Enanta Pharmaceuticals, ENTA,84.7,87.5,83.7,86.24,1.29,1.52,144792,87.61,25.92,0,0,98,46.97, NASDAQ Global
LeMaitre Vascular, LMAT,34.7,35.78,34.59,35.33,0.53,1.52,127270,39.88,19.82,0.22,0.62,45.88,10.96, NASDAQ Global
NBT Bancorp, NBTB,36.73,37.48,36.56,37.47,0.56,1.52,95780,42.28,31.28,0.92,2.46,20.04,1.82, NASDAQ Global
Cantel Medical, CMD,110.01,112.78,109.07,112.61,1.68,1.51,216858,116.79,69.21,0.17,0.15,62.22,9.47, NYSE
Corning, GLW,31.04,31.95,30.76,31.69,0.47,1.51,8848404,35.1,26.04,0.62,1.96,0,-0.94, NYSE
Grupo Aeroportuario del Pacifico ADR, PAC,104.67,106.44,104.66,106.43,1.58,1.51,65414,119.87,77.15,2.99,2.81,22.93,3.57, NYSE
Halliburton, HAL,53.63,54.7,53.43,54.51,0.81,1.51,8366937,57.86,38.18,0.72,1.32,114.42,11.54, NYSE
Occidental Petroleum, OXY,75.02,76.28,74.99,76.1,1.13,1.51,2983120,78.09,57.2,3.08,4.05,585.38,3.31, NYSE
Espey Manufacturing&Electronics, ESP,24.32,24.97,24.32,24.97,0.37,1.51,536,26.47,21.07,1,4,49.94,4.22, NYSE American
Matinas BioPharma Holdings, MTNB,0.98,1.03,0.96,0.99,0.01,1.51,234242,3.99,0.92,0,0,0,-14.23, NYSE American
51job ADR, JOBS,69.95,71.77,69.49,71.15,1.06,1.51,251189,71.77,31.25,0,0,108.56,16.93, NASDAQ Global
Banner, BANR,54.12,55.21,53.95,55.16,0.82,1.51,213593,62.75,51.61,1,1.81,29.98,0.07, NASDAQ Global
First Bancorp (North Carolina), FBNC,36.44,36.95,35.97,36.95,0.55,1.51,95578,41.76,27.5,0.32,0.87,20.53,4.64, NASDAQ Global
P&F Industries Cl A, PFIN,7.75,7.75,7.5,7.68,0.11,1.51,1515,8.74,5.6,0.2,2.6,0,-8.32, NASDAQ Global
ONEOK, OKE,58.98,60.04,58.87,59.74,0.88,1.5,1783523,61.36,47.14,3.08,5.16,37.46,11.77, NYSE
Sotheby's, BID,52.51,53.74,52.16,53.55,0.79,1.5,198080,57.95,38.63,0,0,27.18,3.78, NYSE
First Savings Financial Group, FSFG,64.87,64.87,64.45,64.45,0.95,1.5,838,66.23,44.25,0.56,0.87,14.61,13.03, NASDAQ Capital
Superconductor Technologies, SCON,1.12,1.18,1.11,1.13,0.02,1.5,88497,2.47,0.88,0,0,0,3.36, NASDAQ Capital
Bloomin' Brands, BLMN,21.98,22.39,21.9,22.36,0.33,1.5,366780,22.96,16.11,0.32,1.43,29.04,4.78, NASDAQ Global
ChemoCentryx, CCXI,9.27,9.54,9.09,9.49,0.14,1.5,204620,10.79,5.42,0,0,0,59.5, NASDAQ Global
Lindsay, LNN,89.07,91.69,89.07,90.54,1.33,1.49,62813,96.22,73.34,1.2,1.33,38.04,2.65, NYSE
LINE ADR, LN,45.11,45.44,44.73,45.05,0.66,1.49,262587,47.81,30.9,0,0,88.37,9.9, NYSE
Eltek, ELTK,4.03,4.24,4.03,4.1,0.06,1.49,2542,8.95,2.65,0,0,0,0.49, NASDAQ Capital
Nevada Gold&Casinos, UWN,2.73,2.78,2.7,2.72,0.04,1.49,20317,2.86,1.87,0,0,34,1.87, NYSE American
East West Bancorp, EWBC,65.62,66.94,65.01,66.89,0.98,1.49,1002272,69.25,48.07,0.8,1.2,19.33,9.96, NASDAQ Global
Energy XXI Gulf Coast, EXXI,6.72,7.15,6.65,6.81,0.1,1.49,595883,35.96,4.74,0,0,0.11,18.64, NASDAQ Global
Ambev ADR, ABEV,6.95,7.04,6.91,6.95,0.1,1.48,29761313,7.04,5.3,0,0,39.4,7.59, NYSE
Forum Energy Technologies, FET,16.9,17.35,16.8,17.15,0.25,1.48,489657,26.25,10.05,0,0,0,10.29, NYSE
Park Electrochemical, PKE,18.29,18.61,18.29,18.57,0.27,1.48,98485,23.58,16,0.4,2.15,71.42,-5.5, NYSE
Steel Partners Holdings, SPLP,20.54,20.55,20.5,20.55,0.3,1.48,2833,20.7,17.1,0,0,0,5.12, NYSE
GWG Holdings, GWGH,9.07,9.07,8.36,8.89,0.13,1.48,2307,11.25,7.78,0,0,0,6.85, NASDAQ Capital
Encore Wire, WIRE,50.5,51.35,50,51.35,0.75,1.48,56002,52.65,37.3,0.08,0.16,21.49,5.55, NASDAQ Global
JA Solar Holdings ADR, JASO,7.42,7.59,7.41,7.54,0.11,1.48,2324060,8.48,4.56,0,0,0,1.07, NASDAQ Global
PHI Non-Voting, PHIIK,11.48,11.7,11.39,11.66,0.17,1.48,54388,16.84,8.09,0,0,0,0.78, NASDAQ Global
Heritage Insurance Holdings, HRTG,17.04,17.3,16.94,17.28,0.25,1.47,94478,19.15,8.85,0.24,1.39,57600,-4.11, NYSE
Warrior Met Coal, HCC,27.83,28.86,27.55,28.38,0.41,1.47,648957,30.49,15.1,0.2,0.7,0,12.84, NYSE
Denny's, DENN,14.96,15.26,14.82,15.21,0.22,1.47,332035,15.56,10.87,0,0,29.82,14.88, NASDAQ Capital
Cumberland Pharmaceuticals, CPIX,6.88,7.07,6.8,6.91,0.1,1.47,12581,7.96,5.28,0,0,0,-6.11, NASDAQ Global
EchoStar, SATS,60.81,62.05,60.81,61.96,0.9,1.47,95050,62.5,51.54,0,0,49.97,3.44, NASDAQ Global
PDC Energy, PDCE,51.86,52.88,51.63,52.61,0.76,1.47,549391,75.99,36.74,0,0,0,2.08, NASDAQ Global
Ultralife, ULBI,6.8,6.95,6.5,6.9,0.1,1.47,24027,7.9,5,0,0,19.17,5.34, NASDAQ Global
FCB Financial Holdings Cl A, FCB,54.8,55.6,54.25,55.6,0.8,1.46,223586,57.2,39.9,0,0,20.37,9.45, NYSE
Nexstar Media Group Cl A, NXST,75.1,76.75,73.51,76.2,1.1,1.46,471756,82.95,55.95,1.2,1.57,28.65,-2.56, NASDAQ Global
Ohio Valley Banc, OVBC,40.25,42,40.25,41.7,0.6,1.46,3597,43.85,27.3,0.84,2.01,0,3.22, NASDAQ Global
Dynegy Un, DYNC,84.02,84.02,83.86,83.95,1.2,1.45,575,85.58,49.03,7,8.34,0,5.97, NYSE
HDFC Bank ADR, HDB,108.11,110.16,107.87,110.16,1.57,1.45,690009,110.77,68.89,0.51,0.47,0,8.35, NYSE
ZTO Express (Cayman) ADR, ZTO,15.7,16.16,15.68,16.04,0.23,1.45,1697041,18.08,11.14,0,0,29.36,1.2, NYSE
SuperCom, SPCB,3.45,3.49,3.41,3.49,0.05,1.45,98126,4.95,2.01,0,0,0,-10.74, NASDAQ Capital
Endologix, ELGX,4.13,4.29,4.13,4.2,0.06,1.45,596534,7.66,4.05,0,0,0,-21.5, NASDAQ Global
Abaxis, ABAX,71.4,73.2,70.28,72.68,1.03,1.44,226127,78.53,43.66,0.64,0.88,67.29,46.77, NASDAQ Global
Cenveo, CVO,1.38,1.43,1.3,1.41,0.02,1.44,640773,7.55,0.76,0,0,0,56.67, NASDAQ Global
Ceragon Networks, CRNT,2.06,2.13,2.06,2.11,0.03,1.44,191648,4.23,1.64,0,0,10.64,6.57, NASDAQ Global
Canadian Natural Resources, CNQ,34.18,34.67,33.93,34.64,0.49,1.43,1899262,37.63,27.52,0.86,2.48,20.53,-3.02, NYSE
Grupo Aval Acciones y Valores ADR, AVAL,9.07,9.23,9.07,9.23,0.13,1.43,104011,9.51,7.42,0.4,4.34,14.64,8.59, NYSE
HCI Group, HCI,35,35.59,34.65,35.45,0.5,1.43,60369,50.93,27.11,1.4,3.95,0,18.56, NYSE
Prudential Financial, PRU,118.58,120.59,118.38,120.52,1.7,1.43,1887920,127.14,97.88,3,2.49,12.11,4.82, NYSE
FNB Bancorp, FNBG,35.36,36.24,35.31,36.1,0.51,1.43,17990,38.94,22.9,0.52,1.44,25.54,-1.07, NASDAQ Global
Houston Wire&Cable, HWCC,7,7.1,6.97,7.1,0.1,1.43,16169,7.5,4.7,0.12,1.69,0,-1.39, NASDAQ Global
IES Holdings, IESC,17.5,17.75,17.5,17.75,0.25,1.43,18234,21.95,14.05,0,0,29.1,2.9, NASDAQ Global
Silicom, SILC,65,67.15,65,66.14,0.93,1.43,72727,77.95,35.02,1,1.51,23.26,-5.66, NASDAQ Global
Skywest, SKYW,55.7,56.65,55.2,56.55,0.8,1.43,239227,57.35,30.4,0.32,0.57,0,6.5, NASDAQ Global
CPFL Energia ADR, CPL,13.58,13.79,13.49,13.6,0.19,1.42,150002,17.69,10.63,0.27,2,26.15,18.26, NYSE
Lazard, LAZ,56.78,60,56.3,59.4,0.83,1.42,2086244,60,40.5,1.64,2.76,16.97,13.14, NYSE
Telefonica Brasil ADR, VIV,17.17,17.33,17.13,17.2,0.24,1.42,1084641,17.33,13.06,0,0,21.17,15.98, NYSE
Zoetis, ZTS,76.84,78.27,76.69,77.82,1.09,1.42,2937877,80.13,52,0.5,0.65,43.97,8.02, NYSE
Aviragen Therapeutics, AVIR,0.6,0.63,0.59,0.59,0.01,1.42,228691,1.23,0.43,0,0,0,4.71, NASDAQ Capital
First of Long Island, FLIC,27.9,28.55,27.65,28.5,0.4,1.42,53463,33.5,25.6,0.6,2.11,19.93,0, NASDAQ Capital
Cheniere Energy Partners, CQP,30.02,30.84,29.88,30.65,0.43,1.42,122127,33.47,26.41,2,6.53,0,3.41, NYSE American
Aemetis, AMTX,0.69,0.71,0.64,0.7,0.01,1.42,43185,1.81,0.51,0,0,0,27.22, NASDAQ Global
CSP, CSPI,17.51,18.41,17.09,17.75,0.25,1.42,10140,18.89,8.25,0.44,2.48,28.17,12.25, NASDAQ Global
Exponent, EXPO,74.45,77.4,71.7,75.2,1.05,1.42,79423,78.39,55.75,0.84,1.12,36.68,5.77, NASDAQ Global
Integra LifeSciences Holdings, IART,52.36,53.49,52.36,53.41,0.75,1.42,371060,56.42,40.51,0,0,87.56,11.6, NASDAQ Global
Ameriprise Financial, AMP,168.61,171.17,168.22,171.08,2.38,1.41,1160525,183.9,116.18,3.32,1.94,18.12,0.95, NYSE
Bank of New York Mellon, BK,56.68,57.55,56.38,57.5,0.8,1.41,3084142,58.99,44.5,0.96,1.67,15.42,6.76, NYSE
GoDaddy Cl A, GDDY,55.02,56.2,55,56.01,0.78,1.41,1204300,56.2,34.58,0,0,2145.98,11.4, NYSE
Mercury General, MCY,48.84,49.75,48.84,49.64,0.69,1.41,307307,64.52,48.68,2.5,5.04,27.73,-7.11, NYSE
NuSTAR Energy, NS,33.22,33.93,33.2,33.79,0.47,1.41,384037,55.21,26.21,4.38,12.96,88.92,12.82, NYSE
Redwood Trust, RWT,14.87,15.21,14.83,15.1,0.21,1.41,621798,17.45,14.29,1.12,7.42,9.5,1.89, NYSE
Crown Crafts, CRWS,7.05,7.26,7.05,7.2,0.1,1.41,4472,8.7,5.4,0.32,4.44,15.32,11.63, NASDAQ Capital
Chemung Financial, CHMG,44.94,45.3,43.8,45.3,0.63,1.41,2215,56.83,34.17,1.04,2.3,17.29,-5.82, NASDAQ Global
Power Integrations, POWI,73.75,75.8,73.4,75.75,1.05,1.41,238876,86.6,61.44,0.56,0.74,39.25,2.99, NASDAQ Global
Semgroup Cl A, SEMG,28.5,29.1,28.25,29.05,0.4,1.4,605121,42.4,21.35,1.8,6.2,0,-3.81, NYSE
Shell Midstream Partners, SHLX,28.79,29.19,28.55,29.03,0.4,1.4,475693,34.17,24.68,1.33,4.59,22.86,-2.65, NYSE
Dynatronics, DYNT,2.7,2.8,2.65,2.69,0.04,1.4,6749,3.75,2.1,0,0,0,-6.83, NASDAQ Capital
Naked Brand Group, NAKD,1.4,1.49,1.4,1.45,0.02,1.4,41006,4.75,1.15,0,0,0,0, NASDAQ Capital
Cidara Therapeutics, CDTX,7.2,7.43,7.15,7.25,0.1,1.4,35048,11.75,5.6,0,0,0,6.62, NASDAQ Global
Matrix Service, MTRX,17.8,18.23,17.65,18.15,0.25,1.4,137599,22.38,7.8,0,0,0,1.97, NASDAQ Global
Silicon Laboratories, SLAB,96.05,98.2,95,97.55,1.35,1.4,259483,100,66.35,0,0,89.5,10.48, NASDAQ Global
Tonix Pharmaceuticals Holding, TNXP,3.65,3.71,3.59,3.63,0.05,1.4,60915,9.4,2.85,0,0,0,5.22, NASDAQ Global
First Commonwealth Financial (Pennsylvania), FCF,14.36,14.59,14.21,14.59,0.2,1.39,513205,15.67,12.05,0.32,2.19,25.16,1.89, NYSE
Top Image Systems, TISA,1.11,1.13,1.09,1.12,0.02,1.39,45909,1.75,0.96,0,0,0,-1.75, NASDAQ Capital
Adaptimmune Therapeutics ADR, ADAP,8.57,8.9,8.54,8.75,0.12,1.39,253683,9.71,3.88,0,0,0,30.99, NASDAQ Global
Carrizo Oil&Gas, CRZO,20.2,21.04,20.1,20.39,0.28,1.39,2250209,35.68,11.1,0,0,13.41,-4.18, NASDAQ Global
Ligand Pharmaceuticals, LGND,156.85,160.26,156.45,159.81,2.19,1.39,416704,170.3,95.08,0,0,231.68,16.71, NASDAQ Global
Okta Cl A, OKTA,29.39,29.91,29.26,29.86,0.41,1.39,599956,33.64,21.52,0,0,0,16.6, NASDAQ Global
Saia, SAIA,74.9,77.2,74.2,76.6,1.05,1.39,440072,80.25,41.28,0,0,37,8.27, NASDAQ Global
Costamare, CMRE,6.52,6.61,6.47,6.61,0.09,1.38,805245,8.18,5.15,0.4,6.05,12.34,14.56, NYSE
Sutherland Asset Management, SLD,14.4,14.7,14.23,14.7,0.2,1.38,55361,16.2,13.05,1.48,10.07,8.03,-2.97, NYSE
United States Brent Oil Fund LP, BNO,19,19.13,18.86,19.1,0.26,1.38,146307,19.3,11.88,0,0,0,5.52, NYSE
VOC Energy Trust, VOC,5.78,5.95,5.78,5.89,0.08,1.38,20890,6.66,3.15,0.44,7.47,11.78,-0.51, NYSE
MEI Pharma, MEIP,2.19,2.23,2.13,2.21,0.03,1.38,192584,3.26,1.45,0,0,0,5.24, NASDAQ Capital
Athenex, ATNX,14.48,14.91,14.1,14.68,0.2,1.38,456248,20.79,11.21,0,0,0,-7.67, NASDAQ Global
Entegris, ENTG,32.45,33.35,32.41,33,0.45,1.38,1103452,35.35,19.1,0.28,0.85,34.02,8.37, NASDAQ Global
Pegasystems, PEGA,50.6,51.95,50.2,51.55,0.7,1.38,359998,64.85,37.7,0.12,0.23,92.6,9.33, NASDAQ Global
MSA Safety, MSA,78.07,79.39,77.83,79.38,1.07,1.37,117969,86.36,65.95,1.4,1.76,36.58,2.4, NYSE
ZK International Group, ZKIN,8.91,9.03,8.5,8.88,0.12,1.37,76795,16,6.7,0,0,0,-9.39, NASDAQ Capital
Acacia Research - Acacia Technologies, ACTG,3.65,3.75,3.6,3.7,0.05,1.37,95172,6.3,2.9,0.5,13.51,1.54,-8.64, NASDAQ Global
ACI Worldwide, ACIW,23.27,23.8,22.73,23.76,0.32,1.37,573167,25,18.68,0,0,72,4.81, NASDAQ Global
Ambac Financial Group WT, AMBCW,6.67,6.69,6.55,6.68,0.09,1.37,12015,12.78,5.04,0,0,0,16.38, NASDAQ Global
Arotech, ARTX,3.6,3.77,3.6,3.7,0.05,1.37,207376,4.35,2.8,0,0,0,4.23, NASDAQ Global
Enterprise Bancorp, EBTC,33.68,34.23,33.68,34.01,0.46,1.37,3842,38.25,29.02,0.58,1.71,20.49,-0.12, NASDAQ Global
FibroGen, FGEN,58.55,61,58.1,59.35,0.8,1.37,407873,63,22.28,0,0,0,25.21, NASDAQ Global
Harmonic, HLIT,3.65,3.77,3.65,3.7,0.05,1.37,273947,6.17,2.8,0,0,0,-11.9, NASDAQ Global
Renasant, RNST,42.91,43.7,42.63,43.66,0.59,1.37,79506,45.31,37.68,0.76,1.74,22.16,6.77, NASDAQ Global
ServisFirst Bancshares, SFBS,42.26,43,41.91,43,0.58,1.37,79821,44,32.54,0.2,0.47,24.86,3.61, NASDAQ Global
Silicon Motion Technology ADR, SIMO,49.7,50.88,49.2,50.36,0.68,1.37,291469,56.51,38.39,1.2,2.38,19.53,-4.91, NASDAQ Global
First Horizon National, FHN,19.8,20.13,19.73,20.13,0.27,1.36,4659933,20.86,15.84,0.48,2.38,29.17,0.7, NYSE
SPX FLOW, FLOW,46.16,47,46.1,47,0.63,1.36,236202,48.97,31.06,0,0,90.38,-1.16, NYSE
Walker&Dunlop, WD,46.15,47.11,45.99,47.08,0.63,1.36,123281,56.46,31.82,0,0,10.12,-0.88, NYSE
FS Bancorp, FSBW,55.11,58.26,55.06,58.13,0.78,1.36,10659,59.81,35.8,0.44,0.76,13.49,6.52, NASDAQ Capital
Funko Cl A, FNKO,7.36,7.48,7.2,7.47,0.1,1.36,197589,9.9,5.81,0,0,0,12.33, NASDAQ Global
Greenhill, GHL,18.5,18.8,18.25,18.8,0.25,1.35,462678,31.35,13.8,0.2,1.06,25.41,-3.59, NYSE
POSCO ADR, PKX,91.64,91.82,90.31,90.69,1.21,1.35,245815,93.12,56.48,0,0,13.68,16.08, NYSE
Identiv, INVE,3.69,3.98,3.67,3.75,0.05,1.35,27582,7.81,2.55,0,0,0,12.28, NASDAQ Capital
Osprey Energy Acquisition, OSPR,9.61,9.75,9.61,9.75,0.13,1.35,994,9.75,9.55,0,0,0,1.56, NASDAQ Capital
Value Line, VALU,19.32,20.56,19.22,19.49,0.26,1.35,53097,22.58,13.26,0.72,3.69,27.78,0.72, NASDAQ Capital
Hub Group Cl A, HUBG,47.7,49.05,47.25,48.7,0.65,1.35,342895,52.5,33.17,0,0,30.25,1.67, NASDAQ Global
Berkshire Hathaway Cl B, BRKB,214.49,217.5,214.03,217.25,2.87,1.34,4501630,217.62,160.93,0,0,28.69,9.6, NYSE
Gerdau ADR, GGB,4.56,4.69,4.5,4.54,0.06,1.34,18540807,4.79,2.6,0.04,0.81,0,22.04, NYSE
InterXion Holding, INXN,62.51,64,62.27,63.59,0.84,1.34,795575,64,36.94,0,0,101.03,7.91, NYSE
CymaBay Therapeutics, CBAY,11.96,12.4,11.76,12.08,0.16,1.34,862006,12.6,1.83,0,0,0,31.3, NASDAQ Capital
WesBanco, WSBC,41.01,41.59,40.6,41.56,0.55,1.34,85203,43.25,34.81,1.04,2.5,19.33,2.24, NASDAQ Global
Aegon ADR, AEG,6.81,6.88,6.8,6.88,0.09,1.33,2069327,7.02,4.73,0.31,4.44,8.44,9.21, NYSE
BP ADR, BP,42.8,43.38,42.72,43.36,0.57,1.33,6505661,44.62,33.1,2.4,5.54,36.82,3.16, NYSE
Gardner Denver Holdings, GDI,35.1,35.27,33.97,35.04,0.46,1.33,680357,38,19.91,0,0,0,3.27, NYSE
Amarin ADR, AMRN,3.77,3.87,3.71,3.8,0.05,1.33,6329881,4.6,2.85,0,0,0,-5.24, NASDAQ Global
Pinnacle Financial Partners, PNFP,63.1,64.08,62.55,64,0.84,1.33,532824,71.55,58.4,0.56,0.88,22.86,-3.47, NASDAQ Global
Sage Therapeutics, SAGE,187.66,193.97,187.01,192.33,2.53,1.33,289198,195.97,46.11,0,0,0,16.77, NASDAQ Global
Callon Petroleum, CPE,11.39,11.63,11.31,11.5,0.15,1.32,8025288,15.1,9.34,0,0,26.14,-5.35, NYSE
EOG Resources, EOG,115.28,116.57,114.58,116.52,1.52,1.32,2266293,119,81.99,0.67,0.58,11652,7.98, NYSE
Johnson&Johnson, JNJ,137.53,140.67,137,140.02,1.83,1.32,9199609,148.32,112.62,3.36,2.4,359.03,0.21, NYSE
Marathon Oil, MRO,18.25,18.52,18.16,18.43,0.24,1.32,9323213,19.52,10.55,0.2,1.09,0,8.86, NYSE
BG Staffing, BGSF,15.94,16.09,15.84,16.09,0.21,1.32,6125,18.84,12.99,1,6.22,15.93,0.94, NYSE American
BCB Bancorp, BCBP,15.15,15.35,15.1,15.35,0.2,1.32,17094,17.05,12.05,0.56,3.65,16.87,5.86, NASDAQ Global
Calumet Specialty Products Partners, CLMT,7.5,7.75,7.45,7.65,0.1,1.32,220435,9.95,3.4,2.74,35.82,0,-0.65, NASDAQ Global
Dime Community Bancshares, DCOM,18.95,19.3,18.85,19.25,0.25,1.32,247468,22.65,18.35,0.56,2.91,13.95,-8.11, NASDAQ Global
Northern Trust, NTRS,104.82,106.83,104.82,106.78,1.39,1.32,1011386,108.91,81.96,1.68,1.57,21.67,6.9, NASDAQ Global
Peapack-Gladstone Financial, PGC,35.42,36.04,35.09,35.99,0.47,1.32,59920,38,28.24,0.2,0.56,17.73,2.77, NASDAQ Global
TriMas, TRS,26.45,27,26.3,26.95,0.35,1.32,113791,28.85,19.75,0,0,0,0.75, NASDAQ Global
Trustmark, TRMK,31.65,32.23,31.38,32.21,0.42,1.32,238007,35.09,28.16,0.92,2.86,20.78,1.1, NASDAQ Global
Cosan Cl A, CZZ,11.39,11.72,11.39,11.61,0.15,1.31,985276,11.72,5.63,0.08,0.65,58.78,19.69, NYSE
Mettler-Toledo International, MTD,676,685,671.89,684.11,8.85,1.31,148921,697.26,430.59,0,0,41.51,10.43, NYSE
Golden Entertainment, GDEN,31.31,32.21,31.12,31.73,0.41,1.31,309312,34.75,10.99,0,0,28.85,-2.82, NASDAQ Global
iRobot, IRBT,88.53,91.06,87.55,89.91,1.16,1.31,502198,109.78,52.12,0,0,42.81,17.22, NASDAQ Global
Adtalem Global Education, ATGE,45.9,46.6,45.8,46.6,0.6,1.3,298808,46.85,30.15,0,0,26.82,10.82, NYSE
Intercontinental Exchange, ICE,74.01,74.82,73.44,74.8,0.96,1.3,2481362,76.14,56.8,0.8,1.07,27.2,6.01, NYSE
Discovery Communications Series C, DISCK,23.69,24.36,23.69,24.17,0.31,1.3,2741416,29.18,14.99,0,0,12.67,14.17, NASDAQ Global
MYR Group, MYRG,33.75,34.37,33.52,34.32,0.44,1.3,70123,43.77,23,0,0,36.9,-3.95, NASDAQ Global
Union Bankshares, UBSH,37.75,38.25,37.55,38.24,0.49,1.3,534332,39.37,29.5,0.84,2.2,22.9,5.72, NASDAQ Global
Flagstar Bancorp, FBC,37.14,37.78,36.89,37.73,0.48,1.29,209840,40.06,25.37,0,0,35.35,0.83, NYSE
Nelnet Cl A, NNI,51.89,52.85,51.52,52.78,0.67,1.29,60226,59.68,38.72,0.64,1.21,10.03,-3.65, NYSE
L.B. Foster, FSTR,27.05,27.9,27.05,27.5,0.35,1.29,27719,28,11.8,0.16,0.58,0,1.29, NASDAQ Global
Olympic Steel, ZEUS,23.24,23.71,23,23.61,0.3,1.29,69876,27.16,15.83,0.08,0.34,21.27,9.87, NASDAQ Global
Ares Management, ARES,23.2,23.9,23.2,23.65,0.3,1.28,83829,25.24,17.25,1.64,6.93,43,18.25, NYSE
Artisan Partners Asset Management, APAM,39.05,39.9,38.8,39.65,0.5,1.28,223938,41.45,26.3,2.4,6.05,21.37,0.38, NYSE
Banco Latinoamericano de Comercio Exterior Cl E, BLX,29.23,29.73,29.12,29.67,0.38,1.28,69675,30.5,25.51,1.54,5.19,15.62,10.3, NYSE
Helmerich&Payne, HP,72.4,73.63,71.96,72.95,0.92,1.28,1435150,75.02,42.16,2.8,3.84,19.61,12.86, NYSE
United States Diesel-Heating Oil Fund LP, UHN,19.55,19.77,19.55,19.74,0.25,1.28,22555,20.04,12.9,0,0,0,2.07, NYSE
State Bank Financial, STBZ,30.39,30.9,30.05,30.9,0.39,1.28,72034,31.75,24.16,0.56,1.81,25.75,3.55, NASDAQ Capital
DHX Media Variable Voting, DHXM,3.9,4,3.85,3.95,0.05,1.28,53100,6.05,2.92,0.06,1.6,206.81,11.27, NASDAQ Global
Arthur J. Gallagher, AJG,68.3,69.32,68.04,69.19,0.87,1.27,1063401,70.55,53.19,1.64,2.37,27.24,9.34, NYSE
Century Communities, CCS,31.55,32.25,30.7,32,0.4,1.27,228131,36,21.9,0,0,14.95,2.89, NYSE
