Name,Symbol,Open,High,Low,Close,Net Chg,% Chg,Volume,52 Wk High,52 Wk Low,Div,Yield,P/E,YTD % Chg, Exchange
Recro Pharma,REPH,8.80,9.18,8.72,8.87,0.15,1.72,74156,10.59,5.81,...,...,... dd,-4.11,NASDAQ Capital
RedHill Biopharma ADR,RDHL,5.26,5.39,5.05,5.17,-0.03,-0.58,97937,11.25,4.30,...,...,... dd,0.58,NASDAQ Capital
Reliant Bancorp,RBNC,25.87,25.95,25.87,25.95,-0.03,-0.12,1240,27.49,20.42,0.24,0.92,25.69,1.21,NASDAQ Capital
Reliv International,RELV,4.78,5.07,4.75,4.97,0.24,5.07,38056,13.77,3.72,...,...,... dd,4.19,NASDAQ Capital
Remark Holdings,MARK,14.06,14.90,13.32,13.41,-0.69,-4.89,1638149,15.10,1.93,...,...,... dd,37.82,NASDAQ Capital
Renmin Tianli Group,ABAC,2.98,3.03,2.85,2.97,0.02,0.68,5997,4.76,1.60,...,...,28.53,0.68,NASDAQ Capital
Repros Therapeutics,RPRX,0.66,0.66,0.66,0.66,-0.00,-0.02,484289,1.55,0.26,...,...,... dd,0.36,NASDAQ Capital
Research Frontiers,REFR,1.11,1.15,1.10,1.13,0.03,2.72,63342,2.13,0.86,...,...,... dd,8.64,NASDAQ Capital
ReShape Lifesciences,RSLS,1.54,1.59,1.51,1.51,-0.06,-3.82,169296,16.09,1.23,...,...,... dd,2.03,NASDAQ Capital
Resonant,RESN,6.82,7.30,6.64,6.97,0.20,2.95,264672,8.55,3.82,...,...,... dd,-6.69,NASDAQ Capital
ReTo Eco-Solutions,RETO,9.06,9.56,7.60,8.00,-1.05,-11.60,463641,12.75,5.94,...,...,...,13.48,NASDAQ Capital
Reven Housing REIT,RVEN,4.50,4.50,4.46,4.46,-0.04,-1.00,283,6.75,3.04,...,...,... dd,-3.86,NASDAQ Capital
Revolution Lighting Technologies,RVLT,3.43,3.50,3.32,3.37,-0.07,-2.03,165721,9.17,2.95,...,...,... dd,2.43,NASDAQ Capital
ReWalk Robotics,RWLK,1.15,1.15,1.10,1.10,...,...,196500,3.20,1.05,...,...,... dd,...,NASDAQ Capital
Rex Energy,REXX,1.71,1.74,1.62,1.67,-0.01,-0.60,189137,9.80,1.25,...,...,... dd,20.92,NASDAQ Capital
RiceBran Technologies,RIBT,1.51,1.52,1.47,1.47,-0.07,-4.55,33610,1.61,0.69,...,...,... dd,-0.68,NASDAQ Capital
RiceBran Technologies WT,RIBTW,0.17,0.17,0.17,0.17,-0.00,-1.47,3600,0.68,0.05,...,...,...,67.50,NASDAQ Capital
Riot Blockchain,RIOT,21.16,22.07,20.92,21.88,1.03,4.94,1664701,46.20,3.02,...,...,... dd,-22.96,NASDAQ Capital
Ritter Pharmaceuticals,RTTR,0.35,0.35,0.33,0.35,...,0.89,599621,3.75,0.28,...,...,... dd,7.16,NASDAQ Capital
RLJ Entertainment,RLJE,3.96,4.00,3.90,3.97,0.05,1.28,28393,4.61,1.47,...,...,... dd,7.91,NASDAQ Capital
RMG Networks Holding,RMGN,1.60,1.60,1.21,1.27,-0.32,-20.13,1713806,4.42,0.75,...,...,... dd,54.88,NASDAQ Capital
RMR Group Cl A,RMR,62.85,63.30,62.65,62.95,0.05,0.08,14138,63.30,39.10,1.00,1.59,23.94,6.16,NASDAQ Capital
Rosehill Resources Cl A,ROSE,8.21,8.21,7.95,7.99,0.05,0.63,95935,11.69,5.52,...,...,... dd,1.65,NASDAQ Capital
Rosehill Resources WT,ROSEW,1.06,1.06,1.03,1.03,-0.02,-1.90,5525,2.00,0.62,...,...,...,4.04,NASDAQ Capital
Rosetta Genomics,ROSG,0.60,0.60,0.58,0.58,-0.00,-0.10,66272,6.96,0.48,...,...,... dd,5.41,NASDAQ Capital
Rubicon Technology,RBCN,8.17,8.34,8.11,8.13,-0.24,-2.87,3782,10.45,4.91,...,...,... dd,1.88,NASDAQ Capital
RumbleON Cl B,RMBL,5.18,5.19,5.18,5.18,0.15,2.98,10283,10.00,3.40,...,...,... dd,-0.29,NASDAQ Capital
RXi Pharmaceuticals,RXII,4.15,4.38,4.08,4.29,0.13,3.02,51320,11.20,3.20,...,...,... dd,-22.81,NASDAQ Capital
RXi Pharmaceuticals WT,RXIIW,0.65,0.70,0.60,0.62,-0.09,-12.68,52033,3.60,0.22,...,...,...,-52.31,NASDAQ Capital
Saban Capital Acquisition,SCAC,9.97,9.97,9.93,9.93,-0.02,-0.15,2684,10.79,9.82,...,...,675.51,0.20,NASDAQ Capital
SAExploration Holdings,SAEX,2.77,3.50,2.53,2.60,0.18,7.44,1539366,7.54,1.18,...,...,... dd,18.18,NASDAQ Capital
Salisbury Bancorp,SAL,45.40,47.02,45.00,45.59,0.59,1.30,2431,50.00,37.30,1.12,2.46,18.99,2.10,NASDAQ Capital
Sapiens International,SPNS,12.16,12.34,11.91,12.28,0.09,0.74,10248,15.46,10.57,0.20,1.63,614.00,6.60,NASDAQ Capital
SB Financial Group,SBFG,18.73,18.80,18.37,18.37,-0.43,-2.29,3921,20.75,14.59,0.30,1.63,12.50,-0.65,NASDAQ Capital
Schmitt Industries,SMIT,2.75,2.90,2.71,2.77,0.03,1.09,157906,4.47,1.48,...,...,... dd,1.09,NASDAQ Capital
Seanergy Maritime Holdings,SHIP,1.09,1.09,1.06,1.09,-0.01,-0.91,173983,1.66,0.58,...,...,... dd,4.81,NASDAQ Capital
Sears Hometown&Outlet Stores,SHOS,2.60,2.75,2.56,2.70,0.10,3.85,53912,4.15,1.38,...,...,... dd,3.85,NASDAQ Capital
Second Sight Medical Products,EYES,2.01,2.03,2.00,2.02,0.02,1.00,737412,2.83,0.90,...,...,... dd,5.76,NASDAQ Capital
Second Sight Medical Products WT,EYESW,0.75,0.75,0.75,0.75,0.05,7.14,1918,1.02,0.26,...,...,...,-10.71,NASDAQ Capital
SELLAS Life Sciences Group,SLS,7.68,7.93,7.66,7.80,0.24,3.17,40903,72.30,6.02,...,...,... dd,-0.76,NASDAQ Capital
SemiLEDS,LEDS,4.92,4.92,4.47,4.47,-0.34,-7.07,207820,10.49,1.61,...,...,... dd,19.84,NASDAQ Capital
SenesTech,SNES,0.75,0.97,0.74,0.83,0.09,12.07,1609878,10.69,0.56,...,...,...,15.18,NASDAQ Capital
Sensus Healthcare,SRTS,5.75,5.75,5.34,5.36,-0.28,-4.95,10729,6.25,3.38,...,...,... dd,3.88,NASDAQ Capital
Sensus Healthcare WT,SRTSW,0.69,0.69,0.69,0.69,-0.01,-1.43,19000,3.00,0.41,...,...,...,-1.43,NASDAQ Capital
Sentinel Energy Services Un,STNLU,9.92,10.05,9.92,9.95,-0.04,-0.40,5100,10.14,9.66,...,...,...,-0.20,NASDAQ Capital
Sequential Brands Group,SQBG,1.81,1.83,1.79,1.83,0.03,1.67,66525,4.99,1.36,...,...,... dd,2.81,NASDAQ Capital
Seven Stars Cloud Group,SSC,5.03,5.30,4.80,4.97,0.14,2.90,2164724,7.00,1.10,...,...,... dd,7.81,NASDAQ Capital
Severn Bancorp,SVBI,7.70,7.90,7.50,7.50,-0.20,-2.60,10126,7.90,6.70,...,...,30.00,3.38,NASDAQ Capital
SG Blocks,SGBX,5.40,5.45,5.30,5.40,...,...,8505,7.00,3.70,...,...,...,-9.70,NASDAQ Capital
SGOCO Group,SGOC,1.48,1.54,1.35,1.43,-0.02,-1.16,154828,3.95,0.90,...,...,... dd,34.91,NASDAQ Capital
Sharing Economy International,SEII,8.60,8.79,6.72,6.92,-1.01,-12.74,686586,12.40,0.66,...,...,... dd,-8.71,NASDAQ Capital
Sharps Compliance,SMED,4.03,4.13,3.99,3.99,-0.01,-0.25,65550,5.73,3.74,...,...,... dd,-2.44,NASDAQ Capital
SharpSpring,SHSP,4.85,4.95,4.70,4.94,0.11,2.28,45890,5.75,3.07,...,...,... dd,12.18,NASDAQ Capital
ShiftPixy,PIXY,3.31,3.53,3.31,3.37,0.08,2.43,77806,11.64,2.00,...,...,...,17.01,NASDAQ Capital
Shineco,TYHT,2.29,2.39,2.25,2.34,0.04,1.74,52686,5.29,1.72,...,...,5.85,1.74,NASDAQ Capital
ShotSpotter,SSTI,17.06,17.63,16.64,17.07,0.04,0.23,95914,20.15,9.33,...,...,...,21.49,NASDAQ Capital
Siebert Financial,SIEB,14.50,14.79,14.02,14.16,-0.69,-4.65,115302,21.61,2.16,...,...,... dd,4.89,NASDAQ Capital
Sify Technologies ADR,SIFY,2.48,2.54,2.40,2.48,-0.02,-0.80,238673,3.15,0.69,...,...,...,38.62,NASDAQ Capital
Sigma Labs,SGLB,1.77,2.32,1.77,1.86,0.07,3.91,1127468,9.20,1.33,...,...,... dd,-13.49,NASDAQ Capital
Sigma Labs WT,SGLBW,0.45,0.45,0.45,0.45,0.10,28.57,280,1.50,0.16,...,...,...,-6.25,NASDAQ Capital
Sigmatron International,SGMA,8.44,8.99,8.44,8.57,0.11,1.30,49605,11.61,4.01,...,...,15.58,-15.32,NASDAQ Capital
Silver Run Acquisition Corp. II WT,SRUNW,2.08,2.15,2.00,2.08,0.03,1.46,630690,2.50,1.28,...,...,...,39.60,NASDAQ Capital
Silver Run Acquisition II Cl A,SRUN,10.12,10.70,10.05,10.11,0.03,0.30,4443429,10.70,9.65,...,...,...,2.02,NASDAQ Capital
Silver Run Acquisition II Un,SRUNU,10.75,10.83,10.75,10.83,...,...,1527762,11.00,10.20,...,...,...,3.54,NASDAQ Capital
SilverSun Technologies,SSNT,4.28,4.28,4.28,4.28,0.14,3.38,165,5.22,3.00,...,...,29.68,1.16,NASDAQ Capital
Simply Good Foods,SMPL,13.77,13.94,13.65,13.67,-0.07,-0.51,132978,16.01,10.93,...,...,88.69,-4.14,NASDAQ Capital
Simply Good Foods WT,SMPLW,3.55,3.55,3.55,3.55,-0.05,-1.39,600,4.30,1.08,...,...,...,-8.74,NASDAQ Capital
Simulations Plus,SLP,16.30,16.40,16.15,16.30,...,...,43532,17.45,9.45,0.24,1.47,51.58,1.24,NASDAQ Capital
Sino-Global Shipping America,SINO,2.68,2.75,2.66,2.67,-0.03,-1.11,72456,5.50,2.23,...,...,6.87,4.30,NASDAQ Capital
SITO Mobile,SITO,7.01,7.25,6.76,6.91,-0.06,-0.86,107520,8.60,1.71,...,...,... dd,2.83,NASDAQ Capital
Skyline Medical,SKLN,0.97,0.97,0.94,0.95,0.01,1.35,393175,3.25,0.91,...,...,... dd,-6.14,NASDAQ Capital
Sky Solar Holdings ADR,SKYS,1.53,1.58,1.49,1.51,-0.02,-1.63,102106,3.62,1.00,...,...,12.68,0.67,NASDAQ Capital
SmartFinancial,SMBK,22.67,23.15,22.57,22.88,0.22,0.97,24717,26.26,17.17,...,...,28.25,5.44,NASDAQ Capital
Smith Micro Software,SMSI,2.59,2.76,2.54,2.74,0.18,7.03,96954,3.41,0.80,...,...,... dd,-3.52,NASDAQ Capital
Social Reality Cl A,SRAX,5.82,6.20,5.57,5.75,0.18,3.23,913084,7.95,1.11,...,...,... dd,1.77,NASDAQ Capital
Socket Mobile,SCKT,3.53,3.67,3.51,3.60,0.14,4.07,109440,4.90,3.26,...,...,2.28,0.44,NASDAQ Capital
Soleno Therapeutics,SLNO,1.86,1.91,1.86,1.87,0.01,0.56,68730,3.75,1.32,...,...,... dd,3.91,NASDAQ Capital
Soleno Therapeutics WT,SLNOW,0.20,0.20,0.12,0.12,-0.04,-24.71,2850,4.59,0.05,...,...,...,-16.34,NASDAQ Capital
Soligenix,SNGX,2.28,2.28,2.14,2.22,-0.02,-0.89,16956,5.08,1.74,...,...,... dd,0.02,NASDAQ Capital
Soligenix WT,SNGXW,0.70,0.70,0.70,0.70,0.05,7.69,100,1.31,0.21,...,...,...,-13.44,NASDAQ Capital
Sonic Foundry,SOFO,2.73,2.75,2.56,2.65,-0.05,-1.85,16594,5.35,2.05,...,...,... dd,-11.96,NASDAQ Capital
Sonoma Pharmaceuticals,SNOA,5.52,5.55,5.20,5.32,-0.18,-3.27,64202,8.25,4.16,...,...,... dd,-2.39,NASDAQ Capital
Sonoma Pharmaceuticals WT,SNOAW,0.48,0.49,0.43,0.49,0.04,7.95,10614,0.79,0.25,...,...,...,19.51,NASDAQ Capital
Sophiris Bio,SPHS,2.30,2.34,2.25,2.29,0.01,0.44,120781,3.24,1.80,...,...,... dd,0.88,NASDAQ Capital
Sorrento Therapeutics,SRNE,4.95,5.35,4.80,4.95,-0.05,-1.00,1186791,5.75,1.50,...,...,1856.17,30.26,NASDAQ Capital
SPAR Group,SGRP,1.38,3.75,1.38,1.98,0.74,59.68,24883347,3.75,0.87,...,...,82.16,60.98,NASDAQ Capital
Sphere 3D,ANY,2.68,2.75,2.45,2.51,-0.18,-6.69,383360,14.00,1.90,...,...,... dd,2.03,NASDAQ Capital
Spherix,SPEX,1.46,1.46,1.36,1.40,-0.03,-2.38,59178,4.75,0.89,...,...,... dd,-0.29,NASDAQ Capital
Spring Bank Pharmaceuticals,SBPH,12.58,12.58,12.10,12.46,0.33,2.72,9921,18.93,6.31,...,...,... dd,-7.29,NASDAQ Capital
Staffing 360 Solutions,STAF,3.36,3.59,3.27,3.50,0.15,4.47,194601,6.60,2.25,...,...,...,11.11,NASDAQ Capital
State Bank Financial,STBZ,31.35,31.64,31.13,31.36,0.06,0.19,83179,31.75,24.16,0.56,1.79,23.40,5.09,NASDAQ Capital
Stellar Acquisition III,STLR,10.25,10.25,10.25,10.25,...,...,153,10.28,9.99,...,...,... dd,0.39,NASDAQ Capital
Stellar Acquisition III WT,STLRW,0.37,0.37,0.37,0.37,0.01,2.78,700,0.60,0.21,...,...,...,19.32,NASDAQ Capital
Stellar Biotechnologies,SBOT,1.00,1.04,0.94,0.99,0.06,6.00,215798,2.22,0.75,...,...,... dd,22.21,NASDAQ Capital
Stemline Therapeutics,STML,13.90,14.35,13.65,14.10,0.25,1.81,97889,16.20,5.50,...,...,... dd,-9.62,NASDAQ Capital
Sterling Bancorp,SBT,13.90,13.90,13.44,13.61,-0.22,-1.59,79591,14.01,12.00,...,...,...,7.17,NASDAQ Capital
Stewardship Financial,SSFN,12.05,12.05,11.90,11.95,0.24,2.09,2758,12.75,7.92,0.12,1.00,16.37,16.59,NASDAQ Capital
Strata Skin Sciences,SSKN,1.47,1.47,1.35,1.44,-0.04,-2.82,61536,5.40,1.06,...,...,... dd,16.93,NASDAQ Capital
Streamline Health Solutions,STRM,1.63,1.67,1.61,1.66,0.04,2.47,32311,2.82,0.85,...,...,... dd,-1.78,NASDAQ Capital
Summer Infant,SUMR,1.36,1.40,1.33,1.36,0.01,0.74,21844,2.25,1.31,...,...,... dd,-9.33,NASDAQ Capital
Summit Financial Group,SMMF,27.25,27.44,27.10,27.29,0.12,0.44,26159,28.16,19.13,0.44,1.61,22.74,3.69,NASDAQ Capital
Sunesis Pharmaceuticals,SNSS,4.05,4.28,3.96,4.25,0.24,5.99,138570,4.45,1.82,...,...,... dd,15.18,NASDAQ Capital
Sunworks,SUNW,1.10,1.11,1.07,1.08,-0.02,-1.82,45766,2.28,0.90,...,...,... dd,2.86,NASDAQ Capital
SuperCom,SPCB,3.68,3.73,3.65,3.66,-0.03,-0.81,63049,4.95,2.01,...,...,...,-6.39,NASDAQ Capital
Superconductor Technologies,SCON,1.49,1.49,1.25,1.30,-0.10,-6.79,341308,2.47,0.88,...,...,... dd,19.72,NASDAQ Capital
support.com,SPRT,2.55,2.65,2.55,2.60,-0.03,-1.14,51452,2.65,1.89,...,...,... dd,7.44,NASDAQ Capital
S&W Seed,SANW,3.95,4.05,3.95,3.95,-0.08,-1.86,19865,5.20,2.90,...,...,... dd,1.28,NASDAQ Capital
Synthesis Energy Systems,SES,2.68,2.73,2.63,2.72,0.07,2.64,32177,10.24,2.51,...,...,... dd,-4.23,NASDAQ Capital
Taitron Components Cl A,TAIT,1.66,1.66,1.62,1.64,-0.01,-0.61,6891,2.13,1.13,0.10,6.10,... dd,-2.39,NASDAQ Capital
Tantech Holdings,TANH,2.67,2.74,2.65,2.69,0.01,0.37,406731,4.54,1.00,...,...,31.68,4.26,NASDAQ Capital
TapImmune,TPIV,3.50,3.65,3.39,3.61,0.14,4.03,53359,5.35,2.60,...,...,... dd,-7.91,NASDAQ Capital
Taylor Devices,TAYD,13.25,13.60,12.50,13.00,-1.00,-7.14,79382,15.14,10.62,...,...,18.84,-3.13,NASDAQ Capital
TDH Holdings,PETZ,5.42,5.73,5.42,5.51,0.10,1.85,106058,31.75,5.10,...,...,...,-2.30,NASDAQ Capital
Technical Communications,TCCO,10.75,10.95,10.35,10.65,-0.05,-0.47,76760,15.40,2.25,...,...,... dd,-6.99,NASDAQ Capital
Tecnoglass,TGLS,9.40,9.40,8.87,8.94,-0.26,-2.83,101537,12.34,5.50,0.56,6.26,... dd,21.63,NASDAQ Capital
Tecogen,TGEN,2.51,2.56,2.38,2.39,-0.11,-4.26,48443,4.28,2.20,...,...,... dd,-11.35,NASDAQ Capital
Tellurian,TELL,11.66,11.74,11.01,11.20,-0.17,-1.50,1263826,21.74,8.19,...,...,... dd,14.99,NASDAQ Capital
Tenax Therapeutics,TENX,0.41,0.43,0.41,0.42,0.01,2.29,220445,2.65,0.31,...,...,... dd,-14.41,NASDAQ Capital
TG Therapeutics,TGTX,10.55,10.60,9.55,9.88,-0.78,-7.28,2069372,15.35,4.10,...,...,... dd,20.43,NASDAQ Capital
Therapix Biosciences ADR,TRPX,6.03,6.24,5.82,5.90,-0.22,-3.52,30707,10.95,4.26,...,...,...,10.49,NASDAQ Capital
TheStreet,TST,1.46,1.50,1.46,1.49,0.01,0.68,89100,1.64,0.61,0.10,6.71,... dd,2.76,NASDAQ Capital
Till Capital,TIL,4.35,4.39,4.19,4.35,-0.02,-0.46,7381,5.45,3.30,...,...,... dd,-1.43,NASDAQ Capital
Tiptree Cl A,TIPT,6.20,6.25,6.15,6.25,0.05,0.81,9014,7.60,5.70,0.12,1.92,... dd,5.04,NASDAQ Capital
Titan Pharmaceuticals,TTNP,1.30,1.40,1.30,1.38,0.05,3.77,54085,4.60,1.13,...,...,... dd,3.77,NASDAQ Capital
Top Image Systems,TISA,1.11,1.12,1.07,1.10,-0.01,-0.90,95285,1.75,0.96,...,...,... dd,-3.51,NASDAQ Capital
TOP Ships,TOPS,0.25,0.25,0.24,0.24,-0.01,-2.09,5219661,89100.00,0.23,...,...,... dd,-2.71,NASDAQ Capital
Torchlight Energy Resources,TRCH,1.23,1.26,1.22,1.25,-0.01,-0.79,148302,1.96,0.95,...,...,... dd,-6.72,NASDAQ Capital
TOR Minerals International,TORM,5.80,5.80,5.70,5.70,0.22,4.07,360,8.40,5.15,...,...,... dd,0.88,NASDAQ Capital
Trillium Therapeutics,TRIL,8.25,8.50,7.95,7.95,-0.20,-2.45,97703,13.30,4.15,...,...,... dd,9.66,NASDAQ Capital
TrovaGene,TROV,0.34,0.35,0.32,0.34,-0.01,-2.34,451841,2.40,0.23,...,...,... dd,9.92,NASDAQ Capital
Truett-Hurst Cl A,THST,2.11,2.11,1.99,2.06,0.04,1.98,2120,2.68,1.65,...,...,... dd,-0.48,NASDAQ Capital
TSR,TSRI,7.55,7.55,7.00,7.03,-0.21,-2.84,10494,11.10,3.80,...,...,54.11,35.28,NASDAQ Capital
Tucows,TCX,52.70,56.25,52.41,55.10,2.30,4.36,227766,71.75,36.00,...,...,42.38,-21.34,NASDAQ Capital
Tyme Technologies,TYME,6.92,6.92,6.42,6.69,-0.22,-3.18,50574,9.50,2.01,...,...,...,4.86,NASDAQ Capital
UFP Technologies,UFPT,28.30,29.10,28.30,28.60,0.05,0.18,15410,31.50,22.95,...,...,26.24,2.88,NASDAQ Capital
United Bancorp,UBCP,13.12,13.25,13.12,13.20,-0.05,-0.38,3208,14.00,10.20,0.48,3.64,18.08,-0.38,NASDAQ Capital
United Insurance Holdings,UIHC,18.58,18.86,18.34,18.79,0.22,1.18,93692,18.86,13.05,0.24,1.28,... dd,8.93,NASDAQ Capital
Urban One Cl A,UONE,1.95,1.95,1.90,1.92,-0.03,-1.79,1685,3.50,1.25,...,...,... dd,3.51,NASDAQ Capital
Urban One Cl D,UONEK,2.00,2.00,1.90,1.90,-0.05,-2.56,17927,3.50,1.35,...,...,... dd,8.57,NASDAQ Capital
U S Concrete,USCR,82.90,82.90,81.35,81.70,-0.85,-1.03,353789,86.35,57.95,...,...,115.74,-2.33,NASDAQ Capital
U.S. Energy,USEG,1.61,1.79,1.61,1.74,0.16,10.12,152609,1.79,0.60,...,...,183.15,15.99,NASDAQ Capital
U.S. Global Investors Cl A,GROW,4.54,4.62,4.39,4.52,0.13,3.02,417867,7.49,1.25,0.03,0.66,159.15,15.90,NASDAQ Capital
U.S. Gold,USAU,3.22,3.27,2.60,2.76,-0.08,-2.82,1518152,7.80,1.05,...,...,... dd,69.33,NASDAQ Capital
Valeritas Holdings,VLRX,3.59,3.78,3.42,3.56,0.10,2.89,18679,40.00,2.00,...,...,... dd,24.91,NASDAQ Capital
Value Line,VALU,19.22,19.22,19.22,19.22,-0.03,-0.16,344,20.00,13.26,0.72,3.75,27.39,-0.67,NASDAQ Capital
Vantage Energy Acquisition Cl A,VEAC,9.75,9.76,9.70,9.75,...,...,117056,9.95,9.62,...,...,...,0.31,NASDAQ Capital
Vantage Energy Acquisition Un,VEACU,10.13,10.13,10.05,10.07,-0.05,-0.49,40475,10.25,9.97,...,...,...,-1.18,NASDAQ Capital
Vasco Data Security International,VDSI,14.50,14.55,14.25,14.35,-0.10,-0.69,97942,15.78,11.05,...,...,67.43,3.24,NASDAQ Capital
VBI Vaccines,VBIV,4.43,4.47,4.34,4.46,0.07,1.59,127882,6.60,3.04,...,...,... dd,4.45,NASDAQ Capital
Vericel,VCEL,6.45,6.75,6.45,6.63,0.18,2.71,606462,6.75,2.25,...,...,... dd,21.56,NASDAQ Capital
Vermillion,VRML,1.66,1.80,1.60,1.65,-0.03,-1.79,129548,2.85,1.03,...,...,... dd,-14.51,NASDAQ Capital
Vertex Energy,VTNR,1.07,1.08,1.02,1.05,0.01,1.01,28864,1.80,0.65,...,...,... dd,10.53,NASDAQ Capital
Veru,VERU,1.41,1.49,1.38,1.47,0.06,4.26,77068,3.00,0.90,...,...,... dd,28.95,NASDAQ Capital
Vical,VICL,1.91,1.91,1.82,1.85,-0.04,-2.12,126740,3.70,1.66,...,...,... dd,1.09,NASDAQ Capital
Viking Therapeutics WT,VKTXW,3.26,3.35,3.14,3.29,-0.03,-1.00,44930,3.84,0.21,...,...,...,29.92,NASDAQ Capital
VistaGen Therapeutics,VTGN,1.21,1.26,1.20,1.26,0.04,3.28,543839,3.90,0.69,...,...,... dd,13.17,NASDAQ Capital
Viveve Medical,VIVE,5.02,5.09,4.85,4.89,-0.09,-1.81,133292,11.16,3.75,...,...,... dd,-1.61,NASDAQ Capital
VivoPower International,VVPR,2.90,3.14,2.88,3.12,0.22,7.44,3851,5.50,2.66,...,...,7.05,7.44,NASDAQ Capital
Vuzix,VUZI,8.30,8.55,8.05,8.55,0.55,6.88,678300,9.55,4.10,...,...,... dd,36.80,NASDAQ Capital
WCF Bancorp,WCFB,9.69,9.69,9.56,9.61,0.04,0.47,4838,11.62,9.06,0.20,2.08,480.71,0.99,NASDAQ Capital
Wellesley Bancorp,WEBK,29.05,29.30,29.05,29.30,0.25,0.86,1220,29.95,23.70,0.20,0.68,19.28,-1.35,NASDAQ Capital
Westell Technologies Cl A,WSTL,3.74,3.80,3.70,3.75,-0.02,-0.53,37526,4.60,2.32,...,...,... dd,...,NASDAQ Capital
Westwater Resources,WWR,1.04,1.06,0.98,1.05,0.01,1.43,512545,2.75,0.76,...,...,... dd,-1.41,NASDAQ Capital
Wheeler Real Estate Investment Trust,WHLR,8.61,8.66,7.05,7.16,-1.31,-15.47,459968,14.64,7.05,1.36,18.99,... dd,-28.26,NASDAQ Capital
Wheeler Real Estate Investment Trust WT,WHLRW,0.03,0.03,0.03,0.03,...,17.37,5022,0.72,0.01,...,...,...,-27.33,NASDAQ Capital
Wilhelmina International,WHLM,6.72,6.75,6.69,6.70,-0.02,-0.30,668,8.73,5.67,...,...,... dd,3.55,NASDAQ Capital
Willamette Valley Vineyards,WVVI,8.11,8.19,8.04,8.18,0.02,0.20,8450,8.86,7.50,...,...,20.44,-0.91,NASDAQ Capital
WillScot,WSC,12.80,12.80,12.55,12.75,-0.05,-0.39,36184,13.20,9.45,...,...,... dd,0.39,NASDAQ Capital
Wins Finance Holdings,WINS,170.00,170.00,155.01,155.01,-22.34,-12.60,8124,465.00,19.80,...,...,206.68,-13.88,NASDAQ Capital
WMIH,WMIH,1.04,1.05,0.95,0.98,-0.05,-5.06,903019,1.60,0.60,...,...,5.54,15.17,NASDAQ Capital
Workhorse Group,WKHS,2.99,2.99,2.72,2.75,-0.22,-7.35,345565,6.31,1.85,...,...,... dd,7.49,NASDAQ Capital
WPCS International,WPCS,1.13,1.55,1.07,1.50,0.42,38.89,7855742,3.38,0.82,...,...,... dd,47.06,NASDAQ Capital
WSI Industries,WSCI,5.65,5.70,5.24,5.41,-0.34,-5.85,32160,6.55,2.80,0.16,2.96,... dd,-9.77,NASDAQ Capital
Xenetic Biosciences,XBIO,1.97,1.97,1.93,1.93,-0.02,-1.03,2295,5.90,1.75,...,...,... dd,0.60,NASDAQ Capital
xG Technology,XGTI,1.53,1.55,1.52,1.53,0.01,0.66,125138,2.75,1.31,...,...,... dd,-5.56,NASDAQ Capital
Xplore Technologies,XPLR,2.92,2.97,2.88,2.91,-0.05,-1.69,24157,4.20,1.54,...,...,72.75,2.46,NASDAQ Capital
XpresSpa Group,XSPA,1.26,1.29,1.21,1.23,-0.02,-1.60,264860,2.60,1.07,...,...,... dd,-10.22,NASDAQ Capital
XTL Biopharmaceuticals ADR,XTLB,2.36,2.55,2.36,2.55,0.18,7.59,3215,4.70,1.93,...,...,... dd,11.49,NASDAQ Capital
Yatra Online,YTRA,7.27,7.36,7.12,7.24,-0.02,-0.28,65525,12.85,7.04,...,...,...,-3.21,NASDAQ Capital
Yield10 Bioscience,YTEN,1.60,1.65,1.57,1.57,-0.04,-2.79,142138,9.30,1.54,...,...,... dd,-11.30,NASDAQ Capital
Youngevity International,YGYI,5.24,5.32,5.21,5.32,0.15,2.81,6439,7.00,3.00,...,...,... dd,28.81,NASDAQ Capital
Yulong Eco-Materials,YECO,3.45,3.68,3.22,3.33,-0.13,-3.62,73384,9.00,0.50,...,...,...,23.15,NASDAQ Capital
ZAIS Group Holdings Cl A,ZAIS,3.96,4.01,3.96,3.98,0.16,4.19,116710,5.18,1.50,...,...,... dd,2.58,NASDAQ Capital
ZIOPHARM Oncology,ZIOP,4.29,4.40,4.23,4.36,0.10,2.35,1278995,7.88,3.77,...,...,... dd,5.31,NASDAQ Capital
ZK International Group,ZKIN,10.60,10.68,10.25,10.61,-0.02,-0.19,43344,16.00,6.70,...,...,...,8.27,NASDAQ Capital
Zosano Pharma,ZSAN,0.57,0.57,0.52,0.53,-0.04,-7.13,583931,3.54,0.50,...,...,... dd,0.96,NASDAQ Capital
22nd Century Group,XXII,3.30,3.40,3.27,3.34,0.03,0.91,2783004,3.55,0.85,...,...,... dd,19.29,NYSE American
Acme United,ACU,24.29,24.29,23.60,24.23,-0.06,-0.25,7692,29.49,20.20,0.44,1.82,17.31,3.55,NYSE American
Actinium Pharmaceuticals,ATNM,0.73,0.75,0.73,0.74,0.01,1.37,504440,1.72,0.54,...,...,... dd,11.51,NYSE American
Adams Resources&Energy,AE,46.61,47.56,46.61,47.30,0.30,0.64,3983,50.59,32.80,0.88,1.86,... dd,8.74,NYSE American
AeroCentury,ACY,15.50,15.72,15.10,15.12,-0.33,-2.13,7358,16.10,9.00,...,...,16.80,-0.78,NYSE American
