Name,Symbol,Open,High,Low,Close,NetChg,PcntChg,Volume,High52Wk,Low52Wk,Div,Yield,PERatio,YTDPcntChg,Exchange,Date,Time
ClearSign Combustion WT, CLIRW, 0.8, 0.9, 0.8, 0.9, 0.14, 18.11, 2834, 1.95, 0.48, 0.0, 0.0, 0.0, -10.24, NASDAQ Capital,2018-02-15,13:59:41
Layne Christensen, LAYN, 15.11, 15.69, 14.46, 14.89, 2.27, 17.99, 4220690, 15.69, 6.98, 0.0, 0.0, 0.0, 18.65, NASDAQ Global,2018-02-15,13:59:41
Quotient Technology, QUOT, 10.7, 13.0, 10.6, 12.85, 1.9, 17.35, 1339790, 17.85, 9.1, 0.0, 0.0, 0.0, 9.36, NYSE,2018-02-15,13:59:41
Atossa Genetics, ATOS, 0.62, 0.72, 0.6, 0.72, 0.11, 17.35, 7051949, 1.65, 0.22, 0.0, 0.0, 0.0, 173.35, NASDAQ Capital,2018-02-15,13:59:41
Innovate Biopharmaceuticals, INNT, 3.84, 4.33, 3.66, 4.33, 0.64, 17.34, 37948, 23.5, 3.43, 0.0, 0.0, 0.0, -29.02, NASDAQ Capital,2018-02-15,13:59:41
Genesis Healthcare, GEN, 1.0, 1.19, 0.99, 1.18, 0.17, 16.83, 766175, 3.99, 0.6, 0.0, 0.0, 0.0, 54.67, NYSE,2018-02-15,13:59:41
Cerecor, CERC, 3.39, 3.96, 3.35, 3.95, 0.56, 16.52, 501502, 4.25, 0.34, 0.0, 0.0, 395.0, 23.44, NASDAQ Capital,2018-02-15,13:59:41
International Tower Hill Mines, THM, 0.47, 0.55, 0.47, 0.54, 0.08, 16.48, 386877, 0.67, 0.29, 0.0, 0.0, 0.0, 24.6, NYSE American,2018-02-15,13:59:41
Odonate Therapeutics, ODT, 18.1, 21.0, 16.6, 21.0, 2.94, 16.28, 58682, 25.36, 15.15, 0.0, 0.0, 0.0, -16.0, NASDAQ Global,2018-02-15,13:59:41
Twilio Cl A, TWLO, 29.09, 32.0, 28.59, 30.72, 4.28, 16.19, 13282398, 34.74, 22.8, 0.0, 0.0, 0.0, 30.17, NYSE,2018-02-15,13:59:41
ACCO Brands, ACCO, 12.85, 13.45, 12.75, 12.95, 1.8, 16.14, 2011298, 14.75, 10.35, 0.0, 0.0, 22.33, 6.15, NYSE,2018-02-15,13:59:41
InspireMD, NSPR, 6.61, 7.8, 5.2, 5.58, 0.77, 16.01, 2864423, 99.05, 3.61, 0.0, 0.0, 0.0, 24.17, NYSE American,2018-02-15,13:59:41
Cytori Therapeutics, CYTX, 0.31, 0.37, 0.3, 0.36, 0.05, 15.74, 1787443, 2.13, 0.21, 0.0, 0.0, 0.0, 18.97, NASDAQ Capital,2018-02-15,13:59:41
Pioneer Energy Services, PES, 2.55, 3.08, 2.55, 2.95, 0.4, 15.69, 785569, 6.55, 1.6, 0.0, 0.0, 0.0, -3.28, NYSE,2018-02-15,13:59:41
Chipotle Mexican Grill Cl, CMG, 281.5, 292.06, 281.0, 289.91, 38.58, 15.35, 5353393, 499.0, 247.51, 0.0, 0.0, 47.06, 0.3, NYSE,2018-02-15,13:59:41
TCF Financial WT, TCF%, 4.7, 5.36, 4.7, 5.36, 0.71, 15.27, 3900, 5.7, 0.91, 0.0, 0.0, 0.0, 35.96, NYSE,2018-02-15,13:59:41
Nuvectra, NVTR, 9.15, 10.4, 9.14, 10.26, 1.35, 15.15, 201042, 15.0, 5.76, 0.0, 0.0, 0.0, 32.22, NASDAQ Global,2018-02-15,13:59:41
Finjan Holdings, FNJN, 2.41, 3.03, 2.35, 2.75, 0.36, 15.06, 2851821, 4.06, 1.36, 0.0, 0.0, 6.71, 27.31, NASDAQ Capital,2018-02-15,13:59:41
MYnd Analytics, MYND, 2.25, 2.64, 2.1, 2.54, 0.33, 14.93, 13420, 8.25, 2.1, 0.0, 0.0, 0.0, -25.29, NASDAQ Capital,2018-02-15,13:59:41
HTG Molecular Diagnostics, HTGM, 4.5, 5.49, 4.2, 5.13, 0.65, 14.51, 9027423, 13.25, 1.2, 0.0, 0.0, 0.0, 152.71, NASDAQ Capital,2018-02-15,13:59:41
WAVE Life Sciences, WVE, 41.95, 48.8, 41.95, 48.35, 6.05, 14.3, 346724, 48.8, 15.15, 0.0, 0.0, 0.0, 37.75, NASDAQ Global,2018-02-15,13:59:41
Assembly Biosciences, ASMB, 47.36, 58.57, 45.64, 54.61, 6.69, 13.96, 410820, 58.57, 18.6, 0.0, 0.0, 0.0, 20.69, NASDAQ Capital,2018-02-15,13:59:41
NextDecade WT, NEXTW, 0.49, 0.49, 0.49, 0.49, 0.06, 13.95, 100, 1.19, 0.17, 0.0, 0.0, 0.0, -18.33, NASDAQ Capital,2018-02-15,13:59:41
Tanzanian Royalty Exploration, TRX, 0.34, 0.4, 0.33, 0.39, 0.05, 13.9, 348722, 0.58, 0.24, 0.0, 0.0, 0.0, 40.33, NYSE American,2018-02-15,13:59:41
Sorrento Therapeutics, SRNE, 7.2, 8.65, 7.05, 8.25, 1.0, 13.79, 5208368, 8.65, 1.5, 0.0, 0.0, 0.0, 117.11, NASDAQ Capital,2018-02-15,13:59:41
Arcadia Biosciences, RKDA, 4.47, 5.2, 4.47, 5.06, 0.61, 13.61, 16722, 23.0, 3.6, 0.0, 0.0, 0.0, -8.08, NASDAQ Capital,2018-02-15,13:59:41
SunTrust Banks Cl B WT, STI%A, 25.28, 26.07, 25.28, 26.03, 3.03, 13.17, 6013, 27.6, 9.86, 0.0, 0.0, 0.0, 24.49, NYSE,2018-02-15,13:59:41
Zions Bancorp WT, ZIONW, 19.92, 22.0, 19.91, 21.83, 2.51, 12.99, 150718, 22.58, 8.84, 0.0, 0.0, 0.0, 16.12, NASDAQ Global,2018-02-15,13:59:41
NeuroMetrix WT, NUROW, 0.05, 0.05, 0.05, 0.05, 0.01, 12.98, 950, 0.46, 0.02, 0.0, 0.0, 0.0, 23.68, NASDAQ Capital,2018-02-15,13:59:41
Sabre, SABR, 19.47, 21.57, 19.15, 21.57, 2.44, 12.75, 4588053, 25.01, 17.3, 0.56, 2.6, 32.34, 5.22, NASDAQ Global,2018-02-15,13:59:41
SPI Energy, SPI, 0.72, 0.83, 0.72, 0.82, 0.09, 12.62, 1132986, 2.61, 0.51, 0.0, 0.0, 0.0, 28.25, NASDAQ Global,2018-02-15,13:59:41
DPW Holdings, DPW, 1.6, 1.8, 1.56, 1.71, 0.19, 12.5, 5243617, 5.95, 0.4, 0.0, 0.0, 0.0, -46.73, NYSE American,2018-02-15,13:59:41
Tower International, TOWR, 25.3, 28.7, 25.3, 28.45, 3.15, 12.45, 173097, 33.65, 21.0, 0.48, 1.69, 11.82, -6.87, NYSE,2018-02-15,13:59:41
Bank of America Cl B WT, BAC%B, 3.04, 3.42, 2.93, 3.38, 0.37, 12.29, 1760818, 3.89, 0.51, 0.0, 0.0, 0.0, 57.94, NYSE,2018-02-15,13:59:41
Ambac Financial Group WT, AMBCW, 6.4, 6.93, 6.35, 6.9, 0.75, 12.2, 15225, 12.78, 5.04, 0.0, 0.0, 0.0, 20.21, NASDAQ Global,2018-02-15,13:59:41
Iconix Brand Group, ICON, 1.56, 1.77, 1.48, 1.75, 0.19, 12.18, 3489038, 9.71, 1.1, 0.0, 0.0, 0.0, 35.66, NASDAQ Global,2018-02-15,13:59:41
Glen Burnie Bancorp, GLBZ, 11.96, 13.42, 11.96, 13.42, 1.45, 12.11, 742, 13.42, 10.34, 0.4, 2.98, 25.72, 21.38, NASDAQ Capital,2018-02-15,13:59:41
NovaGold Resources, NG, 3.71, 4.19, 3.69, 4.15, 0.44, 11.86, 3766586, 6.19, 3.35, 0.0, 0.0, 0.0, 5.6, NYSE American,2018-02-15,13:59:41
Harmony Gold Mining ADR, HMY, 1.94, 2.09, 1.92, 2.08, 0.22, 11.83, 11855344, 2.99, 1.56, 0.05, 2.53, 55.47, 11.23, NYSE,2018-02-15,13:59:41
Retractable Technologies, RVP, 0.82, 0.93, 0.81, 0.9, 0.1, 11.81, 1356035, 1.48, 0.54, 0.0, 0.0, 0.0, 32.59, NYSE American,2018-02-15,13:59:41
Bandwidth Cl A, BAND, 20.22, 22.5, 20.2, 22.21, 2.33, 11.72, 242420, 24.99, 18.05, 0.0, 0.0, 0.0, -3.94, NASDAQ Global,2018-02-15,13:59:41
Colliers International Group, CIGI, 61.0, 67.4, 60.35, 66.65, 6.95, 11.64, 80430, 67.4, 41.25, 0.1, 0.15, 43.48, 10.44, NASDAQ Global,2018-02-15,13:59:41
PPDAI Group ADR, PPDF, 7.09, 7.81, 7.01, 7.81, 0.8, 11.41, 593610, 14.63, 6.53, 0.0, 0.0, 0.0, 9.85, NYSE,2018-02-15,13:59:41
Genesco, GCO, 35.0, 38.85, 34.6, 38.3, 3.9, 11.34, 745586, 63.5, 20.9, 0.0, 0.0, 0.0, 17.85, NYSE,2018-02-15,13:59:41
Innovative Solutions&Support, ISSC, 2.94, 3.26, 2.94, 3.25, 0.33, 11.3, 88975, 4.54, 2.6, 0.0, 0.0, 11.16, 10.54, NASDAQ Global,2018-02-15,13:59:41
Dolphin Entertainment, DLPN, 3.4, 3.4, 3.31, 3.32, 0.34, 11.28, 4421, 11.99, 1.02, 0.0, 0.0, 0.0, -7.88, NASDAQ Capital,2018-02-15,13:59:41
Alexco Resource, AXU, 1.29, 1.47, 1.29, 1.44, 0.15, 11.24, 400686, 1.98, 1.1, 0.0, 0.0, 0.0, -9.75, NYSE American,2018-02-15,13:59:41
Pangaea Logistics Solutions, PANL, 2.15, 2.5, 2.13, 2.39, 0.24, 11.16, 232544, 8.4, 2.13, 0.0, 0.0, 29.15, -35.05, NASDAQ Capital,2018-02-15,13:59:41
Restoration Robotics, HAIR, 4.85, 5.73, 4.7, 5.0, 0.5, 11.11, 264085, 11.95, 3.8, 0.0, 0.0, 0.0, 8.7, NASDAQ Global,2018-02-15,13:59:41
Nektar Therapeutics, NKTR, 72.99, 86.87, 70.45, 84.0, 8.34, 11.02, 8564445, 99.02, 12.5, 0.0, 0.0, 0.0, 40.66, NASDAQ Global,2018-02-15,13:59:41
Intermolecular, IMI, 1.28, 1.4, 1.25, 1.38, 0.14, 11.0, 43244, 1.65, 0.8, 0.0, 0.0, 0.0, 0.73, NASDAQ Global,2018-02-15,13:59:41
Puma Biotechnology, PBYI, 60.7, 70.9, 60.5, 68.4, 6.75, 10.95, 2024742, 136.9, 28.35, 0.0, 0.0, 0.0, -30.8, NASDAQ Global,2018-02-15,13:59:41
SteadyMed, STDY, 3.3, 3.35, 3.3, 3.3, 0.33, 10.92, 6997, 9.7, 2.85, 0.0, 0.0, 0.0, -10.81, NASDAQ Global,2018-02-15,13:59:41
Future FinTech Group, FTFT, 2.63, 2.8, 2.41, 2.75, 0.27, 10.89, 173332, 8.0, 1.3, 0.0, 0.0, 0.0, -34.05, NASDAQ Global,2018-02-15,13:59:41
Shineco, TYHT, 1.93, 2.35, 1.8, 2.27, 0.22, 10.73, 723703, 5.29, 1.31, 0.0, 0.0, 5.28, -1.3, NASDAQ Capital,2018-02-15,13:59:41
Talend ADR, TLND, 43.47, 43.9, 40.44, 42.3, 4.03, 10.53, 610630, 46.32, 24.75, 0.0, 0.0, 0.0, 12.86, NASDAQ Global,2018-02-15,13:59:41
Anthera Pharmaceuticals, ANTH, 1.61, 1.83, 1.6, 1.79, 0.17, 10.49, 1117235, 6.24, 1.2, 0.0, 0.0, 0.0, 8.48, NASDAQ Capital,2018-02-15,13:59:41
uniQure, QURE, 21.52, 24.67, 21.51, 24.42, 2.31, 10.45, 397758, 24.67, 4.72, 0.0, 0.0, 0.0, 24.66, NASDAQ Global,2018-02-15,13:59:41
Interpublic Group, IPG, 23.82, 25.11, 23.48, 24.49, 2.27, 10.22, 16742692, 25.71, 18.3, 0.72, 2.94, 17.01, 21.48, NYSE,2018-02-15,13:59:41
Espey Manufacturing&Electronics, ESP, 24.07, 25.49, 24.07, 25.35, 2.35, 10.22, 16340, 25.49, 21.07, 1.0, 3.94, 23.47, 5.79, NYSE American,2018-02-15,13:59:41
Zai Lab ADR, ZLAB, 23.6, 24.8, 22.03, 24.22, 2.22, 10.09, 214548, 35.74, 19.8, 0.0, 0.0, 0.0, 14.08, NASDAQ Global,2018-02-15,13:59:41
Precipio, PRPO, 0.75, 0.77, 0.71, 0.77, 0.07, 10.02, 110018, 28.16, 0.59, 0.0, 0.0, 0.0, -35.83, NASDAQ Capital,2018-02-15,13:59:41
CAI International, CAI, 25.76, 26.94, 25.46, 26.65, 2.41, 9.94, 519049, 40.11, 13.57, 0.0, 0.0, 14.33, -5.9, NYSE,2018-02-15,13:59:41
Matinas BioPharma Holdings, MTNB, 0.9, 1.01, 0.9, 1.0, 0.09, 9.89, 266231, 3.99, 0.83, 0.0, 0.0, 0.0, -13.79, NYSE American,2018-02-15,13:59:41
MBIA, MBI, 7.69, 8.63, 7.55, 8.41, 0.75, 9.79, 5269569, 10.89, 6.04, 0.0, 0.0, 0.0, 14.89, NYSE,2018-02-15,13:59:41
Apollo Medical Holdings, AMEH, 18.67, 20.2, 18.6, 20.2, 1.8, 9.78, 14567, 30.0, 5.5, 0.0, 0.0, 0.0, -15.83, NASDAQ Capital,2018-02-15,13:59:41
ITUS, ITUS, 3.2, 3.92, 3.1, 3.6, 0.32, 9.76, 2141873, 6.43, 0.6, 0.0, 0.0, 0.0, 52.54, NASDAQ Capital,2018-02-15,13:59:41
Health Insurance Innovations Cl A, HIIQ, 24.15, 27.4, 24.15, 27.05, 2.4, 9.74, 598152, 37.38, 12.65, 0.0, 0.0, 22.42, 8.42, NASDAQ Global,2018-02-15,13:59:41
Sangamo Therapeutics, SGMO, 20.1, 22.65, 20.05, 22.55, 2.0, 9.73, 2142410, 22.85, 3.65, 0.0, 0.0, 0.0, 37.5, NASDAQ Global,2018-02-15,13:59:41
Summit Materials Cl A, SUM, 29.44, 31.76, 29.27, 31.58, 2.79, 9.69, 5424424, 34.06, 21.88, 0.0, 0.0, 47.33, 0.45, NYSE,2018-02-15,13:59:41
Fuel Tech, FTEK, 1.03, 1.15, 1.03, 1.14, 0.1, 9.62, 29439, 1.26, 0.7, 0.0, 0.0, 0.0, 1.79, NASDAQ Global,2018-02-15,13:59:41
Associated Banc-Corp. Wt, ASB%, 4.75, 5.15, 4.75, 5.15, 0.45, 9.57, 900, 7.0, 2.93, 0.0, 0.0, 0.0, -16.26, NYSE American,2018-02-15,13:59:41
IAMGOLD, IAG, 5.63, 6.19, 5.58, 6.14, 0.53, 9.45, 7360208, 7.25, 3.36, 0.0, 0.0, 5.58, 5.32, NYSE,2018-02-15,13:59:41
22nd Century Group, XXII, 2.6, 2.94, 2.6, 2.9, 0.25, 9.43, 2703978, 4.44, 0.88, 0.0, 0.0, 0.0, 3.57, NYSE American,2018-02-15,13:59:41
Fitbit, FIT, 5.24, 5.69, 5.15, 5.59, 0.48, 9.39, 12091685, 7.32, 4.9, 0.0, 0.0, 0.0, -2.1, NYSE,2018-02-15,13:59:41
Wix.com, WIX, 69.0, 73.3, 67.65, 71.7, 6.15, 9.38, 3266631, 86.15, 50.9, 0.0, 0.0, 0.0, 24.59, NASDAQ Global,2018-02-15,13:59:41
Diana Containerships, DCIX, 2.51, 2.82, 2.47, 2.8, 0.24, 9.37, 997515, 18522.0, 1.56, 0.0, 0.0, 0.0, -31.03, NASDAQ Global,2018-02-15,13:59:41
Black Ridge Acquisition WT, BRACW, 0.35, 0.35, 0.35, 0.35, 0.03, 9.37, 100, 0.37, 0.2, 0.0, 0.0, 0.0, 6.06, NASDAQ Capital,2018-02-15,13:59:41
Newater Technology, NEWA, 12.51, 13.31, 11.95, 12.62, 1.08, 9.36, 36490, 21.0, 7.32, 0.0, 0.0, 0.0, 34.4, NASDAQ Capital,2018-02-15,13:59:41
AnaptysBio, ANAB, 113.85, 132.46, 113.45, 124.77, 10.61, 9.29, 471379, 132.46, 18.15, 0.0, 0.0, 0.0, 23.88, NASDAQ Global,2018-02-15,13:59:41
Burcon NutraScience, BUR, 0.45, 0.55, 0.45, 0.51, 0.04, 9.25, 149684, 1.81, 0.4, 0.0, 0.0, 0.0, -1.92, NASDAQ Capital,2018-02-15,13:59:41
China Xiniya Fashion ADR, XNY, 5.7, 5.7, 5.7, 5.7, 0.48, 9.2, 3020, 7.1, 3.3, 0.0, 0.0, 0.0, 9.83, NYSE American,2018-02-15,13:59:41
Abiomed, ABMD, 237.27, 256.13, 236.66, 255.47, 21.48, 9.18, 1004748, 256.13, 108.22, 0.0, 0.0, 129.03, 36.32, NASDAQ Global,2018-02-15,13:59:41
Seabridge Gold, SA, 10.95, 12.2, 10.9, 11.9, 1.0, 9.17, 875277, 13.7, 9.22, 0.0, 0.0, 0.0, 5.31, NYSE,2018-02-15,13:59:41
CNX Resources, CNX, 13.34, 14.66, 13.27, 14.56, 1.22, 9.15, 5021748, 15.51, 11.3, 0.0, 0.0, 8.79, -0.48, NYSE,2018-02-15,13:59:41
NL Industries, NL, 8.25, 9.1, 8.11, 8.95, 0.75, 9.15, 123955, 16.05, 5.4, 0.5, 5.59, 5.66, -37.19, NYSE,2018-02-15,13:59:41
Xunlei ADR, XNET, 12.88, 14.02, 12.88, 13.97, 1.17, 9.14, 1961109, 27.0, 3.11, 0.0, 0.0, 0.0, -9.23, NASDAQ Global,2018-02-15,13:59:41
Shopify Cl A, SHOP, 125.1, 138.16, 125.02, 137.56, 11.5, 9.12, 4171109, 138.16, 54.3, 0.0, 0.0, 0.0, 36.2, NYSE,2018-02-15,13:59:41
Alimera Sciences, ALIM, 1.09, 1.2, 1.09, 1.2, 0.1, 9.09, 138037, 1.72, 1.03, 0.0, 0.0, 0.0, -9.77, NASDAQ Global,2018-02-15,13:59:41
Coeur Mining, CDE, 7.8, 8.6, 7.8, 8.55, 0.71, 9.06, 6797877, 10.24, 6.71, 0.0, 0.0, 0.0, 14.0, NYSE,2018-02-15,13:59:41
Denbury Resources, DNR, 2.0, 2.19, 1.95, 2.17, 0.18, 9.05, 6872505, 3.44, 0.91, 0.25, 11.52, 0.0, -1.81, NYSE,2018-02-15,13:59:41
Ascendis Pharma ADR, ASND, 51.64, 56.99, 51.22, 56.0, 4.63, 9.01, 358312, 56.99, 21.95, 0.0, 0.0, 0.0, 39.79, NASDAQ Global,2018-02-15,13:59:41
Universal Display, OLED, 159.25, 167.7, 156.6, 159.15, 13.05, 8.93, 3737152, 209.0, 66.65, 0.12, 0.08, 78.01, -7.82, NASDAQ Global,2018-02-15,13:59:41
Epizyme, EPZM, 17.3, 19.3, 17.15, 19.0, 1.55, 8.88, 516204, 20.45, 9.3, 0.0, 0.0, 0.0, 51.39, NASDAQ Global,2018-02-15,13:59:41
Gemphire Therapeutics, GEMP, 6.15, 6.93, 6.1, 6.75, 0.55, 8.87, 350851, 21.59, 6.07, 0.0, 0.0, 0.0, -15.05, NASDAQ Global,2018-02-15,13:59:41
Motorcar Parts of America, MPAA, 22.74, 24.7, 22.65, 24.59, 1.99, 8.81, 425692, 31.57, 20.73, 0.0, 0.0, 28.59, -1.6, NASDAQ Global,2018-02-15,13:59:41
Zafgen, ZFGN, 8.09, 9.36, 8.09, 8.91, 0.72, 8.79, 308014, 9.36, 3.21, 0.0, 0.0, 0.0, 92.86, NASDAQ Global,2018-02-15,13:59:41
ChinaNet Online Holdings, CNET, 2.71, 3.15, 2.5, 2.97, 0.24, 8.79, 3123002, 11.9, 0.9, 0.0, 0.0, 0.0, 172.48, NASDAQ Capital,2018-02-15,13:59:41
Carver Bancorp, CARV, 2.41, 2.9, 2.41, 2.73, 0.22, 8.76, 11596, 7.95, 2.01, 0.0, 0.0, 0.0, -6.13, NASDAQ Capital,2018-02-15,13:59:41
Meet Group, MEET, 2.5, 2.82, 2.5, 2.73, 0.22, 8.76, 934936, 6.45, 2.19, 0.0, 0.0, 13.65, -3.19, NASDAQ Capital,2018-02-15,13:59:41
Kirkland Lake Gold, KL, 13.99, 15.16, 13.95, 15.04, 1.21, 8.75, 1144164, 16.89, 6.3, 0.06, 0.41, 30.81, -2.08, NYSE,2018-02-15,13:59:41
Kandi Technologies Group, KNDI, 5.1, 5.65, 5.0, 5.6, 0.45, 8.74, 362924, 9.9, 3.5, 0.0, 0.0, 0.0, -17.65, NASDAQ Global,2018-02-15,13:59:41
Bristow Group, BRS, 15.01, 16.95, 14.84, 16.56, 1.33, 8.73, 948238, 18.03, 6.21, 0.28, 1.69, 0.0, 22.94, NYSE,2018-02-15,13:59:41
Veeco Instruments, VECO, 17.4, 19.25, 17.25, 18.7, 1.5, 8.72, 1823508, 34.38, 10.85, 0.0, 0.0, 0.0, 25.93, NASDAQ Global,2018-02-15,13:59:41
Kinross Gold, KGC, 3.93, 4.3, 3.91, 4.27, 0.34, 8.65, 21336361, 4.91, 3.15, 0.16, 3.75, 42.7, -1.16, NYSE,2018-02-15,13:59:41
YY ADR, YY, 117.98, 130.0, 117.98, 128.86, 10.24, 8.63, 1726125, 142.97, 42.9, 0.0, 0.0, 22.23, 13.97, NASDAQ Global,2018-02-15,13:59:41
Edgewell Personal Care, EPC, 50.24, 54.82, 49.75, 54.48, 4.32, 8.61, 1754976, 82.06, 46.83, 0.0, 0.0, 0.0, -8.27, NYSE,2018-02-15,13:59:41
Endeavour Silver, EXK, 2.2, 2.42, 2.2, 2.4, 0.19, 8.6, 1644678, 4.85, 1.94, 0.0, 0.0, 120.6, 0.42, NYSE,2018-02-15,13:59:41
Nova Measuring Instruments, NVMI, 25.81, 27.73, 25.8, 27.5, 2.17, 8.57, 345616, 31.88, 15.91, 0.0, 0.0, 16.67, 6.14, NASDAQ Global,2018-02-15,13:59:41
Payment Data Systems, PYDS, 1.62, 1.82, 1.62, 1.78, 0.14, 8.54, 185364, 4.1, 1.17, 0.0, 0.0, 0.0, -29.64, NASDAQ Capital,2018-02-15,13:59:41
Nxt-ID, NXTD, 2.1, 2.35, 2.1, 2.29, 0.18, 8.53, 1839321, 8.59, 1.01, 0.0, 0.0, 0.0, -34.57, NASDAQ Capital,2018-02-15,13:59:41
ARMO Biosciences, ARMO, 39.25, 42.4, 38.23, 42.25, 3.3, 8.47, 278028, 44.2, 27.0, 0.0, 0.0, 0.0, 42.06, NASDAQ Global,2018-02-15,13:59:41
Alio Gold, ALO, 2.97, 3.22, 2.96, 3.21, 0.25, 8.45, 315949, 6.06, 2.81, 0.0, 0.0, 5.18, -12.53, NYSE American,2018-02-15,13:59:41
