Name,Symbol,Open,High,Low,Close,NetChg,PcntChg,Volume,High52Wk,Low52Wk,Div,Yield,PERatio,YTDPcntChg,Exchange,Date,Time
Kona Grill, KONA, 1.7, 1.9, 1.7, 1.88, 0.2, 11.94, 111594, 8.5, 1.5, 0.0, 0.0, 0.0, 7.14, NASDAQ Global,2018-02-16,15:49:22
Abeona Therapeutics WT, ABEOW, 6.0, 7.2, 5.9, 7.2, 0.76, 11.8, 6325, 17.56, 1.81, 0.0, 0.0, 0.0, -37.93, NASDAQ Capital,2018-02-16,15:49:22
Kura Oncology, KURA, 19.0, 21.95, 18.2, 21.05, 2.2, 11.67, 650828, 21.95, 5.9, 0.0, 0.0, 0.0, 37.58, NASDAQ Global,2018-02-16,15:49:22
Denali Therapeutics, DNLI, 21.09, 23.55, 21.0, 23.34, 2.41, 11.51, 206742, 24.02, 14.72, 0.0, 0.0, 0.0, 49.23, NASDAQ Global,2018-02-16,15:49:22
Bank of Butterfield, NTB, 41.0, 45.0, 41.0, 44.89, 4.62, 11.47, 1268836, 45.0, 29.81, 1.28, 2.85, 24.26, 23.7, NYSE,2018-02-16,15:49:22
PolarityTE, COOL, 24.81, 25.5, 22.0, 22.59, 2.29, 11.28, 564555, 32.63, 4.86, 0.0, 0.0, 0.0, -2.67, NASDAQ Capital,2018-02-16,15:49:22
Blink Charging WT, BLNKW, 0.51, 0.69, 0.51, 0.6, 0.06, 11.11, 138215, 0.7, 0.4, 0.0, 0.0, 0.0, 11.11, NASDAQ Capital,2018-02-16,15:49:22
Endologix, ELGX, 3.8, 4.28, 3.8, 4.21, 0.42, 11.08, 2142528, 7.66, 3.77, 0.0, 0.0, 0.0, -21.31, NASDAQ Global,2018-02-16,15:49:22
Celsius Holdings, CELH, 5.05, 5.64, 5.05, 5.64, 0.56, 11.02, 25003, 7.0, 3.32, 0.0, 0.0, 0.0, 7.43, NASDAQ Capital,2018-02-16,15:49:22
Corbus Pharmaceuticals Holdings, CRBP, 7.4, 8.2, 7.1, 8.1, 0.8, 10.96, 1735448, 10.5, 5.3, 0.0, 0.0, 0.0, 14.08, NASDAQ Capital,2018-02-16,15:49:22
Fluidigm, FLDM, 7.25, 8.09, 7.19, 7.97, 0.78, 10.85, 287903, 8.09, 2.52, 0.0, 0.0, 0.0, 35.31, NASDAQ Global,2018-02-16,15:49:22
Emclaire Financial, EMCF, 33.5, 33.5, 33.5, 33.5, 3.26, 10.78, 491, 33.98, 26.5, 1.08, 3.22, 17.27, 10.38, NASDAQ Capital,2018-02-16,15:49:22
Cerecor WT Cl A, CERCW, 0.35, 0.44, 0.35, 0.44, 0.04, 10.75, 1113, 0.6, 0.01, 0.0, 0.0, 0.0, 47.67, NASDAQ Capital,2018-02-16,15:49:22
CryoPort WT, CYRXW, 4.99, 5.0, 4.7, 4.98, 0.48, 10.64, 4466, 6.77, 0.6, 0.0, 0.0, 0.0, -8.73, NASDAQ Capital,2018-02-16,15:49:22
A. Schulman, SHLM, 43.2, 43.35, 42.6, 42.75, 4.1, 10.61, 5476104, 43.35, 25.0, 0.82, 1.92, 33.93, 14.77, NASDAQ Global,2018-02-16,15:49:22
MoSys, MOSY, 1.22, 1.4, 1.22, 1.36, 0.13, 10.57, 948708, 4.32, 0.55, 0.0, 0.0, 0.0, 22.52, NASDAQ Capital,2018-02-16,15:49:22
CymaBay Therapeutics, CBAY, 13.59, 14.9, 13.53, 14.87, 1.41, 10.48, 2792435, 14.9, 2.56, 0.0, 0.0, 0.0, 61.63, NASDAQ Capital,2018-02-16,15:49:22
Pangaea Logistics Solutions, PANL, 2.5, 2.64, 2.3, 2.64, 0.25, 10.46, 56902, 8.4, 2.13, 0.0, 0.0, 32.2, -28.26, NASDAQ Capital,2018-02-16,15:49:22
CEL-SCI WT, CVM%, 0.03, 0.03, 0.03, 0.03, 0.0, 10.41, 4970, 0.09, 0.0, 0.0, 0.0, 0.0, 40.05, NYSE American,2018-02-16,15:49:22
Materion, MTRN, 49.65, 51.95, 48.88, 51.9, 4.85, 10.31, 202027, 53.92, 31.05, 0.4, 0.77, 39.92, 6.79, NYSE,2018-02-16,15:49:22
CBIZ Inc, CBZ, 17.05, 18.32, 16.9, 17.9, 1.65, 10.15, 311622, 18.32, 13.0, 0.0, 0.0, 22.18, 15.86, NYSE,2018-02-16,15:49:22
KBL Merger IV WT, KBLMW, 0.22, 0.22, 0.22, 0.22, 0.02, 10.0, 43500, 0.28, 0.15, 0.0, 0.0, 0.0, 11.68, NASDAQ Capital,2018-02-16,15:49:22
EQT, EQT, 49.11, 53.55, 48.26, 53.34, 4.83, 9.96, 10749860, 67.84, 43.7, 0.12, 0.22, 254.0, -6.29, NYSE,2018-02-16,15:49:22
Oi ADR, OIBRC, 5.46, 5.63, 5.37, 5.62, 0.5, 9.77, 105867, 9.71, 4.76, 0.0, 0.0, 0.0, -0.18, NYSE,2018-02-16,15:49:22
MediciNova, MNOV, 10.53, 10.83, 10.4, 10.83, 0.96, 9.73, 467458, 11.45, 4.4, 0.0, 0.0, 0.0, 67.39, NASDAQ Global,2018-02-16,15:49:22
Sorrento Therapeutics, SRNE, 8.45, 9.55, 8.4, 9.05, 0.8, 9.7, 5475801, 9.55, 1.5, 0.0, 0.0, 0.0, 138.16, NASDAQ Capital,2018-02-16,15:49:22
Agenus, AGEN, 3.86, 4.23, 3.83, 4.21, 0.37, 9.64, 1812201, 5.45, 3.2, 0.0, 0.0, 0.0, 29.14, NASDAQ Capital,2018-02-16,15:49:22
US Foods Holding, USFD, 31.32, 32.98, 30.8, 32.87, 2.88, 9.6, 9442703, 33.91, 25.43, 0.0, 0.0, 28.09, 2.94, NYSE,2018-02-16,15:49:22
Calix, CALX, 6.45, 7.05, 6.35, 6.9, 0.6, 9.52, 354760, 7.4, 4.65, 0.0, 0.0, 0.0, 15.97, NYSE,2018-02-16,15:49:22
Pool, POOL, 138.12, 149.88, 136.63, 147.0, 12.73, 9.48, 656301, 149.88, 97.25, 1.48, 1.01, 37.22, 13.38, NASDAQ Global,2018-02-16,15:49:22
DPW Holdings, DPW, 1.86, 1.94, 1.75, 1.87, 0.16, 9.36, 4037308, 5.95, 0.4, 0.0, 0.0, 0.0, -41.74, NYSE American,2018-02-16,15:49:22
Sienna Biopharmaceuticals, SNNA, 14.47, 15.92, 14.41, 15.62, 1.31, 9.15, 40098, 29.25, 13.37, 0.0, 0.0, 0.0, -13.94, NASDAQ Global,2018-02-16,15:49:22
Citigroup Wt 2019, C%A, 0.11, 0.12, 0.11, 0.12, 0.01, 9.09, 654072, 0.2, 0.06, 0.0, 0.0, 0.0, 19.88, NYSE,2018-02-16,15:49:22
CenturyLink, CTL, 18.92, 19.47, 18.41, 19.13, 1.55, 8.82, 24894072, 27.61, 13.16, 2.16, 11.29, 32.98, 14.69, NYSE,2018-02-16,15:49:22
North American Energy Partners, NOA, 4.65, 4.95, 4.6, 4.95, 0.4, 8.79, 20761, 5.7, 3.7, 0.06, 1.28, 41.95, 0.0, NYSE,2018-02-16,15:49:22
China Rapid Finance ADR, XRF, 4.89, 5.24, 4.72, 5.17, 0.41, 8.61, 181028, 12.86, 4.4, 0.0, 0.0, 0.0, -9.62, NYSE,2018-02-16,15:49:22
Origo Acquisition Rt, OACQR, 0.4, 0.42, 0.38, 0.42, 0.03, 8.59, 7000, 0.7, 0.06, 0.0, 0.0, 0.0, -14.44, NASDAQ Capital,2018-02-16,15:49:22
Radisys, RSYS, 0.87, 0.92, 0.83, 0.92, 0.07, 8.58, 960170, 4.39, 0.63, 0.0, 0.0, 0.0, -8.75, NASDAQ Global,2018-02-16,15:49:22
Aaron's Inc., AAN, 45.92, 48.0, 43.66, 43.79, 3.46, 8.58, 2784634, 48.22, 26.12, 0.12, 0.27, 23.05, 9.89, NYSE,2018-02-16,15:49:22
Asia Pacific Wire&Cable, APWC, 2.4, 2.57, 2.35, 2.57, 0.2, 8.57, 2995, 3.1, 2.35, 0.0, 0.0, 11.17, -6.55, NASDAQ Global,2018-02-16,15:49:22
Vitamin Shoppe, VSI, 4.15, 4.6, 4.1, 4.45, 0.35, 8.54, 575086, 23.25, 2.95, 0.0, 0.0, 0.0, 1.14, NYSE,2018-02-16,15:49:22
Pulmatrix, PULM, 1.42, 1.53, 1.41, 1.53, 0.12, 8.51, 944603, 4.75, 1.35, 0.0, 0.0, 0.0, 8.51, NASDAQ Global,2018-02-16,15:49:22
One Horizon Group, OHGI, 1.1, 1.34, 1.1, 1.23, 0.1, 8.5, 1746989, 3.38, 0.57, 0.0, 0.0, 0.0, -12.14, NASDAQ Capital,2018-02-16,15:49:22
Black Ridge Acquisition WT, BRACW, 0.38, 0.38, 0.38, 0.38, 0.03, 8.37, 275, 0.38, 0.2, 0.0, 0.0, 0.0, 14.94, NASDAQ Capital,2018-02-16,15:49:22
eGain, EGAN, 7.3, 7.9, 7.07, 7.8, 0.6, 8.33, 430344, 7.9, 1.3, 0.0, 0.0, 0.0, 48.57, NASDAQ Capital,2018-02-16,15:49:22
Perma-Fix Environmental Services, PESI, 3.6, 3.9, 3.5, 3.9, 0.3, 8.33, 25022, 4.3, 2.85, 0.0, 0.0, 0.0, 6.85, NASDAQ Capital,2018-02-16,15:49:22
Odonate Therapeutics, ODT, 20.94, 22.74, 20.16, 22.74, 1.74, 8.29, 60316, 25.36, 15.15, 0.0, 0.0, 0.0, -9.04, NASDAQ Global,2018-02-16,15:49:22
Cutera, CUTR, 47.5, 52.5, 47.5, 50.5, 3.85, 8.25, 459270, 52.9, 18.5, 0.0, 0.0, 24.63, 11.36, NASDAQ Global,2018-02-16,15:49:22
Intercept Pharmaceuticals, ICPT, 56.02, 62.21, 55.75, 60.64, 4.62, 8.25, 1198681, 135.59, 51.05, 0.0, 0.0, 0.0, 3.8, NASDAQ Global,2018-02-16,15:49:22
WAVE Life Sciences, WVE, 48.85, 52.5, 48.85, 52.25, 3.9, 8.07, 328578, 52.5, 15.15, 0.0, 0.0, 0.0, 48.86, NASDAQ Global,2018-02-16,15:49:22
Frontier Communications, FTR, 8.5, 9.03, 8.43, 8.89, 0.66, 8.02, 3139053, 51.3, 6.08, 2.4, 27.0, 0.0, 31.51, NASDAQ Global,2018-02-16,15:49:22
Jupai Holdings ADR, JP, 18.59, 20.22, 18.59, 19.85, 1.46, 7.94, 195739, 29.0, 7.36, 0.0, 0.0, 11.93, 7.36, NYSE,2018-02-16,15:49:22
Gogo, GOGO, 9.25, 10.06, 9.25, 9.81, 0.72, 7.92, 2178967, 14.76, 8.52, 0.0, 0.0, 0.0, -13.03, NASDAQ Global,2018-02-16,15:49:22
Kopin, KOPN, 3.04, 3.29, 3.01, 3.27, 0.24, 7.92, 585438, 4.6, 2.8, 0.0, 0.0, 0.0, 2.19, NASDAQ Global,2018-02-16,15:49:22
Nxt-ID WT, NXTDW, 0.4, 0.44, 0.38, 0.44, 0.03, 7.9, 14048, 3.42, 0.08, 0.0, 0.0, 0.0, -33.96, NASDAQ Capital,2018-02-16,15:49:22
Yandex, YNDX, 41.47, 42.72, 40.06, 41.96, 3.07, 7.89, 9890091, 42.72, 21.4, 0.0, 0.0, 103.67, 28.12, NASDAQ Global,2018-02-16,15:49:22
Acorn International ADR, ATV, 17.86, 19.6, 17.86, 19.58, 1.43, 7.88, 5675, 21.17, 7.83, 0.0, 0.0, 0.0, 10.99, NYSE,2018-02-16,15:49:22
Immune Design, IMDZ, 3.25, 3.45, 3.15, 3.45, 0.25, 7.81, 688150, 13.05, 2.9, 0.0, 0.0, 0.0, -11.54, NASDAQ Global,2018-02-16,15:49:22
ProQR Therapeutics, PRQR, 3.2, 3.45, 3.17, 3.45, 0.25, 7.81, 102910, 6.9, 2.75, 0.0, 0.0, 0.0, 6.98, NASDAQ Global,2018-02-16,15:49:22
ChinaNet Online Holdings, CNET, 3.0, 3.25, 3.0, 3.2, 0.23, 7.74, 1752103, 11.9, 0.9, 0.0, 0.0, 0.0, 193.58, NASDAQ Capital,2018-02-16,15:49:22
CyberArk Software, CYBR, 46.52, 48.88, 45.96, 48.85, 3.5, 7.72, 1899091, 55.63, 39.34, 0.0, 0.0, 77.54, 18.02, NASDAQ Global,2018-02-16,15:49:22
Ares Management, ARES, 23.15, 25.95, 23.15, 24.45, 1.75, 7.71, 352845, 25.95, 17.25, 1.64, 6.71, 44.45, 22.25, NYSE,2018-02-16,15:49:22
ARC Group Worldwide, ARCW, 1.95, 2.2, 1.95, 2.1, 0.15, 7.69, 26005, 4.5, 1.8, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-02-16,15:49:22
Teva Pharmaceutical Industries ADR, TEVA, 21.02, 21.56, 20.52, 20.81, 1.48, 7.66, 49711974, 37.94, 10.85, 0.34, 1.63, 0.0, 9.82, NYSE,2018-02-16,15:49:22
Future FinTech Group, FTFT, 2.65, 2.98, 2.52, 2.96, 0.21, 7.64, 213597, 8.0, 1.3, 0.0, 0.0, 0.0, -29.02, NASDAQ Global,2018-02-16,15:49:22
Cellectar Biosciences WT Series A, CLRBZ, 0.5, 0.51, 0.5, 0.51, 0.04, 7.59, 1200, 1.0, 0.39, 0.0, 0.0, 0.0, 2.0, NASDAQ Capital,2018-02-16,15:49:22
Alkermes, ALKS, 59.86, 64.94, 59.71, 63.75, 4.46, 7.52, 2425627, 64.94, 46.42, 0.0, 0.0, 0.0, 16.48, NASDAQ Global,2018-02-16,15:49:22
M I Acquisitions WT, MACQW, 0.53, 0.53, 0.53, 0.53, 0.04, 7.45, 100, 0.67, 0.3, 0.0, 0.0, 0.0, 51.97, NASDAQ Capital,2018-02-16,15:49:22
Vince Holding, VNCE, 7.5, 8.22, 7.46, 8.0, 0.55, 7.38, 61812, 21.5, 2.8, 0.0, 0.0, 0.0, 29.24, NYSE,2018-02-16,15:49:22
Nano Dimension ADR, NNDM, 3.06, 3.47, 2.87, 3.29, 0.23, 7.38, 53400, 7.6, 2.65, 0.0, 0.0, 0.0, 7.17, NASDAQ Capital,2018-02-16,15:49:22
Clear Channel Outdoor Holdings, CCO, 4.75, 5.15, 4.7, 5.1, 0.35, 7.37, 54284, 6.35, 3.35, 0.0, 0.0, 255.0, 10.87, NYSE,2018-02-16,15:49:22
Arsanis, ASNS, 12.69, 13.24, 12.69, 13.24, 0.9, 7.28, 2468, 19.73, 10.4, 0.0, 0.0, 0.0, 3.76, NASDAQ Global,2018-02-16,15:49:22
Industrea Acquisition WT, INDUW, 0.58, 0.59, 0.5, 0.59, 0.04, 7.27, 7682, 0.94, 0.36, 0.0, 0.0, 0.0, 40.18, NASDAQ Capital,2018-02-16,15:49:22
Simply Good Foods WT, SMPLW, 3.59, 3.73, 3.44, 3.69, 0.25, 7.27, 3371, 4.3, 1.08, 0.0, 0.0, 0.0, -5.14, NASDAQ Capital,2018-02-16,15:49:22
22nd Century Group, XXII, 2.94, 3.23, 2.93, 3.11, 0.21, 7.24, 4681831, 4.44, 0.88, 0.0, 0.0, 0.0, 11.07, NYSE American,2018-02-16,15:49:22
Aytu BioScience, AYTU, 1.27, 1.45, 1.27, 1.34, 0.09, 7.2, 200307, 6.82, 0.17, 0.0, 0.0, 0.0, -39.91, NASDAQ Capital,2018-02-16,15:49:22
Athenex, ATNX, 15.8, 16.78, 15.39, 16.77, 1.12, 7.16, 612457, 20.79, 11.21, 0.0, 0.0, 0.0, 5.47, NASDAQ Global,2018-02-16,15:49:22
Qualstar, QBAK, 10.25, 11.12, 10.05, 11.01, 0.73, 7.14, 36521, 13.2, 3.43, 0.0, 0.0, 0.0, 31.13, NASDAQ Capital,2018-02-16,15:49:22
Vicon Industries, VII, 0.36, 0.4, 0.35, 0.38, 0.03, 7.14, 442732, 0.99, 0.26, 0.0, 0.0, 0.0, -6.25, NYSE American,2018-02-16,15:49:22
Quotient, QTNT, 3.95, 4.23, 3.88, 4.21, 0.28, 7.12, 326664, 7.74, 2.78, 0.0, 0.0, 0.0, -14.95, NASDAQ Global,2018-02-16,15:49:22
Accelerate Diagnostics, AXDX, 23.5, 25.05, 22.95, 24.9, 1.65, 7.1, 251285, 30.45, 16.75, 0.0, 0.0, 0.0, -4.96, NASDAQ Capital,2018-02-16,15:49:22
Martin Midstream Partners, MMLP, 16.2, 16.95, 15.75, 16.65, 1.1, 7.07, 311423, 20.55, 12.7, 2.0, 12.01, 35.98, 18.93, NASDAQ Global,2018-02-16,15:49:22
Omega Flex, OFLX, 57.67, 62.57, 57.67, 60.9, 3.99, 7.01, 18685, 76.63, 41.87, 0.88, 1.44, 40.07, -14.72, NASDAQ Global,2018-02-16,15:49:22
United Fire Group, UFCS, 41.81, 44.61, 41.61, 44.28, 2.89, 6.98, 234307, 49.74, 38.95, 1.12, 2.53, 22.36, -2.85, NASDAQ Global,2018-02-16,15:49:22
Ironwood Pharmaceuticals Cl A, IRWD, 15.29, 16.13, 14.6, 15.5, 1.01, 6.97, 2747931, 19.94, 12.89, 0.0, 0.0, 0.0, 3.4, NASDAQ Global,2018-02-16,15:49:22
CASI Pharmaceuticals, CASI, 3.6, 3.85, 3.51, 3.85, 0.25, 6.94, 176929, 4.84, 0.91, 0.0, 0.0, 0.0, 18.46, NASDAQ Capital,2018-02-16,15:49:22
Aviat Networks, AVNW, 16.4, 17.38, 16.27, 17.21, 1.11, 6.93, 18937, 24.14, 12.9, 0.0, 0.0, 40.98, 13.45, NASDAQ Global,2018-02-16,15:49:22
Apollo Medical Holdings, AMEH, 20.29, 21.6, 18.75, 21.6, 1.4, 6.93, 25867, 30.0, 5.5, 0.0, 0.0, 0.0, -10.0, NASDAQ Capital,2018-02-16,15:49:22
Cardiovascular Systems, CSII, 21.25, 22.54, 20.98, 22.5, 1.45, 6.89, 995317, 33.11, 20.58, 0.0, 0.0, 0.0, -5.02, NASDAQ Global,2018-02-16,15:49:22
Carbonite, CARB, 26.2, 28.4, 26.1, 28.35, 1.83, 6.88, 947868, 28.4, 18.2, 0.0, 0.0, 0.0, 12.95, NASDAQ Global,2018-02-16,15:49:22
Seacoast Banking of Florida, SBCF, 26.9, 27.33, 26.71, 27.04, 1.74, 6.88, 2045751, 27.5, 20.58, 0.0, 0.0, 27.59, 7.26, NASDAQ Global,2018-02-16,15:49:22
Westport Fuel Systems, WPRT, 3.16, 3.3, 3.02, 3.29, 0.21, 6.82, 1040926, 4.33, 0.82, 0.0, 0.0, 0.0, -12.5, NASDAQ Global,2018-02-16,15:49:22
RingCentral Cl A, RNG, 58.0, 61.9, 57.4, 61.75, 3.9, 6.74, 1362679, 61.9, 24.25, 0.0, 0.0, 0.0, 27.58, NYSE,2018-02-16,15:49:22
RumbleON Cl B, RMBL, 3.71, 4.02, 3.53, 3.99, 0.25, 6.68, 59080, 10.0, 3.4, 0.0, 0.0, 0.0, -23.2, NASDAQ Capital,2018-02-16,15:49:22
CyberOptics, CYBE, 14.35, 15.45, 14.15, 15.2, 0.95, 6.67, 79804, 39.4, 11.35, 0.0, 0.0, 15.83, 1.33, NASDAQ Global,2018-02-16,15:49:22
SunTrust Banks Cl A WT, STI/%A, 37.6, 37.6, 36.64, 36.64, 2.29, 6.67, 317, 37.78, 18.87, 0.0, 0.0, 0.0, 14.63, NYSE,2018-02-16,15:49:22
Sensus Healthcare WT, SRTSW, 0.6, 0.64, 0.6, 0.64, 0.04, 6.67, 2770, 3.0, 0.4, 0.0, 0.0, 0.0, -8.57, NASDAQ Capital,2018-02-16,15:49:22
Vanda Pharmaceuticals, VNDA, 17.0, 17.4, 16.2, 16.9, 1.05, 6.62, 531490, 18.99, 11.9, 0.0, 0.0, 0.0, 11.18, NASDAQ Global,2018-02-16,15:49:22
Opiant Pharmaceuticals, OPNT, 25.71, 26.79, 25.55, 26.5, 1.64, 6.6, 52308, 51.9, 5.0, 0.0, 0.0, 63.1, 15.37, NASDAQ Capital,2018-02-16,15:49:22
