Name,Symbol,Open,High,Low,Close,NetChg,PcntChg,Volume,High52Wk,Low52Wk,Div,Yield,PERatio,YTDPcntChg,Exchange
Evolution Petroleum, EPM, 7.6, 7.7, 7.4, 7.4, -0.3, -3.9, 59768, 9.3, 6.35, 0.3, 4.05, 29.6, 8.03, NYSE American
IMPAC Mortgage Holdings, IMH, 8.81, 8.81, 8.28, 8.5, -0.35, -3.95, 42261, 17.4, 8.28, 0.0, 0.0, 4.94, -16.34, NYSE American
Energy Fuels, UUUU, 1.62, 1.64, 1.55, 1.55, -0.07, -4.01, 191507, 2.71, 1.29, 0.0, 0.0, 0.0, -13.13, NYSE American
Tengasco, TGC, 0.73, 0.79, 0.71, 0.72, -0.03, -4.03, 57570, 1.56, 0.37, 0.0, 0.0, 0.0, -10.03, NYSE American
Goldfield, GV, 4.9, 4.93, 4.75, 4.75, -0.2, -4.04, 232935, 8.65, 4.0, 0.0, 0.0, 16.38, -3.06, NYSE American
MAG Silver, MAG, 10.49, 10.53, 10.17, 10.18, -0.44, -4.14, 324073, 16.78, 10.05, 0.0, 0.0, 0.0, -17.64, NYSE American
New Concept Energy, GBR, 1.65, 1.66, 1.61, 1.61, -0.07, -4.16, 13248, 3.79, 1.0, 0.0, 0.0, 0.0, 3.29, NYSE American
Rexahn Pharmaceuticals, RNN, 2.1, 2.14, 1.94, 2.01, -0.09, -4.29, 452870, 7.1, 1.67, 0.0, 0.0, 0.0, -0.5, NYSE American
Zomedica Pharmaceuticals, ZOM, 2.0, 2.0, 1.95, 1.99, -0.09, -4.33, 24040, 2.5, 0.89, 0.0, 0.0, 0.0, 0.65, NYSE American
VirnetX Holding, VHC, 3.4, 3.48, 3.3, 3.3, -0.15, -4.35, 226497, 8.75, 1.7, 0.0, 0.0, 0.0, -10.81, NYSE American
China Pharma Holdings, CPHI, 0.36, 0.36, 0.32, 0.33, -0.02, -4.41, 263450, 1.45, 0.15, 0.0, 0.0, 0.0, 85.08, NYSE American
Golden Minerals, AUMN, 0.44, 0.45, 0.4, 0.42, -0.02, -4.45, 189386, 0.81, 0.37, 0.0, 0.0, 0.0, -3.63, NYSE American
AMCON Distributing, DIT, 87.0, 87.0, 85.0, 85.0, -4.0, -4.49, 3054, 113.6, 81.66, 0.72, 0.85, 17.42, -13.13, NYSE American
Matinas BioPharma Holdings, MTNB, 1.0, 1.0, 0.95, 0.95, -0.04, -4.51, 411388, 3.99, 0.92, 0.0, 0.0, 0.0, -18.1, NYSE American
Saga Communications Cl A, SGA, 39.9, 40.0, 38.1, 38.1, -1.8, -4.51, 2564, 52.05, 37.75, 1.2, 3.15, 0.0, -5.81, NYSE American
B2Gold, BTG, 3.03, 3.03, 2.91, 2.93, -0.14, -4.56, 6575434, 3.55, 2.15, 0.0, 0.0, 152.6, -5.48, NYSE American
CPI Aerostructures, CVU, 8.9, 8.9, 8.2, 8.39, -0.41, -4.6, 66779, 10.05, 5.55, 0.0, 0.0, 12.72, -6.2, NYSE American
Asterias Biotherapeutics, AST, 2.1, 2.1, 2.0, 2.0, -0.1, -4.76, 239091, 4.3, 1.95, 0.0, 0.0, 0.0, -11.11, NYSE American
CynergisTek, CTEK, 5.25, 5.25, 4.77, 5.0, -0.25, -4.76, 64053, 6.72, 2.7, 0.0, 0.0, 8.48, 23.46, NYSE American
OncoCyte, OCX, 4.0, 4.05, 3.95, 3.95, -0.2, -4.82, 11436, 7.85, 3.6, 0.0, 0.0, 0.0, -15.05, NYSE American
Sandstorm Gold, SAND, 5.08, 5.1, 4.9, 4.9, -0.25, -4.85, 2303169, 5.64, 3.18, 0.0, 0.0, 98.2, -1.8, NYSE American
Gold Resource, GORO, 4.44, 4.49, 4.25, 4.29, -0.22, -4.88, 604163, 6.27, 3.08, 0.02, 0.47, 35.75, -2.5, NYSE American
Synthetic Biologics, SYN, 0.49, 0.49, 0.44, 0.44, -0.02, -4.93, 988950, 1.05, 0.41, 0.0, 0.0, 0.0, -13.37, NYSE American
CEL-SCI, CVM, 2.0, 2.05, 1.82, 1.92, -0.1, -4.95, 512746, 3.92, 1.46, 0.0, 0.0, 0.33, 1.6, NYSE American
New Gold, NGD, 2.99, 2.99, 2.86, 2.88, -0.15, -4.95, 6750381, 4.25, 2.57, 0.0, 0.0, 24.0, -12.46, NYSE American
Level Brands, LEVB, 4.8, 4.8, 4.55, 4.65, -0.25, -5.1, 6837, 5.88, 4.0, 0.0, 0.0, 0.0, 6.9, NYSE American
Libbey, LBY, 6.94, 7.0, 6.65, 6.66, -0.36, -5.13, 124648, 18.33, 5.81, 0.47, 7.06, 0.0, -11.44, NYSE American
Imperial Oil, IMO, 30.46, 31.05, 29.86, 29.9, -1.63, -5.17, 692698, 33.34, 27.59, 0.51, 1.69, 16.14, -4.14, NYSE American
Birks Group, BGI, 1.34, 1.36, 1.26, 1.28, -0.07, -5.19, 31068, 2.72, 1.19, 0.0, 0.0, 8.82, -1.54, NYSE American
Americas Silver, USAS, 3.86, 3.98, 3.78, 3.79, -0.21, -5.25, 47927, 5.04, 2.5, 0.0, 0.0, 0.0, 4.7, NYSE American
BioTime, BTX, 3.1, 3.11, 2.89, 2.89, -0.16, -5.25, 703763, 3.62, 2.1, 0.0, 0.0, 6.88, 34.42, NYSE American
Condor Hospitality Trust, CDOR, 10.2, 10.23, 9.59, 9.73, -0.54, -5.26, 64390, 15.47, 8.13, 0.78, 8.02, 0.0, -2.21, NYSE American
Lilis Energy, LLEX, 4.04, 4.04, 3.87, 3.9, -0.22, -5.34, 217034, 5.69, 2.96, 0.0, 0.0, 0.0, -23.68, NYSE American
American Lorain, ALN, 0.22, 0.22, 0.19, 0.22, -0.01, -5.42, 1292285, 0.6, 0.14, 0.0, 0.0, 0.0, 25.0, NYSE American
Senseonics Holdings, SENS, 2.77, 2.78, 2.59, 2.62, -0.15, -5.42, 466653, 3.67, 1.26, 0.0, 0.0, 0.0, -1.5, NYSE American
Tel Instrument Electronics, TIK, 2.7, 2.77, 2.6, 2.65, -0.15, -5.45, 33703, 6.35, 2.1, 0.0, 0.0, 0.0, 1.83, NYSE American
Great Panther Silver, GPL, 1.26, 1.28, 1.21, 1.21, -0.07, -5.47, 796881, 2.28, 1.06, 0.0, 0.0, 111.01, -6.2, NYSE American
Xtant Medical Holdings, XTNT, 0.45, 0.51, 0.43, 0.45, -0.03, -5.48, 373248, 1.21, 0.35, 0.0, 0.0, 0.0, -22.24, NYSE American
EnviroStar, EVI, 37.0, 37.32, 34.0, 34.85, -2.05, -5.56, 44228, 43.1, 14.55, 0.0, 0.0, 116.17, -12.88, NYSE American
Centrus Energy, LEU, 3.64, 3.65, 3.4, 3.43, -0.21, -5.71, 30780, 6.59, 3.3, 0.0, 0.0, 0.0, -14.46, NYSE American
Par Pacific Holdings, PARR, 17.71, 17.87, 16.81, 16.84, -1.06, -5.92, 266820, 21.94, 14.05, 0.0, 0.0, 11.69, -12.66, NYSE American
SRC Energy, SRCI, 9.68, 9.85, 9.22, 9.29, -0.59, -5.97, 2920416, 10.44, 6.19, 0.0, 0.0, 18.96, 8.91, NYSE American
Nevsun Resources, NSU, 2.16, 2.18, 2.01, 2.02, -0.13, -6.05, 1268098, 3.27, 1.96, 0.04, 1.98, 0.0, -17.21, NYSE American
Alio Gold, ALO, 3.18, 3.2, 3.01, 3.04, -0.2, -6.17, 183434, 6.06, 2.82, 0.0, 0.0, 4.9, -17.17, NYSE American
WidePoint, WYY, 0.56, 0.58, 0.5, 0.52, -0.03, -6.17, 210879, 0.78, 0.39, 0.0, 0.0, 0.0, -20.04, NYSE American
Barnwell Industries, BRN, 2.43, 2.43, 2.27, 2.27, -0.15, -6.2, 4208, 2.95, 1.62, 0.0, 0.0, 15.13, 9.13, NYSE American
Denison Mines, DNN, 0.5, 0.5, 0.46, 0.47, -0.03, -6.36, 642629, 0.84, 0.38, 0.0, 0.0, 0.0, -15.2, NYSE American
VolitionRX, VNRX, 3.5, 3.5, 3.26, 3.29, -0.23, -6.53, 73840, 4.71, 2.08, 0.0, 0.0, 0.0, 11.9, NYSE American
PEDEVCO, PED, 0.35, 0.36, 0.33, 0.34, -0.02, -6.56, 210856, 1.69, 0.27, 0.0, 0.0, 0.0, 5.16, NYSE American
Tanzanian Royalty Exploration, TRX, 0.38, 0.39, 0.35, 0.36, -0.03, -6.64, 292265, 0.62, 0.24, 0.0, 0.0, 0.0, 29.57, NYSE American
Taseko Mines, TGB, 1.78, 1.78, 1.67, 1.67, -0.12, -6.7, 990093, 2.46, 1.0, 0.0, 0.0, 10.8, -28.33, NYSE American
Gastar Exploration, GST, 0.98, 1.03, 0.97, 0.97, -0.07, -7.1, 844680, 2.19, 0.38, 0.0, 0.0, 0.0, -7.98, NYSE American
Delta Apparel, DLA, 18.35, 18.54, 17.04, 17.04, -1.33, -7.24, 13950, 23.47, 15.55, 0.0, 0.0, 12.72, -15.64, NYSE American
Asanko Gold, AKG, 0.82, 0.82, 0.74, 0.77, -0.06, -7.26, 1413583, 3.78, 0.43, 0.0, 0.0, 33.04, 9.02, NYSE American
TransEnterix, TRXC, 1.67, 1.69, 1.5, 1.53, -0.12, -7.27, 4555689, 5.0, 0.45, 0.0, 0.0, 0.0, -20.73, NYSE American
Vista Gold, VGZ, 0.86, 0.86, 0.75, 0.77, -0.06, -7.66, 516482, 1.24, 0.6, 0.0, 0.0, 0.0, 9.99, NYSE American
Solitario Zinc, XPL, 0.6, 0.6, 0.54, 0.55, -0.05, -7.72, 230870, 0.91, 0.54, 0.0, 0.0, 0.0, -8.73, NYSE American
Kelso Technologies, KIQ, 0.68, 0.68, 0.64, 0.64, -0.05, -7.74, 6310, 1.08, 0.24, 0.03, 4.67, 0.0, 23.49, NYSE American
Northern Dynasty Minerals, NAK, 0.93, 0.96, 0.81, 0.86, -0.08, -8.12, 6547736, 3.41, 0.81, 0.0, 0.0, 0.0, -51.46, NYSE American
Yuma Energy, YUMA, 1.23, 1.25, 1.12, 1.13, -0.1, -8.13, 82820, 3.17, 0.77, 0.0, 0.0, 0.0, -3.25, NYSE American
Globalstar, GSAT, 1.07, 1.1, 0.98, 0.98, -0.1, -8.8, 2918918, 2.59, 0.98, 0.0, 0.0, 0.0, -24.81, NYSE American
Stone Energy WT, SGY%, 5.99, 6.38, 5.77, 5.99, -0.66, -9.95, 13193, 8.5, 1.5, 0.0, 0.0, 0.0, 19.8, NYSE American
Alexco Resource, AXU, 1.49, 1.5, 1.31, 1.35, -0.15, -10.0, 561038, 2.02, 1.1, 0.0, 0.0, 0.0, -15.09, NYSE American
Pareteum, TEUM, 2.11, 2.15, 1.8, 1.89, -0.24, -11.27, 2129551, 3.99, 0.5, 0.0, 0.0, 0.0, -8.7, NYSE American
Daxor, DXR, 4.37, 4.37, 3.85, 3.85, -0.52, -11.86, 9647, 9.2, 3.85, 0.03, 0.78, 0.0, -15.8, NYSE American
Actinium Pharmaceuticals, ATNM, 0.66, 0.68, 0.63, 0.63, -0.09, -11.89, 1648151, 1.72, 0.54, 0.0, 0.0, 0.0, -5.06, NYSE American
InspireMD, NSPR, 0.23, 0.23, 0.2, 0.21, -0.03, -12.59, 6384755, 2.83, 0.12, 0.0, 0.0, 0.0, 62.69, NYSE American
Gold Standard Ventures, GSV, 1.8, 1.8, 1.61, 1.61, -0.24, -12.97, 2134980, 2.95, 1.25, 0.0, 0.0, 0.0, -8.0, NYSE American
Platinum Group Metals, PLG, 0.41, 0.42, 0.29, 0.39, -0.06, -13.06, 3466783, 2.45, 0.28, 0.0, 0.0, 0.0, 27.27, NYSE American
Klondex Mines, KLDX, 2.22, 2.22, 1.94, 1.95, -0.32, -14.1, 1803577, 5.91, 1.61, 0.0, 0.0, 0.0, -25.29, NYSE American
BioPharmX, BPMX, 0.18, 0.19, 0.14, 0.16, -0.03, -14.17, 29637091, 0.9, 0.1, 0.0, 0.0, 0.0, 46.19, NYSE American
Regional Health Properties, RHE, 0.29, 0.29, 0.23, 0.24, -0.05, -15.79, 476053, 1.64, 0.16, 0.0, 0.0, 0.0, 43.41, NYSE American
DPW Holdings, DPW, 1.9, 1.9, 1.59, 1.61, -0.34, -17.44, 5592224, 5.95, 0.4, 0.0, 0.0, 0.0, -49.84, NYSE American
BioTime WT, BTX%, 0.19, 0.19, 0.17, 0.17, -0.04, -19.05, 8439, 0.65, 0.11, 0.0, 0.0, 0.0, 38.66, NYSE American
