Name,Symbol,Open,High,Low,Close,NetChg,PcntChg,Volume,High52Wk,Low52Wk,Div,Yield,PERatio,YTDPcntChg,Exchange
CSG Systems International, CSGS, 44.98, 45.58, 44.83, 45.1, -0.16, -0.35, 132268, 46.71, 35.48, 0.79, 1.75, 25.2, 2.92, NASDAQ Global
Entegra Financial, ENFC, 29.15, 29.15, 28.55, 28.75, -0.1, -0.35, 9153, 30.7, 21.94, 0.0, 0.0, 68.45, -1.71, NASDAQ Global
First Midwest Bancorp, FMBI, 25.36, 25.55, 25.11, 25.28, -0.09, -0.35, 590074, 26.48, 20.5, 0.4, 1.58, 26.33, 5.29, NASDAQ Global
Guaranty Bancorp, GBNK, 28.55, 29.05, 28.48, 28.55, -0.1, -0.35, 76465, 30.42, 22.9, 0.5, 1.75, 20.84, 3.25, NASDAQ Global
Sinovac Biotech, SVA, 8.41, 8.46, 8.27, 8.44, -0.03, -0.35, 113143, 8.67, 4.6, 0.0, 0.0, 0.0, 7.11, NASDAQ Global
Spartan Motors, SPAR, 14.0, 14.4, 13.7, 14.05, -0.05, -0.35, 389895, 18.1, 6.3, 0.1, 0.71, 34.27, -10.79, NASDAQ Global
Equity Bancshares Cl A, EQBK, 36.1, 36.3, 35.91, 36.1, -0.13, -0.36, 56976, 36.98, 29.13, 0.0, 0.0, 22.15, 1.95, NASDAQ Global
Territorial Bancorp, TBNK, 30.76, 30.76, 30.4, 30.51, -0.11, -0.36, 10404, 33.97, 28.12, 0.8, 2.62, 19.31, -1.17, NASDAQ Global
HarborOne Bancorp, HONE, 18.93, 19.06, 18.85, 18.86, -0.07, -0.37, 41320, 22.29, 15.92, 0.0, 0.0, 57.15, -1.57, NASDAQ Global
Heritage Commerce, HTBK, 16.0, 16.25, 15.96, 16.0, -0.06, -0.37, 101059, 16.8, 12.76, 0.44, 2.75, 25.81, 4.44, NASDAQ Global
Huron Consulting Group, HURN, 41.5, 42.35, 40.75, 40.9, -0.15, -0.37, 82779, 47.45, 29.52, 0.0, 0.0, 0.0, 1.11, NASDAQ Global
Rockwell Medical, RMTI, 5.48, 5.68, 5.37, 5.45, -0.02, -0.37, 273587, 8.98, 5.34, 0.0, 0.0, 0.0, -6.36, NASDAQ Global
iRhythm Technologies, IRTC, 58.11, 59.8, 57.91, 58.34, -0.22, -0.38, 151367, 66.2, 32.1, 0.0, 0.0, 0.0, 4.09, NASDAQ Global
BCB Bancorp, BCBP, 15.2, 15.25, 15.0, 15.15, -0.06, -0.39, 30005, 17.05, 12.05, 0.56, 3.7, 16.65, 4.48, NASDAQ Global
Tivity Health, TVTY, 37.8, 38.2, 37.48, 37.95, -0.15, -0.39, 424280, 48.5, 25.3, 0.0, 0.0, 26.99, 3.83, NASDAQ Global
FRP Holdings, FRPH, 49.5, 50.0, 48.71, 49.8, -0.2, -0.4, 21045, 50.45, 35.8, 0.0, 0.0, 16.44, 12.54, NASDAQ Global
Connecticut Water Service, CTWS, 53.17, 53.77, 53.01, 53.26, -0.22, -0.41, 32763, 65.04, 50.56, 1.19, 2.23, 25.99, -7.23, NASDAQ Global
Copart, CPRT, 43.35, 43.65, 43.2, 43.44, -0.18, -0.41, 964735, 46.09, 27.91, 0.0, 0.0, 33.94, 0.58, NASDAQ Global
Federated National Holding, FNHC, 14.65, 15.25, 14.52, 14.6, -0.06, -0.41, 29891, 21.19, 9.78, 0.32, 2.19, 0.0, -11.89, NASDAQ Global
Gaia Cl A, GAIA, 12.05, 12.1, 11.95, 12.0, -0.05, -0.41, 32607, 13.5, 7.88, 0.0, 0.0, 2.14, -3.23, NASDAQ Global
Starbucks, SBUX, 55.9, 56.32, 55.7, 55.77, -0.23, -0.41, 14947664, 64.87, 52.58, 1.2, 2.15, 18.41, -2.89, NASDAQ Global
Commerce Bancshares, CBSH, 58.88, 59.41, 58.62, 58.77, -0.25, -0.42, 454313, 59.72, 49.43, 0.94, 1.6, 20.28, 5.25, NASDAQ Global
First Busey, BUSE, 31.3, 31.79, 30.91, 31.18, -0.13, -0.42, 165128, 32.88, 27.33, 0.8, 2.57, 21.07, 4.14, NASDAQ Global
Galapagos ADR, GLPG, 118.09, 119.81, 117.64, 118.0, -0.5, -0.42, 171619, 121.09, 65.78, 0.0, 0.0, 0.0, 25.85, NASDAQ Global
IAC/InterActiveCorp., IAC, 145.72, 146.9, 143.7, 144.48, -0.61, -0.42, 737439, 146.9, 72.0, 0.0, 0.0, 36.48, 18.16, NASDAQ Global
Laureate Education Cl A, LAUR, 14.05, 14.48, 13.93, 14.2, -0.06, -0.42, 492892, 18.96, 10.46, 0.0, 0.0, 0.0, 4.72, NASDAQ Global
Lawson Products, LAWS, 23.65, 23.65, 23.3, 23.55, -0.1, -0.42, 9079, 28.1, 18.7, 0.48, 2.04, 47.1, -4.85, NASDAQ Global
Mercantile Bank, MBWM, 35.32, 35.72, 35.17, 35.32, -0.15, -0.42, 18376, 38.08, 28.92, 0.88, 2.49, 18.49, -0.14, NASDAQ Global
Senior Housing Properties Trust, SNH, 16.75, 16.88, 16.43, 16.76, -0.07, -0.42, 1142028, 22.52, 16.43, 1.56, 9.31, 31.44, -12.48, NASDAQ Global
Garmin, GRMN, 62.61, 63.34, 62.29, 62.41, -0.27, -0.43, 936997, 64.96, 48.5, 2.04, 3.27, 17.01, 4.77, NASDAQ Global
Hope Bancorp, HOPE, 18.59, 19.03, 18.51, 18.59, -0.08, -0.43, 546292, 22.24, 15.1, 0.52, 2.8, 18.05, 1.86, NASDAQ Global
Lakeland Financial, LKFN, 48.22, 48.77, 48.03, 48.21, -0.21, -0.43, 91524, 52.43, 39.68, 0.88, 1.83, 21.52, -0.58, NASDAQ Global
Marten Transport, MRTN, 23.2, 23.5, 23.15, 23.35, -0.1, -0.43, 301101, 29.6, 12.99, 0.1, 0.43, 14.27, 15.02, NASDAQ Global
TriCo Bancshares, TCBK, 37.35, 37.68, 36.48, 37.26, -0.16, -0.43, 80171, 43.8, 32.76, 0.68, 1.83, 21.41, -1.58, NASDAQ Global
Columbia Banking System, COLB, 43.46, 44.09, 42.85, 43.41, -0.19, -0.44, 393159, 48.06, 35.67, 0.88, 2.03, 22.85, -0.07, NASDAQ Global
FNB Bancorp, FNBG, 36.08, 36.25, 35.88, 35.94, -0.16, -0.44, 13161, 38.94, 22.97, 0.52, 1.45, 25.43, -1.51, NASDAQ Global
Gaming&Leisure Properties, GLPI, 36.42, 36.62, 36.22, 36.34, -0.16, -0.44, 1041767, 39.32, 30.22, 2.52, 6.93, 20.19, -1.78, NASDAQ Global
Liberty Media Series C Liberty Formula One, FWONK, 38.45, 39.28, 37.98, 38.65, -0.17, -0.44, 655591, 41.14, 29.42, 0.0, 0.0, 0.0, 13.14, NASDAQ Global
Provident Financial Holdings, PROV, 18.35, 18.39, 18.27, 18.3, -0.08, -0.44, 13508, 20.35, 17.62, 0.56, 3.06, 140.77, -0.54, NASDAQ Global
Renasant, RNST, 43.37, 44.2, 43.31, 43.47, -0.19, -0.44, 114561, 45.31, 37.68, 0.76, 1.75, 22.07, 6.31, NASDAQ Global
LeMaitre Vascular, LMAT, 35.14, 35.24, 34.59, 35.17, -0.16, -0.45, 121533, 39.88, 19.82, 0.22, 0.63, 45.68, 10.46, NASDAQ Global
Natural Alternatives International, NAII, 11.05, 11.2, 11.05, 11.15, -0.05, -0.45, 5932, 11.83, 8.25, 0.0, 0.0, 12.12, 8.25, NASDAQ Global
Seattle Genetics, SGEN, 55.76, 56.97, 55.36, 55.9, -0.25, -0.45, 1797607, 71.31, 45.31, 0.0, 0.0, 0.0, 4.49, NASDAQ Global
Ameris Bancorp, ABCB, 54.2, 55.1, 53.95, 54.25, -0.25, -0.46, 155260, 56.85, 41.05, 0.4, 0.74, 27.26, 12.55, NASDAQ Global
First Business Financial Services, FBIZ, 24.13, 24.3, 23.95, 23.95, -0.11, -0.46, 7671, 28.43, 20.57, 0.56, 2.34, 17.38, 8.27, NASDAQ Global
Goodyear Tire&Rubber, GT, 34.51, 34.76, 34.27, 34.35, -0.16, -0.46, 2150312, 37.2, 28.81, 0.56, 1.63, 8.87, 6.31, NASDAQ Global
Kirkland's, KIRK, 10.84, 11.0, 10.75, 10.9, -0.05, -0.46, 113409, 13.42, 8.17, 0.0, 0.0, 25.95, -8.9, NASDAQ Global
Proofpoint, PFPT, 101.33, 102.64, 96.02, 101.55, -0.47, -0.46, 337517, 104.62, 70.3, 0.0, 0.0, 0.0, 14.35, NASDAQ Global
SeaSpine Holdings, SPNE, 10.79, 11.15, 10.48, 10.85, -0.05, -0.46, 26891, 13.46, 6.31, 0.0, 0.0, 0.0, 7.21, NASDAQ Global
RCM Technologies, RCMT, 6.28, 6.39, 6.28, 6.32, -0.03, -0.47, 4849, 7.5, 4.51, 0.0, 0.0, 48.62, 1.12, NASDAQ Global
United Community Banks, UCBI, 31.98, 32.32, 30.46, 31.72, -0.15, -0.47, 293432, 32.71, 24.47, 0.4, 1.26, 33.74, 12.72, NASDAQ Global
Western New England Bancorp, WNEB, 10.65, 10.85, 10.6, 10.7, -0.05, -0.47, 31567, 11.25, 9.22, 0.16, 1.5, 26.1, -1.83, NASDAQ Global
Atlantic Coast Financial, ACFC, 10.38, 10.56, 10.35, 10.42, -0.05, -0.48, 91130, 10.9, 6.9, 0.0, 0.0, 49.62, 10.5, NASDAQ Global
Macatawa Bank, MCBC, 10.38, 10.4, 10.32, 10.35, -0.05, -0.48, 33130, 10.66, 8.87, 0.24, 2.32, 22.02, 3.5, NASDAQ Global
NBT Bancorp, NBTB, 37.25, 37.83, 37.25, 37.29, -0.18, -0.48, 127455, 42.28, 31.28, 0.92, 2.47, 19.94, 1.33, NASDAQ Global
Peoples Bancorp (Ohio), PEBO, 35.35, 36.4, 34.79, 35.43, -0.17, -0.48, 32711, 36.4, 29.55, 1.04, 2.94, 16.87, 8.61, NASDAQ Global
Unity Bancorp, UNTY, 20.55, 20.63, 20.5, 20.55, -0.1, -0.48, 5001, 20.95, 15.35, 0.24, 1.17, 17.13, 4.05, NASDAQ Global
Upland Software, UPLD, 23.03, 23.26, 22.51, 22.95, -0.11, -0.48, 112467, 25.56, 11.61, 0.0, 0.0, 0.0, 5.96, NASDAQ Global
Wingstop, WING, 48.1, 48.69, 47.23, 47.91, -0.23, -0.48, 622647, 49.69, 24.74, 0.28, 0.58, 66.54, 22.91, NASDAQ Global
City Holding, CHCO, 69.07, 70.21, 68.51, 69.05, -0.34, -0.49, 37635, 74.9, 58.8, 1.84, 2.66, 19.79, 2.34, NASDAQ Global
Egalet, EGLT, 0.93, 0.94, 0.9, 0.92, -0.0, -0.49, 498941, 5.6, 0.8, 0.0, 0.0, 0.0, -8.5, NASDAQ Global
Independent Bank, INDB, 71.8, 73.2, 71.55, 71.8, -0.35, -0.49, 58381, 76.3, 58.3, 1.28, 1.78, 22.58, 2.79, NASDAQ Global
Lakeland Bancorp, LBAI, 20.45, 20.75, 20.3, 20.4, -0.1, -0.49, 105762, 21.9, 15.05, 0.4, 1.96, 18.44, 5.97, NASDAQ Global
Meridian Bancorp, EBSB, 20.25, 20.55, 20.1, 20.3, -0.1, -0.49, 352001, 21.85, 15.85, 0.2, 0.99, 24.76, -1.46, NASDAQ Global
Wix.com, WIX, 61.1, 61.9, 60.8, 61.45, -0.3, -0.49, 472632, 86.15, 50.9, 0.0, 0.0, 0.0, 6.78, NASDAQ Global
Blackhawk Network Holdings, HAWK, 45.3, 45.35, 45.1, 45.1, -0.23, -0.5, 2008646, 47.0, 32.6, 0.0, 0.0, 0.0, 26.51, NASDAQ Global
Greenlight Capital Re Cl A, GLRE, 19.5, 19.65, 19.3, 19.35, -0.1, -0.51, 275389, 23.45, 19.25, 0.0, 0.0, 17.43, -3.73, NASDAQ Global
BJ's Restaurants, BJRI, 38.05, 38.35, 37.52, 37.95, -0.2, -0.52, 191801, 47.55, 28.0, 0.44, 1.16, 24.97, 4.26, NASDAQ Global
Dime Community Bancshares, DCOM, 19.25, 19.4, 18.95, 19.15, -0.1, -0.52, 238236, 22.65, 18.35, 0.56, 2.92, 13.88, -8.59, NASDAQ Global
UMB Financial, UMBF, 77.01, 78.27, 75.36, 76.6, -0.4, -0.52, 469240, 81.55, 62.27, 1.16, 1.51, 15.41, 6.51, NASDAQ Global
First Bancorp, FNLC, 28.51, 28.68, 28.07, 28.17, -0.15, -0.53, 10095, 32.33, 25.0, 0.96, 3.41, 15.56, 3.45, NASDAQ Global
First Financial Bankshares, FFIN, 46.65, 47.5, 46.4, 46.7, -0.25, -0.53, 274130, 48.85, 36.85, 0.76, 1.63, 27.49, 3.66, NASDAQ Global
K2M Group Holdings, KTWO, 20.66, 20.81, 20.37, 20.61, -0.11, -0.53, 364474, 25.99, 16.44, 0.0, 0.0, 0.0, 14.5, NASDAQ Global
PDL Community Bancorp, PDLB, 15.08, 15.15, 14.78, 15.02, -0.08, -0.53, 17771, 16.95, 14.5, 0.0, 0.0, 0.0, -1.05, NASDAQ Global
Celgene, CELG, 99.75, 100.72, 98.85, 99.8, -0.54, -0.54, 5323845, 147.17, 94.55, 0.0, 0.0, 27.88, -4.37, NASDAQ Global
Erytech Pharma ADR, ERYP, 22.65, 22.85, 22.47, 22.52, -0.12, -0.54, 1209, 32.33, 17.5, 0.0, 0.0, 0.0, 2.26, NASDAQ Global
EXFO, EXFO, 4.6, 4.65, 4.55, 4.6, -0.03, -0.54, 34949, 6.15, 3.73, 0.0, 0.0, 460.0, 5.75, NASDAQ Global
Fulton Financial, FULT, 18.0, 18.55, 18.0, 18.25, -0.1, -0.54, 791149, 19.9, 16.45, 0.44, 2.41, 18.62, 1.96, NASDAQ Global
Virco Manufacturing, VIRC, 4.65, 4.65, 4.6, 4.65, -0.03, -0.54, 3044, 6.05, 3.55, 0.06, 1.29, 465.0, -7.92, NASDAQ Global
CBTX, CBTX, 28.74, 28.91, 28.01, 28.7, -0.16, -0.55, 36459, 30.87, 27.2, 0.2, 0.7, 24.8, -3.24, NASDAQ Global
Liberty TripAdvisor Holdings Series B, LTRPB, 9.0, 9.0, 9.0, 9.0, -0.05, -0.55, 487, 17.5, 9.0, 0.0, 0.0, 90.0, -4.26, NASDAQ Global
Ramaco Resources, METC, 7.08, 7.36, 6.74, 7.17, -0.04, -0.55, 197420, 14.78, 3.81, 0.0, 0.0, 0.0, 4.22, NASDAQ Global
Immutep ADR, IMMP, 1.85, 1.85, 1.72, 1.76, -0.01, -0.56, 15895, 3.24, 1.25, 0.0, 0.0, 0.0, 12.1, NASDAQ Global
Liberty Media Series A SiriusXM, LSXMA, 44.36, 45.11, 44.14, 44.4, -0.25, -0.56, 735973, 46.43, 35.23, 0.0, 0.0, 27.24, 11.95, NASDAQ Global
NXP Semiconductors, NXPI, 121.12, 121.29, 120.5, 120.62, -0.68, -0.56, 2603658, 121.5, 98.9, 0.0, 0.0, 25.86, 3.01, NASDAQ Global
Ituran Location&Control, ITRN, 34.85, 35.25, 34.69, 34.8, -0.2, -0.57, 24937, 38.0, 26.9, 0.96, 2.76, 17.85, 1.75, NASDAQ Global
Superior Uniform Group, SGC, 23.41, 23.84, 23.3, 23.45, -0.14, -0.57, 8404, 28.85, 16.65, 0.38, 1.62, 19.24, -12.21, NASDAQ Global
American Public Education, APEI, 25.2, 25.6, 25.0, 25.2, -0.15, -0.59, 42328, 27.4, 17.4, 0.0, 0.0, 21.0, 0.6, NASDAQ Global
Gladstone Commercial, GOOD, 18.47, 18.56, 18.3, 18.46, -0.11, -0.59, 131629, 23.35, 18.28, 1.5, 8.13, 11537.5, -12.35, NASDAQ Global
SeaChange International, SEAC, 3.43, 3.47, 3.31, 3.38, -0.02, -0.59, 197041, 4.03, 2.16, 0.0, 0.0, 0.0, -13.99, NASDAQ Global
S&T Bancorp, STBA, 40.72, 41.59, 40.65, 40.76, -0.24, -0.59, 63247, 43.17, 31.72, 0.88, 2.16, 19.5, 2.39, NASDAQ Global
Arrow Financial, AROW, 33.2, 33.5, 33.05, 33.2, -0.2, -0.6, 12058, 38.6, 29.81, 1.0, 3.01, 15.81, -2.21, NASDAQ Global
Access National, ANCX, 29.53, 29.82, 29.28, 29.51, -0.18, -0.61, 49521, 33.18, 24.36, 0.6, 2.03, 32.08, 6.0, NASDAQ Global
Cavium, CAVM, 86.21, 87.17, 85.58, 86.57, -0.53, -0.61, 1534793, 90.83, 56.96, 0.0, 0.0, 0.0, 3.27, NASDAQ Global
Guaranty Bancshares, GNTY, 32.46, 32.62, 32.25, 32.5, -0.2, -0.61, 6099, 36.38, 28.0, 0.56, 1.72, 23.05, 6.04, NASDAQ Global
Clifton Bancorp, CSBK, 16.1, 16.29, 16.0, 16.11, -0.1, -0.62, 33513, 17.94, 15.2, 0.24, 1.49, 73.23, -5.79, NASDAQ Global
F5 Networks, FFIV, 142.84, 145.36, 142.83, 144.13, -0.9, -0.62, 1214173, 149.5, 114.63, 0.0, 0.0, 22.17, 9.84, NASDAQ Global
Magyar Bancorp, MGYR, 12.59, 12.76, 12.59, 12.76, -0.08, -0.62, 3210, 14.95, 12.01, 0.0, 0.0, 53.18, -0.28, NASDAQ Global
Sabra Healthcare REIT, SBRA, 17.57, 17.67, 17.35, 17.63, -0.11, -0.62, 2467284, 29.1, 17.35, 2.08, 11.8, 14.94, -6.07, NASDAQ Global
AXT, AXTI, 7.9, 8.0, 7.75, 7.9, -0.05, -0.63, 410952, 10.75, 5.1, 0.0, 0.0, 32.92, -9.2, NASDAQ Global
Biogen, BIIB, 343.98, 348.69, 342.31, 343.83, -2.17, -0.63, 992731, 370.57, 244.28, 0.0, 0.0, 28.87, 7.93, NASDAQ Global
Syros Pharmaceuticals, SYRS, 9.44, 9.63, 9.2, 9.47, -0.06, -0.63, 321961, 24.38, 6.3, 0.0, 0.0, 0.0, -2.67, NASDAQ Global
Zebra Technologies Cl A, ZBRA, 121.93, 122.78, 120.14, 120.73, -0.77, -0.63, 280859, 126.49, 82.43, 0.0, 0.0, 213.91, 16.31, NASDAQ Global
Canadian Solar, CSIQ, 15.4, 15.55, 15.15, 15.41, -0.1, -0.64, 1027402, 19.09, 10.86, 0.0, 0.0, 39.51, -8.6, NASDAQ Global
Churchill Downs, CHDN, 258.8, 259.7, 257.1, 258.1, -1.65, -0.64, 286034, 260.1, 141.8, 1.52, 0.59, 35.12, 10.92, NASDAQ Global
Paychex, PAYX, 66.65, 67.45, 66.51, 66.6, -0.43, -0.64, 3107520, 73.1, 54.2, 2.0, 3.0, 28.58, -2.17, NASDAQ Global
AnaptysBio, ANAB, 105.04, 107.98, 104.69, 104.81, -0.69, -0.65, 219910, 126.23, 16.49, 0.0, 0.0, 0.0, 4.06, NASDAQ Global
Baldwin&Lyons Cl B, BWINB, 22.9, 23.2, 22.85, 22.95, -0.15, -0.65, 7759, 25.4, 21.2, 1.08, 4.71, 52.16, -4.18, NASDAQ Global
Cellular Biomedicine Group, CBMG, 19.0, 19.7, 19.0, 19.02, -0.13, -0.65, 36056, 22.75, 5.05, 0.0, 0.0, 0.0, 69.11, NASDAQ Global
MakeMyTrip, MMYT, 30.8, 31.32, 29.7, 30.65, -0.2, -0.65, 636914, 40.9, 22.4, 0.0, 0.0, 0.0, 2.68, NASDAQ Global
P.A.M. Transportation Services, PTSI, 37.9, 38.27, 36.26, 38.15, -0.25, -0.65, 7705, 43.2, 14.5, 0.0, 0.0, 30.28, 10.8, NASDAQ Global
Luther Burbank, LBC, 12.91, 12.92, 12.48, 12.79, -0.09, -0.66, 164948, 13.34, 11.5, 0.0, 0.0, 7.92, 6.23, NASDAQ Global
PRGX Global, PRGX, 7.5, 7.55, 7.45, 7.5, -0.05, -0.66, 15620, 8.0, 5.35, 0.0, 0.0, 0.0, 5.63, NASDAQ Global
ANGI Homeservices, ANGI, 13.35, 13.37, 13.19, 13.32, -0.09, -0.67, 418626, 13.81, 10.24, 0.0, 0.0, 0.0, 27.34, NASDAQ Global
BMC Stock Holdings, BMCH, 22.15, 22.3, 21.5, 22.2, -0.15, -0.67, 604411, 25.7, 18.2, 0.0, 0.0, 29.6, -12.25, NASDAQ Global
Perceptron, PRCP, 10.43, 10.43, 10.09, 10.37, -0.07, -0.67, 29719, 10.81, 6.15, 0.15, 1.45, 25.93, 6.91, NASDAQ Global
Pool, POOL, 132.47, 134.26, 131.94, 132.49, -0.89, -0.67, 153950, 136.72, 97.25, 1.48, 1.12, 33.54, 2.19, NASDAQ Global
Simmons First National Cl A, SFNC, 59.35, 60.5, 59.25, 59.35, -0.4, -0.67, 322745, 61.1, 49.75, 0.6, 1.01, 21.66, 3.94, NASDAQ Global
Cadiz, CDZI, 14.7, 14.75, 14.5, 14.6, -0.1, -0.68, 38567, 16.25, 9.65, 0.0, 0.0, 0.0, 2.46, NASDAQ Global
Chemung Financial, CHMG, 45.38, 45.38, 44.99, 44.99, -0.31, -0.68, 1196, 56.83, 34.41, 1.04, 2.31, 17.17, -6.47, NASDAQ Global
Citizens Community Bancorp, CZWI, 13.95, 14.0, 13.8, 13.86, -0.09, -0.68, 52120, 14.43, 12.31, 0.2, 1.44, 26.0, 2.63, NASDAQ Global
United Fire Group, UFCS, 44.02, 44.07, 43.42, 43.53, -0.3, -0.68, 42201, 49.74, 38.98, 1.12, 2.57, 69.1, -4.5, NASDAQ Global
Viper Energy Partners Un, VNOM, 25.1, 25.18, 24.51, 24.69, -0.17, -0.68, 338168, 26.19, 14.76, 1.35, 5.46, 28.06, 5.83, NASDAQ Global
EVINE Live Cl A, EVLV, 1.2, 1.23, 1.19, 1.2, -0.01, -0.69, 160965, 1.62, 0.89, 0.0, 0.0, 0.0, -14.29, NASDAQ Global
Luminex, LMNX, 20.17, 20.25, 20.01, 20.13, -0.14, -0.69, 200278, 22.42, 17.68, 0.24, 1.19, 30.5, 2.18, NASDAQ Global
Stitch Fix Cl A, SFIX, 20.21, 20.53, 19.73, 20.07, -0.14, -0.69, 281432, 30.07, 14.48, 0.0, 0.0, 0.0, -22.3, NASDAQ Global
Washington Federal, WAFD, 36.0, 36.3, 35.8, 35.85, -0.25, -0.69, 565490, 37.7, 29.8, 0.68, 1.9, 17.32, 4.67, NASDAQ Global
Semtech, SMTC, 35.2, 35.75, 34.59, 35.4, -0.25, -0.7, 510661, 41.95, 31.5, 0.0, 0.0, 51.3, 3.51, NASDAQ Global
Endologix, ELGX, 4.2, 4.25, 4.12, 4.17, -0.03, -0.71, 548610, 7.66, 4.05, 0.0, 0.0, 0.0, -22.06, NASDAQ Global
Northwest Bancshares, NWBI, 16.97, 17.1, 16.86, 16.9, -0.12, -0.71, 371192, 18.63, 14.95, 0.68, 4.02, 18.37, 1.02, NASDAQ Global
BlackLine, BL, 32.93, 33.25, 32.2, 32.98, -0.24, -0.72, 283297, 40.28, 26.72, 0.0, 0.0, 0.0, 0.55, NASDAQ Global
Integra LifeSciences Holdings, IART, 53.1, 53.3, 52.63, 53.02, -0.39, -0.73, 354068, 56.42, 40.51, 0.0, 0.0, 86.92, 10.78, NASDAQ Global
WD-40, WDFC, 122.3, 122.88, 121.05, 122.0, -0.9, -0.73, 44124, 129.85, 100.6, 2.16, 1.77, 32.04, 3.39, NASDAQ Global
1347 Property Insurance Holdings, PIH, 6.7, 6.8, 6.55, 6.75, -0.05, -0.74, 6899, 9.0, 6.5, 0.0, 0.0, 84.38, -6.9, NASDAQ Global
Akorn, AKRX, 32.59, 32.64, 32.27, 32.33, -0.24, -0.74, 531229, 34.0, 19.68, 0.0, 0.0, 32.66, 0.31, NASDAQ Global
Brightcove, BCOV, 6.75, 6.83, 6.65, 6.75, -0.05, -0.74, 153286, 9.3, 5.4, 0.0, 0.0, 0.0, -4.93, NASDAQ Global
FirstService, FSV, 64.91, 64.91, 63.08, 64.51, -0.48, -0.74, 51251, 74.49, 49.55, 0.49, 0.76, 52.02, -7.74, NASDAQ Global
Sanmina, SANM, 26.65, 27.15, 26.6, 26.85, -0.2, -0.74, 1210798, 42.95, 26.15, 0.0, 0.0, 0.0, -18.64, NASDAQ Global
SecureWorks Cl A, SCWX, 9.4, 9.75, 9.3, 9.44, -0.07, -0.74, 128978, 12.99, 8.1, 0.0, 0.0, 0.0, 6.43, NASDAQ Global
Synalloy, SYNL, 13.43, 13.45, 13.13, 13.45, -0.1, -0.74, 2981, 15.3, 9.75, 0.13, 0.97, 0.0, 0.37, NASDAQ Global
Xcel Energy, XEL, 44.62, 45.02, 44.45, 44.48, -0.33, -0.74, 2887321, 52.22, 41.16, 1.44, 3.24, 19.01, -7.55, NASDAQ Global
Kura Oncology, KURA, 19.8, 20.05, 18.85, 19.8, -0.15, -0.75, 304250, 21.0, 5.9, 0.0, 0.0, 0.0, 29.41, NASDAQ Global
Marvell Technology Group, MRVL, 22.38, 22.59, 21.87, 22.43, -0.17, -0.75, 9557941, 24.22, 14.58, 0.24, 1.07, 37.87, 4.47, NASDAQ Global
CDW, CDW, 76.0, 76.73, 74.91, 75.92, -0.58, -0.76, 1484240, 76.73, 52.86, 0.84, 1.11, 28.12, 9.25, NASDAQ Global
Scripps Networks Interactive Cl A, SNI, 88.41, 88.63, 87.46, 87.95, -0.67, -0.76, 1031916, 88.87, 64.87, 1.2, 1.36, 18.83, 3.01, NASDAQ Global
Spark Therapeutics, ONCE, 55.7, 56.91, 54.8, 55.87, -0.43, -0.76, 421615, 91.75, 41.06, 0.0, 0.0, 0.0, 8.65, NASDAQ Global
GenMark Diagnostics, GNMK, 5.13, 5.37, 5.12, 5.15, -0.04, -0.77, 312084, 13.67, 3.63, 0.0, 0.0, 0.0, 23.5, NASDAQ Global
Gulf Island Fabrication, GIFI, 13.0, 13.4, 12.9, 12.95, -0.1, -0.77, 38750, 13.95, 8.9, 0.04, 0.31, 0.0, -3.54, NASDAQ Global
Infinera, INFN, 6.45, 6.55, 6.42, 6.47, -0.05, -0.77, 936047, 12.5, 6.27, 0.0, 0.0, 0.0, 2.21, NASDAQ Global
21st Century Fox Cl A, FOXA, 36.78, 37.41, 36.56, 36.72, -0.29, -0.78, 7355242, 39.13, 24.81, 0.36, 0.98, 22.81, 6.34, NASDAQ Global
DISH Network Cl A, DISH, 46.96, 47.59, 46.54, 46.79, -0.37, -0.78, 1890757, 66.5, 44.83, 0.0, 0.0, 22.07, -2.01, NASDAQ Global
Forrester Research, FORR, 45.1, 45.23, 44.3, 44.8, -0.35, -0.78, 28042, 47.75, 34.95, 0.76, 1.7, 43.5, 1.36, NASDAQ Global
RPX, RPXC, 13.96, 14.08, 13.87, 13.92, -0.11, -0.78, 231664, 15.15, 10.41, 0.2, 1.44, 38.67, 3.57, NASDAQ Global
TripAdvisor, TRIP, 34.44, 34.93, 34.08, 34.35, -0.27, -0.78, 1449406, 53.29, 29.5, 0.0, 0.0, 73.09, -0.32, NASDAQ Global
American River Bankshares, AMRB, 15.2, 15.2, 15.08, 15.08, -0.12, -0.79, 2602, 16.48, 12.97, 0.2, 1.33, 30.78, -1.05, NASDAQ Global
China Biologic Products, CBPO, 80.76, 81.38, 79.97, 80.42, -0.64, -0.79, 164907, 120.46, 72.21, 0.0, 0.0, 20.89, 2.09, NASDAQ Global
Community West Bancshares, CWBC, 11.9, 11.9, 11.9, 11.9, -0.09, -0.79, 2014, 12.97, 9.55, 0.16, 1.34, 20.88, 11.74, NASDAQ Global
Enstar Group, ESGR, 207.3, 208.0, 206.5, 207.0, -1.65, -0.79, 24852, 237.3, 180.5, 0.0, 0.0, 19.58, 3.11, NASDAQ Global
Ctrip.com International ADR, CTRP, 47.0, 47.23, 46.33, 46.87, -0.38, -0.8, 5093831, 60.65, 42.53, 0.0, 0.0, 81.83, 6.28, NASDAQ Global
Funko Cl A, FNKO, 7.4, 7.55, 7.26, 7.41, -0.06, -0.8, 261850, 9.9, 5.81, 0.0, 0.0, 0.0, 11.43, NASDAQ Global
