Name,Symbol,Open,High,Low,Close,NetChg,PcntChg,Volume,High52Wk,Low52Wk,Div,Yield,PERatio,YTDPcntChg,Exchange
LM Funding America WT, LMFAW, 0.12, 0.4, 0.12, 0.25, 0.16, 176.89, 41592, 0.47, 0.02, 0.0, 0.0, 0.0, 543.93, NASDAQ Capital
Eastside Distilling WT, EASTW, 0.67, 1.27, 0.67, 1.27, 0.57, 81.45, 65740, 1.27, 0.01, 0.0, 0.0, 0.0, 95.38, NASDAQ Capital
Cascadian Therapeutics, CASC, 9.98, 10.21, 9.95, 10.06, 4.16, 70.51, 21759353, 10.21, 3.18, 0.0, 0.0, 0.0, 171.89, NASDAQ Global
Skyline Medical, SKLN, 0.94, 1.47, 0.94, 1.36, 0.5, 58.14, 21550540, 3.25, 0.83, 0.0, 0.0, 0.0, 34.65, NASDAQ Capital
Atossa Genetics, ATOS, 0.7, 0.85, 0.67, 0.8, 0.26, 48.15, 48117323, 1.85, 0.22, 0.0, 0.0, 0.0, 204.18, NASDAQ Capital
Soligenix WT, SNGXW, 0.59, 0.65, 0.59, 0.65, 0.2, 44.41, 4800, 1.31, 0.21, 0.0, 0.0, 0.0, -19.63, NASDAQ Capital
CM Seven Star Acquisition Rt, CMSSR, 0.3, 0.3, 0.3, 0.3, 0.09, 42.86, 241, 0.4, 0.21, 0.0, 0.0, 0.0, -6.25, NASDAQ Capital
Global Eagle Entertainment, ENT, 2.5, 3.22, 2.42, 2.89, 0.68, 30.77, 3763829, 6.49, 1.72, 0.0, 0.0, 0.0, 26.2, NASDAQ Capital
NeuroMetrix WT, NUROW, 0.07, 0.09, 0.07, 0.09, 0.02, 27.84, 3650, 0.56, 0.02, 0.0, 0.0, 0.0, 136.84, NASDAQ Capital
Shutterfly, SFLY, 62.86, 68.28, 62.82, 68.15, 14.83, 27.81, 13370288, 68.28, 39.76, 0.0, 0.0, 73.28, 36.98, NASDAQ Global
Dynegy Cl A WT, DYN%A, 0.24, 0.24, 0.24, 0.24, 0.05, 26.32, 222, 8.36, 0.11, 0.0, 0.0, 0.0, 26.32, NYSE
Citius Pharmaceuticals WT, CTXRW, 0.96, 1.2, 0.96, 1.2, 0.25, 26.32, 1300, 1.38, 0.21, 0.0, 0.0, 0.0, 100.0, NASDAQ Capital
Check-Cap WT, CHEKW, 0.27, 0.27, 0.27, 0.27, 0.05, 21.95, 1000, 1.61, 0.15, 0.0, 0.0, 0.0, 49.06, NASDAQ Capital
Zafgen, ZFGN, 5.8, 7.1, 5.63, 6.87, 1.2, 21.16, 543148, 7.1, 3.21, 0.0, 0.0, 0.0, 48.7, NASDAQ Global
Heat Biologics, HTBX, 2.83, 3.7, 2.83, 3.4, 0.57, 20.14, 5026434, 12.5, 2.6, 0.0, 0.0, 0.0, -11.2, NASDAQ Capital
Catalyst Biosciences, CBIO, 21.05, 25.8, 21.01, 25.39, 4.12, 19.37, 557600, 27.01, 3.11, 0.0, 0.0, 0.0, 86.14, NASDAQ Capital
Sunesis Pharmaceuticals, SNSS, 4.7, 5.65, 4.68, 5.55, 0.9, 19.35, 382831, 5.65, 1.82, 0.0, 0.0, 0.0, 50.41, NASDAQ Capital
Ply Gem Holdings, PGEM, 21.4, 21.5, 21.4, 21.45, 3.35, 18.51, 5456109, 21.5, 14.55, 0.0, 0.0, 24.38, 15.95, NYSE
National Holdings WT, NHLDW, 1.5, 1.5, 1.5, 1.5, 0.23, 18.11, 4100, 2.6, 0.14, 0.0, 0.0, 0.0, 66.67, NASDAQ Capital
Polymet Mining, PLM, 1.14, 1.34, 1.12, 1.32, 0.2, 17.86, 3895735, 1.34, 0.57, 0.0, 0.0, 0.0, 53.49, NYSE American
iPass, IPAS, 0.5, 0.61, 0.48, 0.58, 0.08, 16.98, 1142020, 1.61, 0.44, 0.0, 0.0, 0.0, 12.52, NASDAQ Global
Eastside Distilling, EAST, 4.48, 5.8, 4.38, 5.05, 0.73, 16.92, 158012, 7.5, 3.35, 0.0, 0.0, 0.0, 25.33, NASDAQ Capital
ADOMANI, ADOM, 1.64, 2.05, 1.64, 1.91, 0.27, 16.46, 2339644, 18.31, 1.62, 0.0, 0.0, 0.0, -56.59, NASDAQ Capital
Kitov Pharma WT, KTOVW, 0.85, 0.85, 0.8, 0.84, 0.11, 15.38, 32376, 1.1, 0.28, 0.0, 0.0, 0.0, 39.2, NASDAQ Capital
International Tower Hill Mines, THM, 0.45, 0.54, 0.45, 0.52, 0.07, 15.33, 329755, 0.77, 0.29, 0.0, 0.0, 0.0, 20.7, NYSE American
OMNOVA Solutions, OMN, 10.25, 11.6, 9.75, 11.0, 1.45, 15.18, 544481, 11.6, 8.1, 0.0, 0.0, 0.0, 10.0, NYSE
Kingtone Wirelessinfo Solution Holding ADR, KONE, 8.1, 9.4, 5.16, 5.35, 0.67, 14.31, 1929716, 9.4, 2.63, 0.0, 0.0, 0.0, 25.0, NASDAQ Capital
Meridian Waste Solutions WT, MRDNW, 0.16, 0.16, 0.16, 0.16, 0.02, 14.29, 2200, 0.7, 0.1, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital
Solid Biosciences, SLDB, 22.86, 27.5, 21.97, 25.62, 3.12, 13.87, 669084, 29.25, 19.12, 0.0, 0.0, 0.0, 13.26, NASDAQ Global
Tengasco, TGC, 0.71, 0.81, 0.71, 0.81, 0.1, 13.68, 103251, 1.56, 0.37, 0.0, 0.0, 0.0, 0.9, NYSE American
Meritor, MTOR, 26.04, 27.74, 25.5, 27.28, 3.28, 13.67, 3730624, 27.96, 14.65, 0.0, 0.0, 7.68, 16.28, NYSE
Meta Financial Group, CASH, 111.35, 117.97, 106.54, 117.0, 13.85, 13.43, 239816, 117.97, 60.7, 0.52, 0.44, 23.4, 26.28, NASDAQ Global
Federal Street Acquisition WT, FSACW, 1.08, 1.25, 1.08, 1.24, 0.14, 13.11, 39500, 1.3, 0.95, 0.0, 0.0, 0.0, 8.19, NASDAQ Capital
Immuron WT, IMRNW, 2.0, 2.75, 1.95, 2.25, 0.26, 12.92, 30066, 3.74, 0.64, 0.0, 0.0, 0.0, 147.24, NASDAQ Capital
Atomera, ATOM, 5.02, 5.98, 4.82, 5.5, 0.6, 12.24, 250604, 7.64, 2.45, 0.0, 0.0, 0.0, 27.02, NASDAQ Capital
Sigma Labs WT, SGLBW, 0.4, 0.51, 0.35, 0.35, 0.04, 12.16, 10548, 1.5, 0.16, 0.0, 0.0, 0.0, -27.56, NASDAQ Capital
MGP Ingredients, MGPI, 81.3, 90.34, 81.3, 89.54, 9.55, 11.94, 570640, 90.34, 41.93, 0.16, 0.18, 47.13, 16.47, NASDAQ Global
Pitney Bowes, PBI, 13.0, 14.8, 13.0, 14.11, 1.49, 11.81, 9510510, 16.25, 9.5, 0.75, 5.32, 30.3, 26.21, NYSE
OFG Bancorp, OFG, 10.3, 11.5, 10.25, 11.4, 1.2, 11.76, 801561, 13.6, 7.8, 0.24, 2.11, 13.31, 21.28, NYSE
Akers Biosciences, AKER, 0.25, 0.28, 0.25, 0.28, 0.03, 11.58, 14053366, 2.9, 0.12, 0.0, 0.0, 0.0, 109.93, NASDAQ Capital
Navigator Holdings, NVGS, 12.0, 12.35, 11.05, 12.3, 1.25, 11.31, 764165, 14.75, 7.0, 0.0, 0.0, 58.57, 24.87, NYSE
Immuron ADR, IMRN, 8.8, 11.69, 8.31, 9.22, 0.93, 11.22, 67251, 11.69, 4.47, 0.0, 0.0, 0.0, 74.29, NASDAQ Capital
Cleveland BioLabs, CBLI, 3.31, 3.65, 3.25, 3.57, 0.36, 11.21, 52652, 5.55, 1.35, 0.0, 0.0, 0.0, -10.97, NASDAQ Capital
On Assignment, ASGN, 69.62, 77.68, 69.32, 76.57, 7.69, 11.16, 1003266, 77.68, 43.84, 0.0, 0.0, 35.61, 19.14, NYSE
Forum Merger Rt, FMCIR, 0.79, 0.8, 0.77, 0.8, 0.08, 11.11, 85024, 0.82, 0.24, 0.0, 0.0, 0.0, 21.21, NASDAQ Capital
Globus Maritime, GLBS, 1.21, 1.34, 1.2, 1.33, 0.13, 10.83, 1366449, 10.1, 0.86, 0.0, 0.0, 0.0, 16.04, NASDAQ Capital
Oncobiologics WT Series A, ONSIW, 0.04, 0.04, 0.04, 0.04, 0.0, 10.79, 75880, 1.67, 0.02, 0.0, 0.0, 0.0, 21.02, NASDAQ Global
Marathon Patent Group, MARA, 2.94, 3.6, 2.94, 3.21, 0.31, 10.69, 3598738, 10.03, 0.5, 0.0, 0.0, 0.0, -21.71, NASDAQ Capital
Resolute Energy, REN, 30.83, 34.18, 30.83, 33.92, 3.24, 10.56, 1502783, 49.14, 23.64, 0.0, 0.0, 0.0, 7.79, NYSE
Plantronics, PLT, 56.0, 60.49, 55.57, 58.99, 5.57, 10.43, 508640, 60.49, 41.28, 0.6, 1.02, 280.9, 17.09, NYSE
Remark Holdings, MARK, 9.73, 10.17, 9.09, 9.65, 0.91, 10.41, 3773817, 15.1, 1.93, 0.0, 0.0, 0.0, -0.82, NASDAQ Capital
Immunogen, IMGN, 8.75, 9.54, 8.52, 9.18, 0.86, 10.34, 8656410, 9.54, 2.28, 0.0, 0.0, 0.0, 43.21, NASDAQ Global
Rocket Pharmaceuticals, RCKT, 17.62, 19.07, 17.15, 19.04, 1.76, 10.19, 909720, 19.32, 3.4, 0.0, 0.0, 0.0, 82.38, NASDAQ Global
Qualstar, QBAK, 8.79, 10.18, 8.79, 9.8, 0.9, 10.11, 86269, 13.2, 3.41, 0.0, 0.0, 0.0, 16.67, NASDAQ Capital
Barington/Hilco Acquisition Rt, BHACR, 0.24, 0.25, 0.21, 0.21, 0.02, 9.95, 2204, 0.47, 0.11, 0.0, 0.0, 0.0, 31.25, NASDAQ Capital
Long Blockchain, LBCC, 2.82, 3.19, 2.75, 3.1, 0.28, 9.93, 258591, 9.49, 1.7, 0.0, 0.0, 0.0, -39.22, NASDAQ Capital
DelMar Pharmaceuticals, DMPI, 1.31, 1.57, 1.25, 1.45, 0.13, 9.85, 1070009, 5.39, 0.78, 0.0, 0.0, 0.0, 33.03, NASDAQ Capital
Knight-Swift Transportation Holdings Cl A, KNX, 51.66, 51.94, 49.6, 49.79, 4.45, 9.81, 9542102, 51.94, 26.68, 0.0, 0.0, 0.0, 13.88, NYSE
Energizer Holdings, ENR, 57.55, 58.34, 54.51, 58.22, 5.19, 9.79, 2420652, 62.86, 40.64, 1.16, 1.99, 18.08, 21.34, NYSE
Juniper Pharmaceuticals, JNP, 7.45, 7.95, 7.45, 7.9, 0.7, 9.72, 146606, 7.95, 3.65, 0.0, 0.0, 13.39, 62.89, NASDAQ Global
BeiGene ADR, BGNE, 124.65, 137.5, 122.34, 135.75, 12.0, 9.7, 457559, 137.5, 34.28, 0.0, 0.0, 0.0, 38.92, NASDAQ Global
Pensare Acquisition WT, WRLSW, 0.55, 0.6, 0.55, 0.57, 0.05, 9.62, 70495, 0.74, 0.42, 0.0, 0.0, 0.0, 3.64, NASDAQ Capital
Wabash National, WNC, 26.0, 26.54, 24.81, 25.83, 2.24, 9.5, 3638470, 26.54, 18.1, 0.3, 1.16, 14.51, 19.03, NYSE
Applied DNA Sciences WT, APDNW, 0.35, 0.35, 0.35, 0.35, 0.03, 9.37, 268, 1.04, 0.21, 0.0, 0.0, 0.0, -2.78, NASDAQ Capital
Andina Acquisition II WT, ANDAW, 1.75, 1.9, 1.75, 1.87, 0.16, 9.36, 37800, 1.9, 0.15, 0.0, 0.0, 0.0, -0.53, NASDAQ Capital
Forestar Group, FOR, 22.25, 24.4, 22.25, 24.4, 2.05, 9.17, 174689, 24.4, 12.3, 0.0, 0.0, 9.38, 10.91, NYSE
Citigroup Wt 2019, C%A, 0.15, 0.16, 0.15, 0.16, 0.01, 8.9, 375172, 0.2, 0.06, 0.0, 0.0, 0.0, 57.74, NYSE
Checkpoint Therapeutics, CKPT, 4.01, 4.48, 4.0, 4.35, 0.35, 8.75, 30207, 15.0, 3.2, 0.0, 0.0, 0.0, 12.11, NASDAQ Capital
Constellation Alpha Capital Rt, CNACR, 0.38, 0.38, 0.36, 0.38, 0.03, 8.57, 23400, 0.48, 0.25, 0.0, 0.0, 0.0, 22.58, NASDAQ Capital
Luby's, LUB, 2.8, 3.08, 2.77, 3.06, 0.24, 8.51, 506284, 3.73, 2.36, 0.0, 0.0, 0.0, 15.91, NYSE
Birks Group, BGI, 1.39, 1.58, 1.35, 1.47, 0.12, 8.5, 250330, 2.72, 1.19, 0.0, 0.0, 10.12, 13.08, NYSE American
Zai Lab ADR, ZLAB, 25.16, 26.97, 24.85, 26.96, 2.11, 8.49, 376848, 35.74, 20.67, 0.0, 0.0, 0.0, 26.99, NASDAQ Global
Reading International Cl B, RDIB, 25.81, 27.66, 25.81, 27.66, 2.14, 8.4, 2066, 27.66, 16.29, 0.0, 0.0, 26.99, 20.26, NASDAQ Capital
Youngevity International, YGYI, 5.01, 5.23, 4.83, 5.23, 0.4, 8.37, 57216, 7.0, 3.0, 0.0, 0.0, 0.0, 26.73, NASDAQ Capital
Enphase Energy, ENPH, 2.05, 2.2, 2.04, 2.2, 0.17, 8.37, 635919, 3.45, 0.65, 0.0, 0.0, 0.0, -8.71, NASDAQ Global
BofI Holding, BOFI, 33.99, 38.51, 33.75, 35.97, 2.61, 7.82, 3998510, 38.51, 21.6, 0.0, 0.0, 16.89, 20.3, NASDAQ Global
Xcel Brands, XELB, 3.1, 3.45, 3.1, 3.45, 0.25, 7.81, 6188, 5.0, 1.8, 0.0, 0.0, 24.16, 4.55, NASDAQ Global
KemPharm, KMPH, 5.8, 6.25, 5.65, 6.25, 0.45, 7.76, 355928, 6.43, 2.45, 0.0, 0.0, 0.0, 54.32, NASDAQ Global
Westwater Resources, WWR, 0.83, 0.94, 0.81, 0.89, 0.06, 7.54, 367392, 2.64, 0.76, 0.0, 0.0, 0.0, -16.82, NASDAQ Capital
Videocon d2h ADR, VDTH, 8.12, 8.74, 8.07, 8.68, 0.6, 7.5, 73387, 11.74, 6.4, 0.0, 0.0, 111.5, -8.78, NASDAQ Global
National Instruments, NATI, 48.25, 50.59, 47.62, 49.94, 3.43, 7.37, 1350287, 50.59, 30.56, 0.92, 1.84, 128.05, 19.96, NASDAQ Global
Vaalco Energy, EGY, 0.78, 0.83, 0.77, 0.83, 0.06, 7.36, 249433, 1.23, 0.68, 0.0, 0.0, 20.75, 19.05, NYSE
Castlight Health Cl B, CSLT, 3.65, 3.75, 3.65, 3.7, 0.25, 7.25, 283322, 4.75, 3.05, 0.0, 0.0, 0.0, -1.33, NYSE
Nemaura Medical, NMRD, 5.06, 6.5, 5.05, 5.63, 0.38, 7.24, 78523, 9.6, 1.4, 0.0, 0.0, 0.0, 10.39, NASDAQ Capital
Myomo, MYO, 4.6, 4.99, 4.25, 4.74, 0.32, 7.24, 1346461, 23.2, 2.07, 0.0, 0.0, 0.0, 26.4, NYSE American
Bel Fuse Cl A, BELFA, 17.94, 19.23, 17.94, 19.23, 1.29, 7.19, 352, 29.9, 17.94, 0.24, 1.25, 21.42, -11.87, NASDAQ Global
NantHealth, NH, 3.26, 3.59, 3.24, 3.44, 0.23, 7.17, 153624, 8.34, 2.6, 0.0, 0.0, 0.0, 12.79, NASDAQ Global
Draper Oakwood Technology Acquisition WT, DOTAW, 0.75, 0.75, 0.75, 0.75, 0.05, 7.14, 4000, 0.92, 0.41, 0.0, 0.0, 0.0, 11.94, NASDAQ Capital
Integrated Media Technology, IMTE, 5.49, 6.0, 5.49, 6.0, 0.4, 7.14, 267, 10.0, 5.04, 0.0, 0.0, 6.7, 6.57, NASDAQ Capital
Eldorado Resorts, ERI, 32.6, 35.0, 32.6, 34.55, 2.3, 7.13, 1376447, 35.15, 15.1, 0.0, 0.0, 0.0, 4.22, NASDAQ Global
Hudbay Minerals WT, HBM%, 0.29, 0.29, 0.2, 0.22, 0.01, 7.11, 4400, 1.04, 0.07, 0.0, 0.0, 0.0, -29.03, NYSE
Take-Two Interactive Software, TTWO, 120.99, 127.77, 120.99, 126.67, 8.36, 7.07, 3679531, 127.77, 53.35, 0.0, 0.0, 116.21, 15.39, NASDAQ Global
Digital Ally, DGLY, 2.2, 2.4, 2.2, 2.3, 0.15, 6.98, 41304, 5.68, 1.7, 0.0, 0.0, 0.0, -13.21, NASDAQ Capital
Electronic Arts, EA, 129.55, 131.01, 126.47, 126.96, 8.26, 6.96, 14219834, 131.01, 80.4, 0.0, 0.0, 39.67, 20.85, NASDAQ Global
AVEO Pharmaceuticals, AVEO, 3.02, 3.29, 3.0, 3.23, 0.21, 6.95, 3927509, 4.24, 0.5, 0.0, 0.0, 0.0, 15.77, NASDAQ Global
Casa Systems, CASA, 18.0, 19.19, 17.79, 19.09, 1.23, 6.89, 271309, 21.29, 13.25, 0.0, 0.0, 336.68, 7.49, NASDAQ Global
Barington/Hilco Acquisition WT, BHACW, 0.19, 0.23, 0.19, 0.23, 0.02, 6.88, 224, 0.26, 0.03, 0.0, 0.0, 0.0, 232.86, NASDAQ Capital
Advanced Micro Devices, AMD, 13.24, 13.85, 13.15, 13.74, 0.87, 6.76, 139758137, 15.65, 9.7, 0.0, 0.0, 458.0, 33.66, NASDAQ Capital
Och-Ziff Capital Management, OZM, 2.46, 2.56, 2.37, 2.56, 0.16, 6.67, 1950182, 3.95, 2.15, 0.08, 3.13, 22.07, 2.4, NYSE
Forum Merger WT, FMCIW, 0.75, 0.89, 0.74, 0.8, 0.05, 6.67, 496679, 0.89, 0.21, 0.0, 0.0, 0.0, 17.65, NASDAQ Capital
Oxbridge Re Holdings, OXBR, 2.35, 2.6, 2.25, 2.4, 0.15, 6.67, 59987, 6.9, 1.85, 0.48, 20.0, 0.0, 11.63, NASDAQ Capital
Technical Communications, TCCO, 9.2, 9.75, 9.1, 9.6, 0.6, 6.67, 56359, 15.4, 2.25, 0.0, 0.0, 0.0, -16.16, NASDAQ Capital
GDS Holdings ADR, GDS, 26.97, 28.86, 26.44, 28.54, 1.78, 6.65, 1214577, 30.54, 6.9, 0.0, 0.0, 0.0, 26.68, NASDAQ Global
ObsEva, OBSV, 12.0, 12.74, 11.98, 12.69, 0.79, 6.64, 20386, 14.7, 5.0, 0.0, 0.0, 0.0, 30.02, NASDAQ Global
Denison Mines, DNN, 0.49, 0.51, 0.48, 0.51, 0.03, 6.62, 478589, 0.84, 0.38, 0.0, 0.0, 0.0, -7.53, NYSE American
Metropolitan Bank Holding, MCB, 44.7, 47.76, 44.5, 47.49, 2.94, 6.6, 161501, 51.3, 36.35, 0.0, 0.0, 0.0, 12.8, NYSE
Nine Energy Service, NINE, 25.41, 27.35, 25.36, 27.12, 1.68, 6.6, 186693, 29.0, 23.43, 0.0, 0.0, 0.0, 3.91, NYSE
DPW Holdings, DPW, 2.21, 2.31, 2.15, 2.26, 0.14, 6.6, 2603023, 5.95, 0.4, 0.0, 0.0, 0.0, -29.6, NYSE American
Grana y Montero ADR, GRAM, 2.77, 2.95, 2.74, 2.92, 0.18, 6.57, 244946, 5.24, 2.16, 0.07, 2.43, 4.63, 2.46, NYSE
PolarityTE, COOL, 20.09, 21.36, 20.01, 21.3, 1.3, 6.5, 126192, 32.63, 3.8, 0.0, 0.0, 0.0, -8.23, NASDAQ Capital
VivoPower International, VVPR, 2.63, 2.65, 2.63, 2.63, 0.16, 6.48, 1235, 5.33, 2.08, 0.0, 0.0, 5.95, -9.31, NASDAQ Capital
KBS Fashion Group, KBSF, 4.92, 5.18, 4.7, 5.01, 0.3, 6.37, 120019, 18.0, 1.41, 0.0, 0.0, 0.0, 21.01, NASDAQ Capital
Cheetah Mobile ADR, CMCM, 16.24, 17.2, 16.09, 16.57, 0.98, 6.29, 1824300, 18.18, 7.54, 0.0, 0.0, 43.67, 37.17, NYSE
MediciNova, MNOV, 8.5, 9.06, 8.5, 8.84, 0.52, 6.25, 101026, 9.06, 4.4, 0.0, 0.0, 0.0, 36.63, NASDAQ Global
CRH Medical, CRHM, 2.85, 3.02, 2.85, 3.0, 0.18, 6.19, 130463, 9.25, 1.46, 0.0, 0.0, 33.33, 13.21, NYSE American
First Savings Financial Group, FSFG, 59.87, 66.23, 59.8, 63.5, 3.67, 6.13, 6085, 66.23, 44.15, 0.56, 0.88, 14.4, 11.36, NASDAQ Capital
Madrigal Pharmaceuticals, MDGL, 140.0, 150.03, 139.0, 148.42, 8.57, 6.13, 448721, 150.03, 13.09, 0.0, 0.0, 0.0, 61.7, NASDAQ Capital
Entree Resources, EGI, 0.49, 0.53, 0.48, 0.52, 0.03, 6.13, 103101, 0.72, 0.21, 0.0, 0.0, 0.0, -12.97, NYSE American
Black Ridge Acquisition WT, BRACW, 0.35, 0.35, 0.35, 0.35, 0.02, 6.06, 40300, 0.37, 0.24, 0.0, 0.0, 0.0, 6.06, NASDAQ Capital
Harmony Gold Mining ADR, HMY, 1.71, 1.79, 1.69, 1.77, 0.1, 5.99, 7833791, 2.99, 1.56, 0.05, 2.98, 47.2, -5.35, NYSE
Menlo Therapeutics, MNLO, 34.83, 38.1, 34.41, 36.8, 2.03, 5.84, 278145, 38.1, 20.5, 0.0, 0.0, 0.0, 28.18, NASDAQ Global
Capricor Therapeutics, CAPR, 1.91, 2.06, 1.86, 2.0, 0.11, 5.82, 491522, 4.25, 0.63, 0.0, 0.0, 0.0, 26.58, NASDAQ Capital
Genesis Healthcare, GEN, 0.92, 1.0, 0.91, 0.98, 0.05, 5.76, 600214, 4.2, 0.6, 0.0, 0.0, 0.0, 28.46, NYSE
TransGlobe Energy, TGA, 1.4, 1.48, 1.38, 1.47, 0.08, 5.76, 118619, 1.85, 1.07, 0.1, 6.8, 0.0, 2.15, NASDAQ Global
Nxt-ID WT, NXTDW, 0.39, 0.42, 0.37, 0.37, 0.02, 5.74, 12196, 3.42, 0.08, 0.0, 0.0, 0.0, -44.76, NASDAQ Capital
India Globalization Capital, IGC, 0.96, 0.96, 0.85, 0.92, 0.05, 5.69, 908710, 1.63, 0.24, 0.0, 0.0, 0.0, -8.05, NYSE American
Diana Containerships, DCIX, 2.89, 3.09, 2.8, 2.98, 0.16, 5.67, 857057, 20991.6, 1.56, 0.0, 0.0, 0.0, -26.6, NASDAQ Global
Valhi, VHI, 5.39, 5.85, 5.39, 5.79, 0.31, 5.66, 263813, 7.28, 2.13, 0.08, 1.38, 25.17, -6.16, NYSE
Iteris, ITI, 6.5, 6.83, 6.49, 6.76, 0.36, 5.62, 255551, 8.17, 4.4, 0.0, 0.0, 0.0, -3.01, NASDAQ Capital
TOP Ships, TOPS, 0.21, 0.22, 0.2, 0.21, 0.01, 5.61, 6020454, 89100.0, 0.18, 0.0, 0.0, 0.0, -15.22, NASDAQ Capital
Patriot Transportation Holding, PATI, 18.72, 20.14, 18.72, 19.53, 1.03, 5.58, 3747, 25.27, 16.72, 0.0, 0.0, 34.88, 12.39, NASDAQ Global
Seanergy Maritime Holdings WT, SHIPW, 0.19, 0.19, 0.19, 0.19, 0.01, 5.56, 100, 0.34, 0.06, 0.0, 0.0, 0.0, -7.54, NASDAQ Capital
Myovant Sciences, MYOV, 13.37, 14.0, 13.37, 13.98, 0.73, 5.51, 14487, 18.85, 9.92, 0.0, 0.0, 0.0, 10.6, NYSE
Alaska Communications Systems Group, ALSK, 2.23, 2.33, 2.18, 2.32, 0.12, 5.45, 64593, 2.91, 1.6, 0.0, 0.0, 0.0, -13.43, NASDAQ Global
Ever-Glory International Group, EVK, 2.55, 2.7, 2.5, 2.69, 0.14, 5.37, 14483, 3.0, 1.96, 0.0, 0.0, 3.84, 14.34, NASDAQ Global
InflaRx, IFRX, 22.76, 23.95, 21.76, 23.95, 1.22, 5.37, 31651, 26.92, 14.47, 0.0, 0.0, 0.0, 14.32, NASDAQ Global
CVR Refining, CVRR, 16.0, 16.75, 15.88, 16.75, 0.85, 5.35, 537705, 18.25, 6.7, 0.0, 0.0, 23.26, 1.21, NYSE
Sientra, SIEN, 12.12, 12.8, 11.79, 12.61, 0.64, 5.35, 685822, 16.68, 7.2, 0.0, 0.0, 0.0, -10.31, NASDAQ Global
Neptune Technologies&Bioressources, NEPT, 3.27, 3.45, 3.17, 3.38, 0.17, 5.3, 678903, 3.59, 0.7, 0.0, 0.0, 45.49, 43.22, NASDAQ Capital
Bank of America Cl B WT, BAC%B, 3.49, 3.63, 3.43, 3.6, 0.18, 5.26, 900190, 3.69, 0.51, 0.0, 0.0, 0.0, 68.22, NYSE
Pensare Acquisition Rt, WRLSR, 0.46, 0.53, 0.46, 0.53, 0.03, 5.26, 51063, 0.55, 0.31, 0.0, 0.0, 0.0, 5.26, NASDAQ Capital
Novelion Therapeutics, NVLN, 5.6, 5.87, 4.97, 5.21, 0.26, 5.25, 396873, 12.12, 3.08, 0.0, 0.0, 0.0, 66.99, NASDAQ Global
Centrus Energy, LEU, 3.63, 3.92, 3.61, 3.86, 0.19, 5.18, 9002, 6.59, 3.3, 0.0, 0.0, 0.0, -3.74, NYSE American
Cohbar, CWBR, 6.5, 6.8, 6.39, 6.74, 0.33, 5.15, 41111, 6.95, 4.8, 0.0, 0.0, 0.0, 35.61, NASDAQ Capital
Grupo Financiero Galicia ADR, GGAL, 66.39, 69.94, 66.32, 69.8, 3.4, 5.12, 366315, 73.45, 30.83, 0.0, 0.0, 19.86, 6.0, NASDAQ Capital
TapImmune, TPIV, 3.71, 3.97, 3.65, 3.9, 0.19, 5.12, 21078, 5.35, 2.6, 0.0, 0.0, 0.0, -0.51, NASDAQ Capital
ACM Research Cl A, ACMR, 5.14, 5.52, 5.14, 5.37, 0.26, 5.09, 66858, 8.48, 4.74, 0.0, 0.0, 0.0, 2.29, NASDAQ Global
Digital Realty Trust, DLR, 106.75, 112.07, 106.75, 111.95, 5.39, 5.06, 2416739, 127.23, 101.7, 3.72, 3.32, 90.28, -1.71, NYSE
SB Financial Group, SBFG, 18.89, 18.89, 18.89, 18.89, 0.91, 5.06, 632, 20.75, 15.61, 0.3, 1.59, 10.83, 2.16, NASDAQ Capital
LRAD, LRAD, 2.38, 2.52, 2.34, 2.51, 0.12, 5.02, 146632, 2.58, 1.3, 0.04, 1.59, 0.0, 0.8, NASDAQ Capital
Natural Grocers by Vitamin Cottage, NGVC, 8.75, 8.83, 8.43, 8.6, 0.41, 5.01, 458583, 13.08, 4.79, 0.0, 0.0, 27.74, -3.7, NYSE
Grupo Supervielle ADR, SUPV, 30.64, 32.33, 30.58, 31.97, 1.52, 4.99, 370901, 33.85, 14.13, 0.0, 0.0, 18.97, 9.04, NYSE
EV Energy Partners, EVEP, 0.72, 0.75, 0.7, 0.73, 0.03, 4.99, 129937, 2.02, 0.37, 0.3, 40.82, 0.0, 44.1, NASDAQ Capital
Biohaven Pharmaceutical Holding, BHVN, 33.1, 34.65, 31.85, 34.56, 1.64, 4.98, 962773, 39.51, 17.0, 0.0, 0.0, 0.0, 28.09, NYSE
Westmoreland Resource Partners, WMLP, 2.77, 2.83, 2.72, 2.75, 0.13, 4.96, 24502, 5.66, 2.1, 0.46, 16.8, 0.0, -1.43, NYSE
National Vision Holdings, EYE, 37.92, 39.5, 37.28, 39.12, 1.85, 4.96, 149886, 43.8, 27.19, 0.0, 0.0, 0.0, -3.67, NASDAQ Global
China Cord Blood, CO, 9.98, 10.49, 9.71, 10.41, 0.49, 4.94, 449499, 14.95, 5.06, 0.0, 0.0, 28.25, 4.62, NYSE
ENGlobal, ENG, 0.82, 0.87, 0.8, 0.85, 0.04, 4.94, 35793, 3.1, 0.73, 0.0, 0.0, 0.0, -2.3, NASDAQ Capital
Boeing, BA, 360.5, 360.97, 351.62, 354.37, 16.66, 4.93, 10568510, 360.97, 160.82, 6.84, 1.93, 32.57, 20.16, NYSE
