Name,Symbol,Open,High,Low,Close,NetChg,PcntChg,Volume,High52Wk,Low52Wk,Div,Yield,PERatio,YTDPcntChg,Exchange
Skywest, SKYW, 52.7, 54.2, 52.26, 54.15, 1.3, 2.46, 289502, 58.0, 30.4, 0.32, 0.59, 6.71, 1.98, NASDAQ Global
Brinker International, EAT, 33.72, 34.92, 33.71, 34.53, 0.83, 2.46, 1883446, 46.16, 29.5, 1.52, 4.4, 13.18, -11.1, NYSE
Polaris Industries, PII, 108.5, 112.35, 107.3, 111.46, 2.68, 2.46, 1029952, 137.66, 77.91, 2.4, 2.15, 41.43, -10.11, NYSE
Central Valley Community Bancorp, CVCY, 19.25, 19.64, 19.1, 19.59, 0.47, 2.46, 38906, 23.94, 17.62, 0.28, 1.43, 17.34, -2.92, NASDAQ Capital
IAC/InterActiveCorp., IAC, 142.23, 149.48, 142.23, 145.35, 3.47, 2.45, 1871839, 149.48, 72.0, 0.0, 0.0, 36.7, 18.87, NASDAQ Global
Stitch Fix Cl A, SFIX, 20.52, 21.38, 20.11, 20.94, 0.5, 2.45, 322649, 30.07, 14.48, 0.0, 0.0, 0.0, -18.93, NASDAQ Global
AV Homes, AVHI, 16.4, 17.1, 16.15, 16.85, 0.4, 2.43, 112515, 20.5, 14.65, 0.0, 0.0, 22.47, 1.2, NASDAQ Global
Quarterhill, QTRH, 1.66, 1.7, 1.66, 1.69, 0.04, 2.42, 78680, 2.2, 1.26, 0.04, 2.33, 6.5, -8.15, NASDAQ Global
Aaron's Inc., AAN, 38.37, 39.54, 38.06, 39.37, 0.93, 2.42, 631868, 48.22, 26.12, 0.12, 0.3, 20.72, -1.2, NYSE
Differential Brands Group, DFBG, 1.06, 1.06, 0.96, 0.97, 0.02, 2.42, 9320, 2.55, 0.7, 0.0, 0.0, 0.0, 2.11, NASDAQ Capital
Invitae, NVTA, 6.23, 6.44, 6.19, 6.37, 0.15, 2.41, 609132, 11.88, 5.91, 0.0, 0.0, 0.0, -29.85, NYSE
Alliqua BioMedical, ALQA, 1.68, 1.76, 1.62, 1.71, 0.04, 2.4, 33632, 8.48, 1.58, 0.0, 0.0, 0.0, -5.52, NASDAQ Capital
Melinta Therapeutics, MLNT, 12.5, 13.9, 12.5, 12.85, 0.3, 2.39, 88659, 24.25, 10.25, 0.0, 0.0, 0.0, -18.67, NASDAQ Global
Tetraphase Pharmaceuticals, TTPH, 5.44, 5.66, 5.4, 5.57, 0.13, 2.39, 266998, 9.93, 4.09, 0.0, 0.0, 0.0, -11.59, NASDAQ Global
Zillow Group Cl C, Z, 43.51, 45.18, 43.48, 44.55, 1.04, 2.39, 1262382, 51.23, 32.56, 0.0, 0.0, 0.0, 8.87, NASDAQ Global
Sociedad Quimica y Minera De Chile ADR, SQM, 55.3, 56.26, 54.78, 54.84, 1.28, 2.39, 1631499, 64.2, 30.82, 0.89, 1.62, 41.75, -7.63, NYSE
Sigma Labs, SGLB, 1.49, 1.5, 1.46, 1.48, 0.03, 2.39, 27159, 5.8, 1.33, 0.0, 0.0, 0.0, -30.94, NASDAQ Capital
Children's Place, PLCE, 144.75, 149.3, 144.05, 148.25, 3.45, 2.38, 251440, 161.65, 94.95, 1.6, 1.08, 21.0, 2.0, NASDAQ Global
Exelixis, EXEL, 29.0, 30.2, 28.88, 29.72, 0.69, 2.38, 1948442, 32.5, 18.03, 0.0, 0.0, 60.65, -2.24, NASDAQ Global
Iovance Biotherapeutics, IOVA, 16.8, 17.25, 16.6, 17.2, 0.4, 2.38, 939726, 17.25, 4.45, 0.0, 0.0, 0.0, 115.0, NASDAQ Global
P&F Industries Cl A, PFIN, 7.64, 7.78, 7.6, 7.78, 0.18, 2.38, 2172, 8.63, 5.6, 0.2, 2.57, 0.0, -7.17, NASDAQ Global
Trustco Bank, TRST, 8.4, 8.65, 8.4, 8.6, 0.2, 2.38, 329306, 9.7, 7.25, 0.26, 3.05, 19.2, -6.52, NASDAQ Global
DSW Cl A, DSW, 19.31, 19.97, 19.15, 19.75, 0.46, 2.38, 992640, 22.72, 15.14, 0.8, 4.05, 18.63, -7.75, NYSE
Standex International, SXI, 96.0, 99.42, 96.0, 98.25, 2.28, 2.38, 62180, 110.0, 84.3, 0.72, 0.73, 37.93, -3.53, NYSE
MongoDB, MDB, 25.7, 26.47, 25.37, 26.39, 0.61, 2.37, 74503, 34.0, 24.62, 0.0, 0.0, 0.0, -11.08, NASDAQ Global
Acxiom, ACXM, 26.82, 27.15, 25.76, 26.46, 0.61, 2.36, 3754293, 29.75, 21.8, 0.0, 0.0, 0.0, -3.99, NASDAQ Global
Cresud ADR, CRESY, 19.44, 19.81, 18.5, 19.51, 0.45, 2.36, 183569, 23.69, 17.31, 0.45, 2.31, 6.94, -11.68, NASDAQ Global
TFS Financial, TFSL, 14.6, 15.01, 14.6, 14.98, 0.34, 2.36, 359643, 17.82, 14.32, 0.68, 4.54, 48.34, 0.3, NASDAQ Global
Arena Pharmaceuticals, ARNA, 39.16, 40.49, 39.0, 40.04, 0.92, 2.35, 376232, 41.92, 11.3, 0.0, 0.0, 0.0, 17.87, NASDAQ Global
CarGurus Cl A, CARG, 29.87, 30.86, 29.87, 30.53, 0.7, 2.35, 98321, 36.81, 25.85, 0.0, 0.0, 0.0, 1.83, NASDAQ Global
Jounce Therapeutics, JNCE, 22.86, 23.88, 22.3, 23.53, 0.54, 2.35, 244807, 29.29, 11.05, 0.0, 0.0, 0.0, 84.55, NASDAQ Global
Targa Resources, TRGP, 46.76, 48.66, 46.76, 47.57, 1.09, 2.35, 3252204, 60.62, 39.59, 3.64, 7.65, 0.0, -1.76, NYSE
Ohio Valley Banc, OVBC, 40.3, 41.55, 40.3, 41.55, 0.95, 2.34, 5912, 43.85, 27.4, 0.84, 2.02, 0.0, 2.85, NASDAQ Global
PLx Pharma, PLXP, 6.35, 6.6, 6.35, 6.55, 0.15, 2.34, 5241, 9.95, 1.05, 0.0, 0.0, 0.0, -5.06, NASDAQ Capital
Blue Hills Bancorp, BHBK, 19.2, 19.8, 19.11, 19.75, 0.45, 2.33, 49461, 22.05, 16.4, 0.6, 3.04, 29.04, -1.74, NASDAQ Global
Sturm Ruger, RGR, 49.4, 51.15, 49.0, 50.5, 1.15, 2.33, 187449, 68.8, 44.8, 0.84, 1.66, 14.81, -9.58, NYSE
Highway Holdings, HIHO, 4.35, 4.35, 4.3, 4.35, 0.1, 2.33, 2886, 4.5, 3.1, 0.24, 5.52, 17.4, 3.57, NASDAQ Capital
Lockheed Martin, LMT, 338.29, 350.34, 337.82, 345.43, 7.84, 2.32, 1997832, 361.79, 256.4, 8.0, 2.32, 50.58, 7.59, NYSE
First Savings Financial Group, FSFG, 65.0, 66.55, 65.0, 66.5, 1.5, 2.31, 6404, 66.63, 45.73, 0.56, 0.84, 15.08, 16.63, NASDAQ Capital
TDH Holdings, PETZ, 4.38, 4.49, 4.1, 4.43, 0.1, 2.31, 42272, 31.75, 4.06, 0.0, 0.0, 0.0, -21.45, NASDAQ Capital
Golden Entertainment, GDEN, 29.9, 31.39, 29.9, 30.73, 0.69, 2.3, 226498, 34.75, 11.06, 0.0, 0.0, 27.94, -5.88, NASDAQ Global
Prothena, PRTA, 28.92, 30.2, 28.13, 29.8, 0.67, 2.3, 1451373, 70.0, 27.19, 0.0, 0.0, 0.0, -20.51, NASDAQ Global
ZAGG, ZAGG, 15.2, 15.85, 15.0, 15.6, 0.35, 2.3, 283449, 23.7, 5.9, 0.0, 0.0, 173.33, -15.45, NASDAQ Global
LRAD, LRAD, 2.18, 2.27, 2.15, 2.22, 0.05, 2.3, 75563, 2.58, 1.3, 0.04, 1.8, 0.0, -10.84, NASDAQ Capital
Spirit AeroSystems Holdings Cl A, SPR, 88.3, 91.29, 88.28, 90.34, 2.02, 2.29, 1492812, 105.2, 51.85, 0.4, 0.44, 29.91, 3.54, NYSE
Manhattan Bridge Capital, LOAN, 5.85, 6.05, 5.85, 6.02, 0.13, 2.29, 20457, 7.0, 4.65, 0.48, 7.98, 14.79, 1.21, NASDAQ Capital
Therapix Biosciences ADR, TRPX, 5.7, 6.0, 5.7, 5.8, 0.13, 2.29, 15844, 10.95, 4.26, 0.0, 0.0, 0.0, 8.61, NASDAQ Capital
Amphastar Pharmaceuticals, AMPH, 17.52, 18.05, 17.2, 17.94, 0.4, 2.28, 148585, 19.95, 12.05, 0.0, 0.0, 4983.33, -6.76, NASDAQ Global
OptiNose, OPTN, 18.05, 18.51, 18.05, 18.41, 0.41, 2.28, 17759, 21.5, 15.01, 0.0, 0.0, 0.0, -2.59, NASDAQ Global
Plymouth Industrial REIT, PLYM, 17.74, 17.74, 16.81, 17.59, 0.39, 2.27, 14516, 19.0, 16.36, 1.5, 8.53, 0.0, -4.82, NYSE American
H&R Block, HRB, 25.04, 25.91, 25.0, 25.74, 0.57, 2.26, 3721305, 31.8, 19.85, 0.96, 3.73, 13.69, -1.83, NYSE
JPMorgan Chase Wt, JPM%, 72.0, 74.05, 72.0, 73.22, 1.62, 2.26, 29485, 77.0, 40.53, 0.0, 0.0, 0.0, 10.22, NYSE
CURO Group Holdings, CURO, 16.86, 17.45, 16.68, 17.3, 0.38, 2.25, 86274, 17.89, 13.5, 0.0, 0.0, 15.46, 22.87, NYSE
BlackLine, BL, 32.5, 33.6, 32.5, 33.33, 0.73, 2.24, 339656, 40.28, 26.72, 0.0, 0.0, 0.0, 1.62, NASDAQ Global
ICF International, ICFI, 51.65, 54.55, 51.65, 52.75, 1.15, 2.23, 91225, 56.55, 40.2, 0.0, 0.0, 20.93, 0.48, NASDAQ Global
Valeritas Holdings, VLRX, 3.09, 3.18, 3.09, 3.18, 0.07, 2.23, 3984, 32.0, 2.0, 0.0, 0.0, 0.0, 11.55, NASDAQ Capital
FGL Holdings WT, FG%, 1.38, 1.39, 1.3, 1.38, 0.03, 2.22, 76524, 2.52, 0.97, 0.0, 0.0, 0.0, -10.97, NYSE
ReShape Lifesciences, RSLS, 1.4, 1.41, 1.36, 1.38, 0.03, 2.22, 119260, 8.52, 1.23, 0.0, 0.0, 0.0, -6.76, NASDAQ Capital
Teva Pharmaceutical Industries ADR, TEVA, 20.26, 21.0, 20.19, 20.85, 0.45, 2.21, 17019386, 37.94, 10.85, 0.34, 1.63, 0.0, 10.03, NYSE
AmeriServ Financial, ASRV, 4.15, 4.25, 4.15, 4.19, 0.09, 2.2, 14156, 4.4, 3.65, 0.06, 1.43, 24.65, 0.96, NASDAQ Global
Atrion, ATRI, 544.0, 555.0, 544.0, 552.9, 11.9, 2.2, 5278, 694.0, 459.05, 4.8, 0.87, 30.63, -12.32, NASDAQ Global
HNI, HNI, 35.37, 36.41, 35.07, 36.18, 0.78, 2.2, 204939, 48.32, 31.16, 1.14, 3.15, 24.12, -6.2, NYSE
Tapestry, TPR, 48.93, 50.71, 48.93, 50.1, 1.08, 2.2, 7929169, 50.71, 36.69, 1.35, 2.69, 31.12, 13.27, NYSE
United Continental Holdings, UAL, 63.84, 66.58, 63.75, 65.36, 1.41, 2.2, 5638028, 83.04, 56.51, 0.0, 0.0, 9.23, -3.03, NYSE
Entegra Financial, ENFC, 27.6, 28.35, 27.45, 28.05, 0.6, 2.19, 11592, 30.7, 22.0, 0.0, 0.0, 66.79, -4.1, NASDAQ Global
Alliance Data Systems, ADS, 240.08, 249.73, 240.08, 246.75, 5.28, 2.19, 820997, 278.33, 209.0, 2.28, 0.92, 17.47, -2.66, NYSE
Convergys, CVG, 21.43, 22.06, 21.36, 21.96, 0.47, 2.19, 1167427, 26.66, 20.15, 0.4, 1.82, 16.92, -6.55, NYSE
Staffing 360 Solutions, STAF, 3.24, 3.37, 3.08, 3.27, 0.07, 2.19, 18588, 6.6, 2.25, 0.0, 0.0, 0.0, 3.81, NASDAQ Capital
Ra Pharmaceuticals, RARX, 6.38, 7.15, 6.25, 6.55, 0.14, 2.18, 116481, 27.84, 6.2, 0.0, 0.0, 0.0, -22.94, NASDAQ Global
AbbVie, ABBV, 111.52, 116.85, 111.38, 113.62, 2.42, 2.18, 9510861, 125.86, 60.05, 2.84, 2.5, 34.53, 17.49, NYSE
John Wiley&Sons Cl B, JWB, 63.25, 63.25, 63.25, 63.25, 1.35, 2.18, 229, 68.0, 46.53, 1.28, 2.02, 22.35, -4.15, NYSE
SilverSun Technologies, SSNT, 3.16, 3.83, 3.16, 3.83, 0.08, 2.18, 10311, 5.22, 3.0, 0.0, 0.0, 26.57, -9.44, NASDAQ Capital
Universal Security Instruments, UUU, 1.4, 1.5, 1.35, 1.47, 0.03, 2.18, 6590, 3.9, 1.3, 0.0, 0.0, 0.0, -13.47, NYSE American
Evolent Health Cl A, EVH, 13.8, 14.32, 13.75, 14.1, 0.3, 2.17, 527667, 27.5, 10.3, 0.0, 0.0, 0.0, 14.63, NYSE
Omnicom Group, OMC, 73.99, 76.31, 73.64, 75.38, 1.6, 2.17, 2120861, 86.71, 65.32, 2.4, 3.18, 15.02, 3.5, NYSE
Terra Nitrogen, TNH, 79.29, 82.91, 79.06, 81.01, 1.72, 2.17, 32161, 108.89, 75.2, 5.44, 6.72, 12.76, 1.5, NYSE
Atlas Financial Holdings, AFH, 18.55, 19.15, 18.41, 18.95, 0.4, 2.16, 18471, 21.5, 12.15, 0.0, 0.0, 135.36, -7.79, NASDAQ Global
Boingo Wireless, WIFI, 22.69, 23.33, 22.47, 23.2, 0.49, 2.16, 279968, 25.99, 10.46, 0.0, 0.0, 0.0, 3.11, NASDAQ Global
Interactive Brokers Group, IBKR, 63.24, 65.38, 63.03, 64.75, 1.36, 2.15, 900649, 67.42, 33.01, 0.4, 0.62, 60.06, 9.36, NASDAQ Global
Stericycle, SRCL, 71.26, 73.45, 71.0, 72.84, 1.53, 2.15, 1047549, 88.0, 61.25, 0.0, 0.0, 0.0, 7.13, NASDAQ Global
Nordstrom, JWN, 49.35, 50.15, 48.5, 49.3, 1.04, 2.15, 2165571, 53.0, 37.79, 1.48, 3.0, 17.36, 4.05, NYSE
Supernus Pharmaceuticals, SUPN, 37.5, 38.6, 37.4, 38.1, 0.8, 2.14, 458985, 50.05, 24.05, 0.0, 0.0, 35.33, -4.39, NASDAQ Global
Anadarko Petroleum, APC, 60.76, 61.23, 57.67, 58.72, 1.23, 2.14, 11848352, 70.0, 39.96, 0.2, 0.34, 0.0, 9.47, NYSE
Steelcase, SCS, 14.1, 14.5, 14.05, 14.35, 0.3, 2.14, 539704, 18.15, 12.5, 0.51, 3.55, 16.12, -5.59, NYSE
Transcontinental Realty Investors, TCI, 27.54, 27.54, 26.81, 27.19, 0.57, 2.14, 2078, 35.0, 16.5, 0.0, 0.0, 0.0, -13.19, NYSE
CYREN, CYRN, 2.15, 2.15, 2.1, 2.15, 0.04, 2.14, 1032, 2.55, 1.35, 0.0, 0.0, 0.0, -14.2, NASDAQ Capital
Perma-Fix Environmental Services, PESI, 3.6, 3.6, 3.58, 3.58, 0.08, 2.14, 1165, 4.3, 2.85, 0.0, 0.0, 0.0, -2.05, NASDAQ Capital
Northwest Bancshares, NWBI, 16.46, 16.84, 16.39, 16.78, 0.35, 2.13, 685476, 18.63, 14.95, 0.68, 4.05, 18.24, 0.3, NASDAQ Global
Crown Crafts, CRWS, 7.18, 7.25, 7.16, 7.2, 0.15, 2.13, 8713, 8.7, 5.4, 0.32, 4.44, 15.32, 11.63, NASDAQ Capital
Fanhua ADR, FANH, 26.27, 27.48, 25.59, 26.94, 0.56, 2.12, 192286, 31.85, 6.79, 0.8, 2.97, 0.0, 24.61, NASDAQ Global
Select Bancorp, SLCT, 12.56, 13.44, 12.56, 13.02, 0.27, 2.12, 15728, 14.06, 10.58, 0.0, 0.0, 22.45, 3.01, NASDAQ Global
Zillow Group Cl A, ZG, 43.74, 45.32, 43.66, 44.75, 0.93, 2.12, 270359, 50.91, 32.63, 0.0, 0.0, 0.0, 9.84, NASDAQ Global
American Eagle Outfitters, AEO, 17.46, 18.0, 17.26, 17.81, 0.37, 2.12, 2724782, 19.48, 10.23, 0.5, 2.81, 19.36, -5.27, NYSE
Biglari Holdings, BH, 391.25, 400.16, 390.8, 399.04, 8.3, 2.12, 3840, 451.15, 290.05, 0.0, 0.0, 21.5, -3.71, NYSE
Finish Line Cl A, FINL, 10.46, 10.81, 10.45, 10.67, 0.22, 2.11, 836231, 18.3, 6.9, 0.46, 4.31, 19.93, -26.57, NASDAQ Global
Rocky Brands, RCKY, 16.65, 17.02, 16.55, 16.9, 0.35, 2.11, 22759, 20.95, 10.25, 0.44, 2.6, 27.7, -10.58, NASDAQ Global
Armada Hoffler Properties, AHH, 12.8, 13.32, 12.75, 13.09, 0.27, 2.11, 340813, 16.0, 12.65, 0.76, 5.81, 26.18, -15.71, NYSE
Boeing, BA, 340.52, 353.59, 339.87, 348.12, 7.21, 2.11, 7812057, 361.45, 163.69, 6.84, 1.96, 25.84, 18.04, NYSE
Wells Fargo Wt, WFC%, 25.5, 25.88, 24.95, 25.22, 0.52, 2.11, 16163, 32.68, 16.15, 0.0, 0.0, 0.0, -8.26, NYSE
DarioHealth, DRIO, 1.42, 1.47, 1.36, 1.45, 0.03, 2.11, 15764, 4.7, 1.32, 0.0, 0.0, 0.0, -9.49, NASDAQ Capital
DLH Holdings, DLHC, 6.16, 6.28, 6.16, 6.28, 0.13, 2.11, 1642, 6.83, 4.1, 0.0, 0.0, 23.26, 1.95, NASDAQ Capital
Newtek Business Services, NEWT, 16.67, 17.22, 16.67, 17.03, 0.35, 2.1, 142420, 19.4, 15.44, 1.6, 9.4, 10.32, -7.9, NASDAQ Global
Rapid7, RPD, 22.9, 23.6, 22.73, 23.37, 0.48, 2.1, 396369, 25.95, 12.49, 0.0, 0.0, 0.0, 25.24, NASDAQ Global
Loop Industries, LOOP, 15.85, 16.0, 15.15, 15.62, 0.32, 2.09, 8156, 19.0, 4.0, 0.0, 0.0, 0.0, 7.87, NASDAQ Global
Overstock.com, OSTK, 56.75, 60.8, 55.45, 56.15, 1.15, 2.09, 4478396, 89.8, 13.75, 0.0, 0.0, 0.0, -12.13, NASDAQ Global
A-Mark Precious Metals, AMRK, 11.82, 14.02, 11.82, 12.29, 0.25, 2.08, 19539, 21.66, 11.37, 0.32, 2.6, 15.56, -16.11, NASDAQ Global
Green Plains, GPRE, 16.8, 17.55, 16.75, 17.15, 0.35, 2.08, 1002211, 26.05, 15.6, 0.48, 2.8, 24.15, 1.78, NASDAQ Global
Medpace Holdings, MEDP, 35.47, 36.62, 35.33, 36.35, 0.74, 2.08, 129912, 39.64, 21.76, 0.0, 0.0, 53.5, 0.25, NASDAQ Global
P.A.M. Transportation Services, PTSI, 36.58, 37.35, 35.8, 37.34, 0.76, 2.08, 8127, 43.2, 14.5, 0.0, 0.0, 29.63, 8.45, NASDAQ Global
WisdomTree Investments, WETF, 10.05, 10.47, 9.94, 10.33, 0.21, 2.08, 2051142, 13.41, 7.87, 0.12, 1.16, 51.65, -17.69, NASDAQ Global
NuSTAR GP Holdings, NSH, 16.4, 16.95, 16.25, 16.9, 0.34, 2.08, 207122, 30.95, 13.5, 2.18, 12.9, 8.51, 7.64, NYSE
NeuroMetrix, NURO, 1.45, 1.63, 1.45, 1.47, 0.03, 2.08, 546971, 6.08, 1.41, 0.0, 0.0, 0.0, -14.98, NASDAQ Capital
Investors Title, ITIC, 193.02, 193.02, 191.81, 191.89, 3.89, 2.07, 3408, 221.88, 126.0, 1.6, 0.83, 17.21, -3.26, NASDAQ Global
MDU Resources Group, MDU, 25.57, 26.5, 25.41, 25.67, 0.52, 2.07, 1410122, 28.22, 24.29, 0.79, 3.08, 21.82, -4.5, NYSE
Comstock Holding Cl A, CHCI, 1.44, 1.56, 1.42, 1.48, 0.03, 2.07, 203525, 3.9, 1.2, 0.0, 0.0, 0.0, -12.94, NASDAQ Capital
Intec Pharma, NTEC, 6.0, 6.55, 5.95, 6.17, 0.13, 2.07, 112229, 9.8, 4.2, 0.0, 0.0, 0.0, 19.9, NASDAQ Capital
Insmed, INSM, 25.77, 26.47, 25.11, 26.25, 0.53, 2.06, 637650, 33.94, 11.49, 0.0, 0.0, 0.0, -15.81, NASDAQ Global
Carlisle, CSL, 108.83, 113.42, 108.22, 110.96, 2.24, 2.06, 556221, 119.21, 92.09, 1.48, 1.33, 21.95, -2.37, NYSE
Edwards Lifesciences, EW, 126.75, 131.78, 126.05, 129.7, 2.62, 2.06, 1936957, 138.48, 89.2, 0.0, 0.0, 45.03, 15.07, NYSE
Actinium Pharmaceuticals, ATNM, 0.68, 0.68, 0.63, 0.65, 0.01, 2.06, 506157, 1.72, 0.54, 0.0, 0.0, 0.0, -2.05, NYSE American
DGSE Cos., DGSE, 0.93, 0.98, 0.93, 0.94, 0.02, 2.06, 27279, 1.74, 0.75, 0.0, 0.0, 0.0, 0.97, NYSE American
Eastern, EML, 24.55, 24.9, 24.55, 24.9, 0.5, 2.05, 4848, 31.5, 18.85, 0.44, 1.77, 20.08, -4.78, NASDAQ Global
Forward Air, FWRD, 57.92, 59.79, 57.65, 59.36, 1.19, 2.05, 178837, 64.8, 45.86, 0.6, 1.01, 27.87, 3.34, NASDAQ Global
Ophthotech, OPHT, 2.92, 3.01, 2.87, 2.99, 0.06, 2.05, 416308, 4.81, 2.24, 0.0, 0.0, 1.9, -4.17, NASDAQ Global
World Acceptance, WRLD, 107.75, 112.24, 107.75, 110.19, 2.21, 2.05, 84094, 121.17, 47.45, 0.0, 0.0, 17.23, 36.51, NASDAQ Global
Aspen Insurance Holdings, AHL, 36.5, 38.63, 36.42, 37.3, 0.75, 2.05, 1277096, 57.55, 35.05, 0.96, 2.57, 0.0, -8.13, NYSE
DSP Group, DSPG, 12.2, 12.6, 12.2, 12.5, 0.25, 2.04, 66941, 14.2, 9.85, 0.0, 0.0, 0.0, 0.0, NASDAQ Global
Eagle Pharmaceuticals, EGRX, 57.9, 60.21, 57.33, 59.55, 1.19, 2.04, 155436, 97.15, 45.05, 0.0, 0.0, 9.6, 11.48, NASDAQ Global
Herman Miller, MLHR, 36.75, 37.6, 36.65, 37.45, 0.75, 2.04, 338632, 41.84, 28.55, 0.72, 1.92, 18.49, -6.49, NASDAQ Global
MidWestOne Financial Group, MOFG, 31.59, 33.2, 31.59, 32.52, 0.65, 2.04, 39084, 38.29, 30.56, 0.78, 2.4, 20.85, -3.01, NASDAQ Global
GameStop Cl A, GME, 16.16, 16.67, 16.15, 16.47, 0.33, 2.04, 4258946, 26.68, 15.1, 1.52, 9.23, 4.8, -8.25, NYSE
PLDT ADR, PHI, 29.5, 30.42, 29.5, 29.97, 0.6, 2.04, 105137, 38.54, 27.6, 1.88, 6.28, 12.49, -0.37, NYSE
Kinsale Capital Group, KNSL, 44.54, 45.96, 44.4, 45.74, 0.91, 2.03, 74957, 49.17, 28.67, 0.24, 0.52, 37.8, 1.64, NASDAQ Global
Navient, NAVI, 13.66, 14.25, 13.66, 14.04, 0.28, 2.03, 3725645, 16.97, 11.48, 0.64, 4.56, 13.94, 5.41, NASDAQ Global
Group 1 Automotive, GPI, 71.14, 74.65, 70.65, 72.85, 1.45, 2.03, 604921, 84.47, 51.62, 1.0, 1.37, 11.69, 2.65, NYSE
Lamb Weston Holdings, LW, 55.67, 57.23, 55.52, 56.93, 1.13, 2.03, 1634009, 60.85, 38.58, 0.77, 1.34, 26.36, 0.85, NYSE
Coda Octopus Group, CODA, 5.9, 6.49, 5.15, 5.54, 0.11, 2.03, 20889, 7.0, 3.8, 0.0, 0.0, 15.39, 16.09, NASDAQ Capital
Amira Nature Foods, ANFI, 3.96, 4.05, 3.92, 4.04, 0.08, 2.02, 81857, 7.05, 3.85, 0.0, 0.0, 4.7, -3.12, NYSE
BrasilAgro-Companhia Brasileira de Propriedades Agricolas ADR, LND, 3.98, 4.05, 3.98, 4.05, 0.08, 2.02, 2116, 4.55, 3.21, 0.0, 0.0, 16.69, 15.62, NYSE
Safeguard Scientifics, SFE, 12.35, 12.65, 12.3, 12.6, 0.25, 2.02, 180998, 14.4, 10.65, 0.0, 0.0, 0.0, 12.5, NYSE
Stewart Information Services, STC, 42.35, 43.69, 42.31, 43.33, 0.86, 2.02, 323549, 48.03, 34.48, 1.2, 2.77, 20.34, 2.43, NYSE
Data I/O, DAIO, 10.45, 10.77, 10.21, 10.6, 0.21, 2.02, 90686, 16.49, 4.01, 0.0, 0.0, 19.27, -11.96, NASDAQ Capital
Bassett Furniture Industries, BSET, 32.35, 33.55, 31.85, 33.0, 0.65, 2.01, 30746, 41.3, 24.9, 0.44, 1.33, 19.41, -12.23, NASDAQ Global
Cerus, CERS, 3.98, 4.11, 3.94, 4.07, 0.08, 2.01, 1219916, 5.43, 1.93, 0.0, 0.0, 0.0, 20.41, NASDAQ Global
Navigators Group, NAVG, 47.5, 48.3, 47.5, 48.25, 0.95, 2.01, 81712, 60.35, 45.8, 0.24, 0.5, 41.96, -0.92, NASDAQ Global
Achieve Life Sciences, ACHV, 1.53, 1.54, 1.46, 1.52, 0.03, 2.01, 71291, 7.37, 1.15, 0.0, 0.0, 0.0, 13.15, NASDAQ Capital
Zix, ZIXI, 4.0, 4.12, 3.96, 4.08, 0.08, 2.0, 236922, 6.67, 3.88, 0.0, 0.0, 34.0, -6.85, NASDAQ Global
Meridian Waste Solutions, MRDN, 1.05, 1.05, 1.02, 1.02, 0.02, 2.0, 157096, 4.0, 0.68, 0.0, 0.0, 0.0, -3.77, NASDAQ Capital
Spring Bank Pharmaceuticals, SBPH, 11.66, 12.49, 11.26, 12.25, 0.24, 2.0, 35792, 18.93, 7.25, 0.0, 0.0, 0.0, -8.85, NASDAQ Capital
Covenant Transportation Group Cl A, CVTI, 27.16, 28.18, 26.81, 27.72, 0.54, 1.99, 221387, 30.61, 15.86, 0.0, 0.0, 9.22, -3.52, NASDAQ Global
T-Mobile US, TMUS, 60.96, 62.91, 60.96, 62.06, 1.21, 1.99, 7238329, 68.88, 54.6, 0.0, 0.0, 24.49, -2.28, NASDAQ Global
C.H. Robinson Worldwide, CHRW, 90.47, 93.64, 90.47, 92.57, 1.8, 1.98, 2037504, 100.18, 63.41, 1.84, 1.99, 25.93, 3.91, NASDAQ Global
Columbia Sportswear, COLM, 74.11, 75.63, 74.11, 75.33, 1.46, 1.98, 299463, 78.26, 51.56, 0.76, 1.01, 27.0, 4.8, NASDAQ Global
GW Pharmaceuticals ADR, GWPH, 129.5, 132.96, 129.5, 132.06, 2.57, 1.98, 256674, 143.37, 92.65, 0.0, 0.0, 0.0, 0.04, NASDAQ Global
SailPoint Technologies Holdings, SAIL, 15.9, 16.26, 15.53, 15.97, 0.31, 1.98, 391479, 17.75, 12.82, 0.0, 0.0, 0.0, 10.14, NYSE
XBiotech, XBIT, 4.06, 4.18, 4.03, 4.14, 0.08, 1.97, 29568, 20.18, 2.77, 0.0, 0.0, 0.0, 5.08, NASDAQ Global
Infinity Pharmaceuticals, INFI, 2.04, 2.1, 2.01, 2.08, 0.04, 1.96, 343103, 3.84, 0.93, 0.0, 0.0, 0.0, 2.46, NASDAQ Global
MakeMyTrip, MMYT, 30.4, 31.2, 30.25, 31.15, 0.6, 1.96, 474828, 40.9, 22.4, 0.0, 0.0, 0.0, 4.36, NASDAQ Global
Mattersight, MATR, 2.6, 2.6, 2.55, 2.6, 0.05, 1.96, 5927, 4.05, 2.1, 0.0, 0.0, 0.0, 1.96, NASDAQ Global
National CineMedia, NCMI, 6.63, 6.88, 6.61, 6.76, 0.13, 1.96, 428456, 13.77, 5.12, 0.88, 13.02, 20.48, -1.46, NASDAQ Global
RenaissanceRe Holdings, RNR, 128.95, 133.22, 127.94, 131.92, 2.53, 1.96, 819740, 152.0, 116.5, 1.28, 0.97, 0.0, 5.04, NYSE
