Name,Symbol,Open,High,Low,Close,NetChg,PcntChg,Volume,High52Wk,Low52Wk,Div,Yield,PERatio,YTDPcntChg,Exchange,Date,Time
Determine, DTRM, 0.85, 0.97, 0.84, 0.94, 0.07, 7.87, 387777, 2.43, 0.84, 0.0, 0.0, 0.0, -47.64, NASDAQ Capital,2018-08-15,19:48:11
Neptune Technologies&Bioressources, NEPT, 2.9, 3.13, 2.71, 3.02, 0.22, 7.86, 2539442, 4.46, 0.71, 0.0, 0.0, 17.12, 27.97, NASDAQ Capital,2018-08-15,19:48:11
Ellomay Capital, ELLO, 8.51, 8.65, 8.51, 8.65, 0.63, 7.86, 666, 11.09, 7.5, 0.0, 0.0, 0.0, -3.89, NYSE American,2018-08-15,19:48:11
Avon Products, AVP, 1.73, 1.86, 1.66, 1.85, 0.13, 7.56, 7481389, 2.99, 1.38, 0.24, 12.97, 35.78, -13.95, NYSE,2018-08-15,19:48:11
Idera Pharmaceuticals, IDRA, 8.6, 10.25, 8.32, 9.15, 0.64, 7.52, 2477590, 22.96, 5.2, 0.0, 0.0, 0.0, -45.79, NASDAQ Capital,2018-08-15,19:48:11
ClearSign Combustion, CLIR, 1.95, 2.15, 1.9, 2.15, 0.15, 7.5, 172910, 4.7, 1.65, 0.0, 0.0, 0.0, -40.28, NASDAQ Capital,2018-08-15,19:48:11
Charah Solutions, CHRA, 7.43, 8.19, 7.22, 8.07, 0.56, 7.46, 234207, 12.0, 6.28, 0.0, 0.0, 0.0, 0.0, NYSE,2018-08-15,19:48:11
Borqs Technologies, BRQS, 5.0, 5.03, 4.75, 4.75, 0.3, 6.74, 1150, 10.0, 4.0, 0.0, 0.0, 0.0, -12.84, NASDAQ Capital,2018-08-15,19:48:11
Contango Oil&Gas, MCF, 4.78, 5.18, 4.56, 5.11, 0.32, 6.68, 702083, 6.92, 2.22, 0.0, 0.0, 0.0, 8.49, NYSE American,2018-08-15,19:48:11
Nightstar Therapeutics ADR, NITE, 18.4, 20.18, 18.0, 19.82, 1.24, 6.67, 115895, 24.93, 10.01, 0.0, 0.0, 0.0, 51.07, NASDAQ Global,2018-08-15,19:48:11
Chipotle Mexican Grill Cl, CMG, 504.79, 526.41, 504.74, 525.89, 32.57, 6.6, 1913439, 526.41, 247.51, 0.0, 0.0, 86.92, 81.95, NYSE,2018-08-15,19:48:11
Diffusion Pharmaceuticals, DFFN, 0.39, 0.42, 0.38, 0.41, 0.03, 6.49, 267256, 2.97, 0.3, 0.0, 0.0, 0.0, -65.25, NASDAQ Capital,2018-08-15,19:48:11
Mack-Cali Realty, CLI, 20.21, 21.55, 20.13, 21.5, 1.29, 6.38, 1235208, 24.17, 15.86, 0.8, 3.72, 27.31, -0.28, NYSE,2018-08-15,19:48:11
Bio-Path Holdings, BPTH, 1.46, 1.5, 1.42, 1.5, 0.09, 6.38, 10197, 5.85, 1.25, 0.0, 0.0, 0.0, -25.93, NASDAQ Capital,2018-08-15,19:48:11
Eastside Distilling WT, EASTW, 2.47, 2.5, 2.47, 2.5, 0.15, 6.38, 1371, 8.5, 0.01, 0.0, 0.0, 0.0, 284.62, NASDAQ Capital,2018-08-15,19:48:11
Newater Technology, NEWA, 22.3, 24.0, 21.28, 23.78, 1.42, 6.35, 219787, 28.2, 7.73, 0.0, 0.0, 99.21, 153.25, NASDAQ Capital,2018-08-15,19:48:11
Nordic American Offshore, NAO, 0.8, 0.87, 0.78, 0.85, 0.05, 6.26, 392567, 1.6, 0.71, 0.04, 4.71, 0.0, -29.1, NYSE,2018-08-15,19:48:11
Flexible Solutions International, FSI, 1.48, 1.56, 1.45, 1.55, 0.09, 6.16, 18991, 2.1, 1.33, 0.0, 0.0, 0.0, -14.84, NYSE American,2018-08-15,19:48:11
Farmland Partners, FPI, 6.8, 6.96, 6.59, 6.94, 0.4, 6.12, 478279, 9.68, 5.15, 0.2, 2.88, 0.0, -20.05, NYSE,2018-08-15,19:48:11
Insignia Systems, ISIG, 2.11, 2.13, 2.05, 2.13, 0.12, 6.08, 114337, 2.4, 0.98, 0.0, 0.0, 17.79, 79.43, NASDAQ Capital,2018-08-15,19:48:11
Legacy Acquisition WT, LGC%, 0.49, 0.49, 0.49, 0.49, 0.03, 6.06, 20770, 0.75, 0.33, 0.0, 0.0, 0.0, 16.67, NYSE,2018-08-15,19:48:11
Nuvectra, NVTR, 17.75, 19.05, 17.39, 18.93, 1.08, 6.05, 216379, 23.66, 7.6, 0.0, 0.0, 0.0, 143.94, NASDAQ Global,2018-08-15,19:48:11
Nexeo Solutions Un, NXEOU, 10.75, 11.71, 10.75, 11.45, 0.63, 5.82, 18006, 13.0, 6.76, 0.0, 0.0, 0.0, 19.02, NASDAQ Capital,2018-08-15,19:48:11
Ampio Pharmaceuticals, AMPE, 0.45, 0.47, 0.42, 0.46, 0.03, 5.77, 2827553, 4.95, 0.35, 0.0, 0.0, 0.0, -88.7, NYSE American,2018-08-15,19:48:11
Ascent Capital Group Series A, ASCMA, 2.26, 2.48, 2.25, 2.42, 0.13, 5.68, 95176, 14.15, 1.68, 0.0, 0.0, 0.0, -78.94, NASDAQ Global,2018-08-15,19:48:11
Aytu BioScience, AYTU, 4.3, 4.59, 3.86, 4.56, 0.24, 5.56, 149004, 136.4, 3.86, 0.0, 0.0, 0.0, -89.78, NASDAQ Capital,2018-08-15,19:48:11
Arcus Biosciences, RCUS, 12.25, 13.25, 12.25, 12.97, 0.68, 5.53, 228525, 22.1, 10.8, 0.0, 0.0, 0.0, 0.0, NYSE,2018-08-15,19:48:11
Epizyme, EPZM, 10.05, 10.9, 9.9, 10.75, 0.55, 5.39, 455181, 21.4, 8.61, 0.0, 0.0, 0.0, -14.34, NASDAQ Global,2018-08-15,19:48:11
NuCana ADR, NCNA, 23.02, 24.59, 22.58, 24.23, 1.21, 5.26, 35179, 32.0, 9.32, 0.0, 0.0, 0.0, 139.66, NASDAQ Global,2018-08-15,19:48:11
Benitec Biopharma ADR, BNTC, 2.67, 2.81, 2.66, 2.81, 0.14, 5.24, 4276, 4.9, 1.85, 0.0, 0.0, 0.0, -5.07, NASDAQ Capital,2018-08-15,19:48:11
Ekso Bionics Holdings, EKSO, 2.97, 3.3, 2.83, 3.05, 0.15, 5.17, 3713065, 4.77, 1.02, 0.0, 0.0, 0.0, 43.19, NASDAQ Capital,2018-08-15,19:48:11
Auryn Resources, AUG, 0.97, 1.04, 0.97, 1.04, 0.05, 5.04, 56641, 2.74, 0.97, 0.0, 0.0, 0.0, -36.59, NYSE American,2018-08-15,19:48:11
Pointer Telocation, PNTR, 11.3, 11.75, 11.0, 11.5, 0.55, 5.02, 48778, 19.65, 10.25, 0.0, 0.0, 5.67, -38.17, NASDAQ Capital,2018-08-15,19:48:11
Harmonic, HLIT, 5.05, 5.3, 5.0, 5.25, 0.25, 5.0, 523697, 5.33, 2.8, 0.0, 0.0, 0.0, 25.0, NASDAQ Global,2018-08-15,19:48:11
Matinas BioPharma Holdings, MTNB, 0.37, 0.39, 0.36, 0.38, 0.02, 5.0, 136168, 1.6, 0.32, 0.0, 0.0, 0.0, -67.41, NYSE American,2018-08-15,19:48:11
BrightView Holdings, BV, 16.44, 17.41, 16.29, 17.18, 0.81, 4.95, 1206702, 23.42, 16.29, 0.0, 0.0, 0.0, 0.0, NYSE,2018-08-15,19:48:11
MoSys, MOSY, 0.81, 0.87, 0.76, 0.85, 0.04, 4.93, 463868, 2.23, 0.61, 0.0, 0.0, 0.0, -23.42, NASDAQ Capital,2018-08-15,19:48:11
Compugen, CGEN, 3.1, 3.3, 3.05, 3.2, 0.15, 4.92, 186521, 5.0, 2.25, 0.0, 0.0, 0.0, 28.0, NASDAQ Global,2018-08-15,19:48:11
Kimberly-Clark, KMB, 110.77, 116.72, 110.42, 116.46, 5.33, 4.8, 5869219, 124.15, 97.1, 4.0, 3.43, 23.72, -3.48, NYSE,2018-08-15,19:48:11
Wireless Telecom Group, WTT, 1.92, 2.0, 1.85, 2.0, 0.09, 4.71, 20432, 2.64, 1.35, 0.0, 0.0, 0.0, -17.7, NYSE American,2018-08-15,19:48:11
Edge Therapeutics, EDGE, 0.86, 0.9, 0.81, 0.89, 0.04, 4.69, 172495, 17.77, 0.81, 0.0, 0.0, 0.0, -90.49, NASDAQ Global,2018-08-15,19:48:11
BIO-key International, BKYI, 1.63, 1.79, 1.54, 1.79, 0.08, 4.68, 8574, 3.64, 1.2, 0.0, 0.0, 0.0, 1.12, NASDAQ Capital,2018-08-15,19:48:11
Titan Medical, TMDI, 1.71, 1.85, 1.7, 1.81, 0.08, 4.62, 153545, 7.75, 1.7, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-15,19:48:11
Ohr Pharmaceutical, OHRP, 0.17, 0.17, 0.16, 0.17, 0.01, 4.59, 193050, 2.18, 0.15, 0.0, 0.0, 0.0, -90.81, NASDAQ Capital,2018-08-15,19:48:11
Qudian ADR, QD, 6.58, 7.1, 6.55, 7.08, 0.31, 4.58, 1627658, 35.45, 6.49, 0.0, 0.0, 7.68, -43.54, NYSE,2018-08-15,19:48:11
Sonos, SONO, 16.75, 17.7, 16.45, 17.63, 0.77, 4.57, 1669048, 23.6, 15.51, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-15,19:48:11
Cancer Genetics, CGIX, 0.96, 1.07, 0.96, 1.03, 0.05, 4.57, 172975, 3.75, 0.82, 0.0, 0.0, 0.0, -44.32, NASDAQ Capital,2018-08-15,19:48:11
Opes Acquisition WT, OPESW, 0.44, 0.46, 0.42, 0.46, 0.02, 4.55, 31100, 0.55, 0.33, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-15,19:48:11
Ampliphi Biosciences, APHB, 1.11, 1.16, 1.1, 1.15, 0.05, 4.55, 51292, 2.05, 0.71, 0.0, 0.0, 0.0, 13.86, NYSE American,2018-08-15,19:48:11
Camping World Holdings Cl A, CWH, 20.29, 21.48, 20.01, 21.42, 0.91, 4.44, 1521062, 47.62, 18.16, 0.32, 1.49, 0.0, -52.11, NYSE,2018-08-15,19:48:11
Vitamin Shoppe, VSI, 12.4, 13.1, 12.22, 12.95, 0.55, 4.44, 1156285, 13.1, 2.95, 0.0, 0.0, 0.0, 194.32, NYSE,2018-08-15,19:48:11
Digirad, DRAD, 1.9, 1.9, 1.85, 1.9, 0.08, 4.41, 83181, 3.85, 1.25, 0.22, 11.58, 0.0, -26.21, NASDAQ Global,2018-08-15,19:48:11
comScore, SCOR, 18.5, 20.11, 18.5, 19.42, 0.81, 4.35, 239587, 31.0, 18.36, 0.0, 0.0, 0.0, -31.86, NASDAQ Global,2018-08-15,19:48:11
Eldorado Resorts, ERI, 45.7, 46.0, 43.4, 45.7, 1.9, 4.34, 5235120, 46.85, 21.7, 0.0, 0.0, 20.13, 37.86, NASDAQ Global,2018-08-15,19:48:11
Magal Security Systems, MAGS, 5.31, 5.4, 5.25, 5.32, 0.22, 4.31, 72418, 6.48, 4.13, 0.0, 0.0, 0.0, 5.14, NASDAQ Global,2018-08-15,19:48:11
Pulmatrix, PULM, 0.34, 0.37, 0.33, 0.36, 0.01, 4.27, 674392, 2.67, 0.28, 0.0, 0.0, 0.0, -74.57, NASDAQ Global,2018-08-15,19:48:11
Continental Materials, CUO, 16.95, 17.14, 16.7, 16.93, 0.69, 4.27, 4249, 21.28, 15.5, 0.0, 0.0, 0.0, -10.87, NYSE American,2018-08-15,19:48:11
Riverview Financial, RIVE, 13.45, 13.45, 13.45, 13.45, 0.55, 4.26, 200, 13.85, 11.58, 0.4, 2.97, 89.66, 2.28, NASDAQ Global,2018-08-15,19:48:11
DLH Holdings, DLHC, 5.24, 5.43, 5.2, 5.43, 0.22, 4.22, 1919, 6.83, 5.0, 0.0, 0.0, 77.57, -11.85, NASDAQ Capital,2018-08-15,19:48:11
Protective Insurance Cl A, PTVCA, 23.65, 23.65, 23.65, 23.65, 0.95, 4.19, 403, 24.86, 21.31, 1.12, 4.74, 13.32, -2.47, NASDAQ Global,2018-08-15,19:48:11
Zoe's Kitchen, ZOES, 9.07, 9.49, 8.96, 9.49, 0.38, 4.17, 579556, 17.65, 8.22, 0.0, 0.0, 0.0, -43.24, NYSE,2018-08-15,19:48:11
Del Taco Restaurants WT, TACOW, 3.05, 3.11, 2.92, 3.05, 0.12, 4.1, 9700, 5.6, 1.92, 0.0, 0.0, 0.0, 3.39, NASDAQ Capital,2018-08-15,19:48:11
National American University Holdings, NAUH, 0.98, 1.1, 0.98, 1.02, 0.04, 4.08, 26000, 2.32, 0.76, 0.0, 0.0, 0.0, -28.17, NASDAQ Global,2018-08-15,19:48:11
Innovative Solutions&Support, ISSC, 2.55, 2.7, 2.54, 2.64, 0.1, 4.06, 8083, 3.83, 2.46, 0.0, 0.0, 0.0, -10.1, NASDAQ Global,2018-08-15,19:48:11
Kenon Holdings, KEN, 15.28, 15.4, 14.51, 15.4, 0.6, 4.05, 2131, 33.22, 12.99, 0.0, 0.0, 0.0, -28.87, NYSE,2018-08-15,19:48:11
Bluegreen Vacations, BXG, 20.35, 21.14, 20.15, 20.96, 0.81, 4.02, 76985, 26.22, 12.5, 0.6, 2.86, 11.67, 14.79, NYSE,2018-08-15,19:48:11
Viveve Medical, VIVE, 3.0, 3.17, 2.92, 3.13, 0.12, 3.99, 549512, 6.0, 1.6, 0.0, 0.0, 0.0, -37.02, NASDAQ Capital,2018-08-15,19:48:11
Corvus Pharmaceuticals, CRVS, 9.73, 9.9, 9.41, 9.47, 0.36, 3.95, 87351, 17.64, 7.42, 0.0, 0.0, 0.0, -8.59, NASDAQ Global,2018-08-15,19:48:11
Fred's, FRED, 1.77, 1.86, 1.73, 1.84, 0.07, 3.95, 589643, 7.63, 1.3, 0.0, 0.0, 0.0, -54.57, NASDAQ Global,2018-08-15,19:48:11
Farmmi, FAMI, 3.5, 3.85, 3.42, 3.68, 0.14, 3.95, 350854, 10.32, 2.68, 0.0, 0.0, 13.14, 0.0, NASDAQ Capital,2018-08-15,19:48:11
Westmoreland Resource Partners, WMLP, 1.78, 1.97, 1.74, 1.85, 0.07, 3.93, 74530, 5.58, 0.98, 0.0, 0.0, 0.0, -33.69, NYSE,2018-08-15,19:48:11
Capricor Therapeutics, CAPR, 1.03, 1.07, 1.02, 1.06, 0.04, 3.92, 62210, 4.25, 0.96, 0.0, 0.0, 53.0, -32.91, NASDAQ Capital,2018-08-15,19:48:11
Trans World Entertainment, TWMC, 0.94, 0.95, 0.86, 0.95, 0.04, 3.87, 14816, 3.1, 0.8, 0.0, 0.0, 0.0, -48.09, NASDAQ Global,2018-08-15,19:48:11
Adient, ADNT, 44.77, 45.38, 43.57, 44.29, 1.64, 3.85, 4438554, 86.42, 42.04, 1.1, 2.48, 340.69, -43.72, NYSE,2018-08-15,19:48:11
