Name,Symbol,Open,High,Low,Close,NetChg,PcntChg,Volume,High52Wk,Low52Wk,Div,Yield,PERatio,YTDPcntChg,Exchange,Date,Time
Catabasis Pharmaceuticals, CATB, 0.68, 0.71, 0.65, 0.7, 0.05, 7.17, 1376910, 3.78, 0.61, 0.0, 0.0, 0.0, -52.85, NASDAQ Global,2018-08-23,21:29:40
NanoViricides, NNVC, 0.28, 0.3, 0.27, 0.3, 0.02, 7.1, 147256, 1.43, 0.27, 0.0, 0.0, 0.0, -65.91, NYSE American,2018-08-23,21:29:40
Intra-Cellular Therapies, ITCI, 20.15, 21.47, 20.07, 21.38, 1.41, 7.06, 342819, 25.82, 13.93, 0.0, 0.0, 0.0, 47.65, NASDAQ Global,2018-08-23,21:29:40
RF Industries, RFIL, 11.5, 12.25, 11.4, 12.2, 0.8, 7.02, 420266, 12.25, 1.75, 0.08, 0.66, 27.39, 351.85, NASDAQ Global,2018-08-23,21:29:40
ENDRA Life Sciences WT, NDRAW, 0.61, 0.61, 0.61, 0.61, 0.04, 7.02, 1800, 2.0, 0.23, 0.0, 0.0, 0.0, -51.2, NASDAQ Capital,2018-08-23,21:29:40
Finisar, FNSR, 19.33, 20.16, 19.17, 19.95, 1.3, 6.97, 7283033, 25.44, 14.25, 0.0, 0.0, 0.0, -1.97, NASDAQ Global,2018-08-23,21:29:40
Vermillion, VRML, 0.59, 0.65, 0.57, 0.62, 0.04, 6.9, 148301, 2.1, 0.47, 0.0, 0.0, 0.0, -67.88, NASDAQ Capital,2018-08-23,21:29:40
NovaBay Pharmaceuticals, NBY, 2.05, 2.05, 1.9, 2.03, 0.13, 6.87, 6143, 4.8, 1.9, 0.0, 0.0, 0.0, -47.26, NYSE American,2018-08-23,21:29:40
Nuverra Environmental Solutions, NES, 10.87, 11.48, 10.87, 11.48, 0.73, 6.79, 7083, 26.5, 9.0, 0.0, 0.0, 1.01, -36.85, NYSE American,2018-08-23,21:29:40
Conatus Pharmaceuticals, CNAT, 4.3, 4.57, 4.19, 4.41, 0.28, 6.78, 590376, 7.95, 3.22, 0.0, 0.0, 0.0, -4.55, NASDAQ Global,2018-08-23,21:29:40
Broadway Financial, BYFC, 1.5, 1.6, 1.5, 1.59, 0.1, 6.71, 31429, 2.6, 1.38, 0.0, 0.0, 0.0, -32.63, NASDAQ Capital,2018-08-23,21:29:40
Advanced Micro Devices, AMD, 21.19, 22.32, 21.14, 22.29, 1.39, 6.65, 109999263, 22.32, 9.04, 0.0, 0.0, 69.66, 116.83, NASDAQ Capital,2018-08-23,21:29:40
Eloxx Pharmaceuticals, ELOX, 13.43, 14.44, 12.96, 14.23, 0.88, 6.59, 93486, 24.6, 0.18, 0.0, 0.0, 0.0, 77.88, NASDAQ Global,2018-08-23,21:29:40
MeiraGTx Holdings, MGTX, 10.98, 11.53, 10.95, 11.51, 0.71, 6.57, 79527, 15.49, 7.98, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-23,21:29:40
Iovance Biotherapeutics, IOVA, 14.9, 15.95, 14.85, 15.93, 0.98, 6.52, 1172200, 19.9, 5.1, 0.0, 0.0, 0.0, 99.06, NASDAQ Global,2018-08-23,21:29:40
Navios Maritime Acquisition, NNA, 0.55, 0.6, 0.54, 0.59, 0.04, 6.44, 667077, 1.39, 0.46, 0.08, 13.67, 0.0, -47.26, NYSE,2018-08-23,21:29:40
Celyad ADR, CYAD, 29.24, 29.9, 29.12, 29.9, 1.8, 6.4, 19294, 64.75, 25.55, 0.0, 0.0, 0.0, -30.63, NASDAQ Global,2018-08-23,21:29:40
Synopsys, SNPS, 98.57, 101.76, 96.57, 100.69, 6.02, 6.36, 4115126, 101.76, 77.91, 0.0, 0.0, 167.82, 18.13, NASDAQ Global,2018-08-23,21:29:40
Genesis Healthcare, GEN, 1.59, 1.69, 1.58, 1.69, 0.1, 6.29, 610437, 2.86, 0.6, 0.0, 0.0, 0.0, 121.52, NYSE,2018-08-23,21:29:40
Fly Leasing ADR, FLY, 14.33, 14.9, 14.03, 14.75, 0.87, 6.27, 406601, 14.97, 11.54, 0.0, 0.0, 58.81, 14.25, NYSE,2018-08-23,21:29:40
Navidea Biopharmaceuticals, NAVB, 0.17, 0.18, 0.17, 0.18, 0.01, 6.26, 314083, 0.68, 0.13, 0.0, 0.0, 0.0, -49.82, NYSE American,2018-08-23,21:29:40
Surface Oncology, SURF, 9.4, 10.08, 9.4, 10.03, 0.59, 6.25, 81503, 18.18, 8.76, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-23,21:29:40
Cohen&Co, COHN, 9.48, 10.39, 9.16, 10.39, 0.61, 6.24, 1563, 12.0, 7.5, 0.8, 7.7, 0.0, 29.56, NYSE American,2018-08-23,21:29:40
Altimmune, ALT, 0.31, 0.32, 0.3, 0.32, 0.02, 6.19, 516115, 3.16, 0.25, 0.0, 0.0, 0.0, -83.97, NASDAQ Global,2018-08-23,21:29:40
Inseego, INSG, 3.0, 3.33, 3.0, 3.09, 0.18, 6.19, 1815290, 3.33, 1.14, 0.0, 0.0, 0.0, 91.93, NASDAQ Global,2018-08-23,21:29:40
Strata Skin Sciences, SSKN, 2.56, 2.77, 2.51, 2.75, 0.16, 6.18, 380839, 2.81, 1.06, 0.0, 0.0, 0.0, 123.58, NASDAQ Capital,2018-08-23,21:29:40
BioLife Solutions, BLFS, 23.35, 26.35, 23.35, 24.93, 1.44, 6.13, 581696, 26.35, 4.33, 0.0, 0.0, 0.0, 315.5, NASDAQ Capital,2018-08-23,21:29:40
Glu Mobile, GLUU, 7.08, 7.6, 7.08, 7.47, 0.43, 6.11, 4348826, 7.6, 3.02, 0.0, 0.0, 0.0, 105.22, NASDAQ Global,2018-08-23,21:29:40
MoSys, MOSY, 0.84, 0.95, 0.84, 0.87, 0.05, 6.1, 541174, 2.23, 0.61, 0.0, 0.0, 0.0, -21.62, NASDAQ Capital,2018-08-23,21:29:40
SITO Mobile, SITO, 1.47, 1.58, 1.46, 1.57, 0.09, 6.08, 178321, 8.6, 1.37, 0.0, 0.0, 0.0, -76.64, NASDAQ Capital,2018-08-23,21:29:40
MediciNova, MNOV, 9.65, 9.85, 9.58, 9.73, 0.55, 5.99, 60036, 14.5, 5.13, 0.0, 0.0, 0.0, 50.39, NASDAQ Global,2018-08-23,21:29:40
Lancaster Colony, LANC, 148.72, 156.5, 145.5, 153.47, 8.63, 5.96, 267197, 156.5, 113.94, 2.4, 1.56, 32.11, 18.78, NASDAQ Global,2018-08-23,21:29:40
BiondVax Pharmaceuticals WT, BVXVW, 1.32, 1.33, 1.31, 1.32, 0.07, 5.9, 2000, 2.68, 0.96, 0.0, 0.0, 0.0, 2.65, NASDAQ Capital,2018-08-23,21:29:40
India Globalization Capital, IGC, 0.51, 0.54, 0.47, 0.54, 0.03, 5.86, 1347358, 1.63, 0.3, 0.0, 0.0, 0.0, -46.01, NYSE American,2018-08-23,21:29:40
Invitae, NVTA, 11.43, 12.0, 11.43, 11.99, 0.66, 5.83, 1562386, 12.0, 4.35, 0.0, 0.0, 0.0, 32.05, NYSE,2018-08-23,21:29:40
J. Alexander's Holdings, JAX, 11.15, 11.85, 11.15, 11.8, 0.65, 5.83, 186796, 12.8, 8.7, 0.0, 0.0, 21.45, 21.65, NYSE,2018-08-23,21:29:40
Arlo Technologies, ARLO, 21.49, 23.49, 21.49, 22.73, 1.25, 5.82, 554273, 23.49, 18.3, 0.0, 0.0, 0.0, 0.0, NYSE,2018-08-23,21:29:40
Cypress Energy Partners, CELP, 7.83, 8.25, 7.81, 8.25, 0.45, 5.82, 12754, 8.5, 5.5, 0.84, 10.18, 12.13, 37.5, NYSE,2018-08-23,21:29:40
FireEye, FEYE, 14.9, 16.38, 14.82, 15.76, 0.86, 5.77, 17845219, 19.36, 13.4, 0.0, 0.0, 0.0, 10.99, NASDAQ Global,2018-08-23,21:29:40
Sea ADR, SE, 13.74, 14.38, 13.65, 14.35, 0.78, 5.75, 1418771, 17.19, 10.06, 0.0, 0.0, 0.0, 7.65, NYSE,2018-08-23,21:29:40
Ocean Bio-Chem, OBCI, 4.05, 4.23, 4.02, 4.23, 0.23, 5.75, 21277, 5.71, 3.26, 0.0, 0.0, 14.1, -2.53, NASDAQ Capital,2018-08-23,21:29:40
Cyanotech, CYAN, 3.8, 3.82, 3.75, 3.75, 0.2, 5.63, 2110, 5.78, 3.45, 0.0, 0.0, 0.0, -4.07, NASDAQ Capital,2018-08-23,21:29:40
Meet Group, MEET, 4.11, 4.37, 4.11, 4.32, 0.23, 5.62, 845380, 4.89, 1.84, 0.0, 0.0, 0.0, 53.19, NASDAQ Capital,2018-08-23,21:29:40
Vaxart, VXRT, 3.09, 3.21, 3.08, 3.21, 0.17, 5.59, 6293, 11.88, 2.76, 0.0, 0.0, 0.0, -48.47, NASDAQ Capital,2018-08-23,21:29:40
Revlon Cl A, REV, 19.6, 21.1, 19.6, 20.95, 1.1, 5.54, 134119, 27.9, 14.0, 0.0, 0.0, 0.0, -3.9, NYSE,2018-08-23,21:29:40
Liquid Media Group, YVR, 1.09, 1.16, 1.06, 1.12, 0.06, 5.54, 53665, 3.75, 0.74, 0.0, 0.0, 0.0, -31.37, NASDAQ Capital,2018-08-23,21:29:40
AVEO Pharmaceuticals, AVEO, 2.45, 2.52, 2.38, 2.5, 0.13, 5.49, 2075258, 4.24, 1.86, 0.0, 0.0, 0.0, -10.39, NASDAQ Global,2018-08-23,21:29:40
SandRidge Mississippian Trust II, SDR, 1.5, 1.54, 1.46, 1.54, 0.08, 5.48, 211572, 2.0, 0.74, 0.18, 11.69, 7.16, 80.92, NYSE,2018-08-23,21:29:40
Summit Therapeutics ADR, SMMT, 2.02, 2.15, 2.0, 2.13, 0.11, 5.45, 73129, 16.86, 1.94, 0.0, 0.0, 0.0, -80.78, NASDAQ Global,2018-08-23,21:29:40
Pure Storage Cl A, PSTG, 25.0, 26.76, 24.86, 26.52, 1.37, 5.45, 7095423, 26.76, 12.54, 0.0, 0.0, 0.0, 67.21, NYSE,2018-08-23,21:29:40
Dynatronics, DYNT, 2.8, 2.9, 2.75, 2.9, 0.15, 5.45, 28161, 3.55, 2.1, 0.0, 0.0, 0.0, 0.55, NASDAQ Capital,2018-08-23,21:29:40
China Customer Relations Centers, CCRC, 9.07, 10.42, 8.85, 9.7, 0.5, 5.43, 215721, 35.1, 7.9, 0.0, 0.0, 20.21, -43.11, NASDAQ Capital,2018-08-23,21:29:40
Lightbridge, LTBR, 0.93, 0.97, 0.92, 0.97, 0.05, 5.43, 112973, 4.8, 0.85, 0.0, 0.0, 0.0, -20.49, NASDAQ Capital,2018-08-23,21:29:40
Trade Desk Cl A, TTD, 129.6, 136.83, 129.6, 136.7, 7.02, 5.41, 1467549, 136.83, 40.7, 0.0, 0.0, 110.24, 198.93, NASDAQ Global,2018-08-23,21:29:40
Vitamin Shoppe, VSI, 12.95, 13.8, 12.8, 13.65, 0.7, 5.41, 823411, 13.8, 2.95, 0.0, 0.0, 0.0, 210.23, NYSE,2018-08-23,21:29:40
Kayne Anderson Acquisition WT, KAACW, 1.62, 1.62, 1.61, 1.61, 0.08, 5.4, 1630, 1.75, 0.59, 0.0, 0.0, 0.0, 89.41, NASDAQ Capital,2018-08-23,21:29:40
Twilio Cl A, TWLO, 77.13, 81.43, 76.67, 80.55, 4.11, 5.38, 4319969, 81.43, 23.25, 0.0, 0.0, 0.0, 241.31, NYSE,2018-08-23,21:29:40
Lightpath Technologies Cl A, LPTH, 2.06, 2.16, 2.06, 2.16, 0.11, 5.37, 258300, 4.1, 1.97, 0.0, 0.0, 6.97, -2.7, NASDAQ Capital,2018-08-23,21:29:40
Interpace Diagnostics Group, IDXG, 1.12, 1.19, 1.1, 1.18, 0.06, 5.36, 947953, 1.8, 0.77, 0.0, 0.0, 0.0, 15.69, NASDAQ Capital,2018-08-23,21:29:40
Pangaea Logistics Solutions, PANL, 3.21, 3.6, 3.21, 3.38, 0.17, 5.3, 86678, 8.4, 2.13, 0.0, 0.0, 6.9, -8.15, NASDAQ Capital,2018-08-23,21:29:40
RXi Pharmaceuticals, RXII, 1.52, 1.59, 1.48, 1.59, 0.08, 5.3, 26609, 7.7, 1.29, 0.0, 0.0, 0.0, -71.39, NASDAQ Capital,2018-08-23,21:29:40
AstroNova, ALOT, 20.0, 21.5, 19.9, 21.0, 1.05, 5.26, 27639, 21.5, 11.0, 0.28, 1.33, 35.59, 51.62, NASDAQ Global,2018-08-23,21:29:40
Iterum Therapeutics, ITRM, 9.6, 10.44, 9.6, 10.0, 0.5, 5.26, 25450, 13.0, 8.13, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-23,21:29:40
BJ's Wholesale Club Holdings, BJ, 26.86, 28.27, 26.72, 28.17, 1.38, 5.15, 1590837, 28.27, 20.56, 0.0, 0.0, 30.13, 0.0, NYSE,2018-08-23,21:29:40
Blink Charging, BLNK, 3.09, 3.37, 3.08, 3.27, 0.16, 5.14, 275423, 21.5, 1.28, 0.0, 0.0, 0.0, -27.33, NASDAQ Capital,2018-08-23,21:29:40
Grana y Montero ADR, GRAM, 3.38, 3.77, 3.25, 3.5, 0.17, 5.11, 47041, 5.15, 2.25, 0.07, 2.02, 0.0, 22.81, NYSE,2018-08-23,21:29:40
Data I/O, DAIO, 5.68, 5.77, 5.55, 5.77, 0.28, 5.1, 119211, 16.49, 4.88, 0.0, 0.0, 12.54, -52.08, NASDAQ Capital,2018-08-23,21:29:40
QAD Cl A, QADA, 56.25, 59.55, 55.1, 57.9, 2.8, 5.08, 165070, 59.55, 31.32, 0.29, 0.5, 0.0, 49.03, NASDAQ Global,2018-08-23,21:29:40
Cerecor WT Cl A, CERCW, 0.41, 0.5, 0.34, 0.42, 0.02, 5.0, 35194, 1.25, 0.02, 0.0, 0.0, 0.0, 40.0, NASDAQ Capital,2018-08-23,21:29:40
SIFCO Industries, SIF, 5.25, 5.25, 5.25, 5.25, 0.25, 5.0, 141, 7.95, 4.8, 0.0, 0.0, 0.0, -21.06, NYSE American,2018-08-23,21:29:40
Rubius Therapeutics, RUBY, 25.23, 26.9, 24.46, 25.74, 1.22, 4.98, 129132, 33.01, 19.78, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-23,21:29:40
Reading International Cl B, RDIB, 29.49, 29.49, 28.93, 29.49, 1.39, 4.95, 845, 34.64, 20.0, 0.0, 0.0, 39.85, 28.22, NASDAQ Capital,2018-08-23,21:29:40
Simply Good Foods WT, SMPLW, 6.4, 6.61, 6.4, 6.61, 0.31, 4.94, 2661, 6.7, 1.86, 0.0, 0.0, 0.0, 69.92, NASDAQ Capital,2018-08-23,21:29:40
Sunworks, SUNW, 0.71, 0.73, 0.68, 0.72, 0.03, 4.94, 69018, 1.88, 0.65, 0.0, 0.0, 0.0, -31.04, NASDAQ Capital,2018-08-23,21:29:40
Pulmatrix, PULM, 0.35, 0.39, 0.35, 0.37, 0.02, 4.93, 584781, 2.67, 0.28, 0.0, 0.0, 0.0, -73.74, NASDAQ Global,2018-08-23,21:29:40
