Name,Symbol,Open,High,Low,Close,NetChg,PcntChg,Volume,High52Wk,Low52Wk,Div,Yield,PERatio,YTDPcntChg,Exchange,Date,Time
China Recycling Energy, CREG, 1.23, 1.4, 1.2, 1.37, 0.14, 11.8, 236120, 9.39, 0.95, 0.0, 0.0, 0.0, -51.07, NASDAQ Capital,2018-08-14,21:12:47
Evofem Biosciences, EVFM, 2.16, 2.44, 2.16, 2.38, 0.25, 11.74, 210150, 12.9, 1.79, 0.0, 0.0, 0.0, -79.66, NASDAQ Capital,2018-08-14,21:12:47
New York, NWY, 4.66, 5.23, 4.62, 5.18, 0.54, 11.64, 286431, 5.55, 1.5, 0.0, 0.0, 24.67, 81.12, NYSE,2018-08-14,21:12:47
Monaker Group, MKGI, 2.05, 2.25, 2.05, 2.23, 0.23, 11.44, 6858, 7.95, 1.74, 0.0, 0.0, 0.0, -61.24, NASDAQ Capital,2018-08-14,21:12:47
Lincoln Educational Services, LINC, 2.11, 2.45, 2.11, 2.35, 0.24, 11.37, 15423, 3.13, 1.49, 0.0, 0.0, 0.0, 16.34, NASDAQ Global,2018-08-14,21:12:47
Black Box, BBOX, 1.5, 1.72, 1.47, 1.68, 0.17, 11.26, 612746, 4.45, 0.75, 0.0, 0.0, 0.0, -52.68, NASDAQ Global,2018-08-14,21:12:47
Constellation Pharmaceuticals, CNST, 10.09, 11.0, 9.5, 11.0, 1.1, 11.11, 91709, 12.21, 9.0, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-14,21:12:47
Stellar Acquisition III WT, STLRW, 0.2, 0.4, 0.18, 0.2, 0.02, 11.11, 45255, 0.93, 0.12, 0.0, 0.0, 0.0, -35.5, NASDAQ Capital,2018-08-14,21:12:47
New Age Beverages, NBEV, 1.75, 1.99, 1.75, 1.91, 0.19, 11.05, 782292, 5.14, 1.56, 0.0, 0.0, 0.0, -11.98, NASDAQ Capital,2018-08-14,21:12:47
Alliance One International, AOI, 16.0, 17.7, 15.85, 17.45, 1.7, 10.79, 179332, 30.7, 9.85, 0.0, 0.0, 1.87, 31.7, NYSE,2018-08-14,21:12:47
Energy Fuels, UUUU, 3.09, 3.4, 3.04, 3.39, 0.33, 10.78, 1075548, 3.64, 1.29, 0.0, 0.0, 0.0, 89.39, NYSE American,2018-08-14,21:12:47
Liquidia Technologies, LQDA, 13.5, 14.98, 13.31, 14.83, 1.43, 10.67, 48659, 14.98, 10.52, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-14,21:12:47
TMSR Holding, TMSR, 4.75, 4.87, 4.75, 4.87, 0.46, 10.45, 1196, 10.32, 3.5, 0.0, 0.0, 0.0, -2.19, NASDAQ Capital,2018-08-14,21:12:47
Pulmatrix, PULM, 0.33, 0.38, 0.31, 0.34, 0.03, 10.37, 930321, 2.67, 0.28, 0.0, 0.0, 0.0, -75.61, NASDAQ Global,2018-08-14,21:12:47
Electrameccanica Vehicles WT, SOLOW, 0.75, 0.78, 0.67, 0.75, 0.07, 10.29, 343917, 0.78, 0.0, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-14,21:12:47
Motif Bio ADR, MTFB, 8.5, 8.85, 8.5, 8.7, 0.8, 10.13, 4200, 13.75, 6.84, 0.0, 0.0, 0.0, -19.52, NASDAQ Capital,2018-08-14,21:12:47
PHI Non-Voting, PHIIK, 7.6, 8.48, 7.48, 8.38, 0.77, 10.12, 96521, 13.39, 7.11, 0.0, 0.0, 64.46, -27.57, NASDAQ Global,2018-08-14,21:12:47
Opes Acquisition WT, OPESW, 0.38, 0.44, 0.35, 0.44, 0.04, 10.0, 142795, 0.55, 0.33, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-14,21:12:47
Ascena Retail Group, ASNA, 4.46, 4.9, 4.39, 4.85, 0.44, 9.98, 2623922, 4.9, 1.69, 0.0, 0.0, 0.0, 106.38, NASDAQ Global,2018-08-14,21:12:47
OncoCyte, OCX, 2.75, 2.9, 2.7, 2.85, 0.25, 9.62, 93871, 7.64, 1.1, 0.0, 0.0, 0.0, -38.71, NYSE American,2018-08-14,21:12:47
Abercrombie&Fitch, ANF, 27.02, 29.69, 26.95, 29.26, 2.54, 9.51, 4523523, 29.69, 9.03, 0.8, 2.73, 83.6, 67.87, NYSE,2018-08-14,21:12:47
Altimmune, ALT, 0.33, 0.41, 0.33, 0.36, 0.03, 9.39, 1768168, 3.16, 0.25, 0.0, 0.0, 0.0, -81.91, NASDAQ Global,2018-08-14,21:12:47
ASV Holdings, ASV, 6.25, 6.78, 6.12, 6.78, 0.58, 9.35, 7023, 10.8, 4.75, 0.0, 0.0, 0.0, -33.2, NASDAQ Capital,2018-08-14,21:12:47
Hancock Jaffe Laboratories, HJLI, 2.28, 2.6, 2.26, 2.47, 0.21, 9.29, 82364, 5.64, 2.22, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-14,21:12:47
Natural Grocers by Vitamin Cottage, NGVC, 17.97, 19.98, 17.86, 19.46, 1.65, 9.26, 254078, 19.98, 4.79, 0.0, 0.0, 36.72, 117.92, NYSE,2018-08-14,21:12:47
Otelco Cl A, OTEL, 15.4, 17.0, 15.4, 16.6, 1.39, 9.15, 28870, 17.75, 8.15, 0.0, 0.0, 4.12, 24.34, NASDAQ Capital,2018-08-14,21:12:47
Allied Healthcare Products, AHPI, 2.46, 2.72, 2.46, 2.63, 0.22, 9.13, 34072, 5.25, 1.72, 0.0, 0.0, 0.0, 25.84, NASDAQ Capital,2018-08-14,21:12:47
Pretium Resources, PVG, 8.7, 9.45, 8.67, 9.45, 0.79, 9.12, 3849142, 12.44, 6.17, 0.0, 0.0, 0.0, -17.18, NYSE,2018-08-14,21:12:47
Jensyn Acquisition WT, JSYNW, 0.18, 0.18, 0.18, 0.18, 0.02, 9.09, 100, 0.45, 0.05, 0.0, 0.0, 0.0, -20.0, NASDAQ Capital,2018-08-14,21:12:47
Restoration Robotics, HAIR, 1.57, 1.87, 1.57, 1.7, 0.14, 8.97, 851911, 11.95, 1.45, 0.0, 0.0, 0.0, -63.04, NASDAQ Global,2018-08-14,21:12:47
OncoSec Medical, ONCS, 1.48, 1.6, 1.46, 1.58, 0.13, 8.97, 1619763, 2.95, 0.88, 0.0, 0.0, 0.0, -2.77, NASDAQ Capital,2018-08-14,21:12:47
VBI Vaccines, VBIV, 1.81, 2.08, 1.81, 1.98, 0.16, 8.79, 201557, 5.1, 1.78, 0.0, 0.0, 0.0, -53.63, NASDAQ Capital,2018-08-14,21:12:47
Newtek Business Services, NEWT, 21.99, 24.24, 21.99, 23.82, 1.92, 8.77, 587629, 24.24, 16.01, 1.68, 7.05, 10.31, 28.83, NASDAQ Global,2018-08-14,21:12:47
Genocea Biosciences, GNCA, 0.57, 0.63, 0.56, 0.62, 0.05, 8.72, 306497, 5.7, 0.56, 0.0, 0.0, 0.0, -46.58, NASDAQ Global,2018-08-14,21:12:47
Future FinTech Group, FTFT, 1.64, 1.76, 1.46, 1.75, 0.14, 8.7, 100512, 8.0, 1.3, 0.0, 0.0, 0.0, -58.03, NASDAQ Global,2018-08-14,21:12:47
Diebold Nixdorf, DBD, 4.75, 5.25, 4.65, 5.0, 0.4, 8.7, 7014770, 23.5, 3.55, 0.4, 8.0, 0.0, -69.42, NYSE,2018-08-14,21:12:47
HyreCar, HYRE, 3.38, 4.1, 2.95, 3.01, 0.24, 8.66, 8178250, 6.5, 2.5, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-14,21:12:47
Menlo Therapeutics, MNLO, 8.18, 8.91, 8.06, 8.81, 0.7, 8.63, 93708, 39.86, 6.99, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-14,21:12:47
Golden Minerals, AUMN, 0.23, 0.26, 0.23, 0.25, 0.02, 8.63, 153820, 0.64, 0.23, 0.0, 0.0, 0.0, -41.99, NYSE American,2018-08-14,21:12:47
Taoping, TAOP, 1.16, 1.33, 1.16, 1.26, 0.1, 8.62, 287676, 5.2, 0.91, 0.0, 0.0, 60.29, -14.86, NASDAQ Capital,2018-08-14,21:12:47
BioHiTech Global, BHTG, 4.29, 4.42, 4.28, 4.39, 0.34, 8.4, 23677, 9.5, 2.68, 0.0, 0.0, 0.0, 11.99, NASDAQ Capital,2018-08-14,21:12:47
Aegean Marine Petroleum Network, ANW, 1.75, 1.96, 1.63, 1.94, 0.15, 8.38, 1072442, 5.3, 0.6, 0.04, 2.06, 0.0, -54.88, NYSE,2018-08-14,21:12:47
ChromaDex, CDXC, 4.39, 4.8, 4.39, 4.8, 0.37, 8.35, 274773, 7.24, 3.09, 0.0, 0.0, 0.0, -18.37, NASDAQ Capital,2018-08-14,21:12:47
Ekso Bionics Holdings, EKSO, 2.68, 2.99, 2.64, 2.9, 0.22, 8.21, 2648218, 4.77, 1.02, 0.0, 0.0, 0.0, 36.15, NASDAQ Capital,2018-08-14,21:12:47
ATA ADR, ATAI, 6.29, 6.8, 6.23, 6.65, 0.5, 8.13, 120695, 6.8, 4.02, 0.0, 0.0, 0.0, 43.94, NASDAQ Global,2018-08-14,21:12:47
Ovid Therapeutics, OVID, 6.09, 6.92, 6.0, 6.55, 0.49, 8.09, 88222, 12.44, 5.59, 0.0, 0.0, 0.0, -33.64, NASDAQ Global,2018-08-14,21:12:47
eMagin, EMAN, 1.67, 1.75, 1.63, 1.68, 0.13, 8.06, 154162, 2.3, 1.23, 0.0, 0.0, 0.0, 1.52, NYSE American,2018-08-14,21:12:47
Dycom Industries, DY, 67.61, 73.87, 67.56, 73.57, 5.48, 8.05, 2654647, 123.99, 67.15, 0.0, 0.0, 19.72, -33.98, NYSE,2018-08-14,21:12:47
Contango Oil&Gas, MCF, 4.47, 4.89, 4.45, 4.79, 0.35, 7.88, 619047, 6.92, 2.22, 0.0, 0.0, 0.0, 1.7, NYSE American,2018-08-14,21:12:47
Verrica Pharmaceuticals, VRCA, 15.3, 16.23, 15.04, 16.18, 1.18, 7.87, 20633, 23.29, 13.23, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-14,21:12:47
Advance Auto Parts, AAP, 153.34, 159.5, 152.32, 156.13, 11.29, 7.79, 4442124, 159.5, 78.81, 0.24, 0.15, 22.96, 56.62, NYSE,2018-08-14,21:12:47
Briggs&Stratton, BGG, 17.44, 18.55, 17.39, 18.54, 1.34, 7.79, 849184, 27.34, 16.26, 0.56, 3.02, 41.7, -26.92, NYSE,2018-08-14,21:12:47
Ditech Holding, DHCP, 5.45, 5.81, 5.2, 5.81, 0.42, 7.79, 45983, 19.86, 4.75, 0.0, 0.0, 0.0, -60.78, NYSE,2018-08-14,21:12:47
Second Sight Medical Products WT, EYESW, 0.75, 0.78, 0.47, 0.65, 0.05, 7.79, 23456, 1.66, 0.22, 0.0, 0.0, 0.0, -22.62, NASDAQ Capital,2018-08-14,21:12:47
Catasys, CATS, 8.24, 8.76, 7.78, 8.62, 0.62, 7.69, 60852, 8.88, 3.3, 0.0, 0.0, 25.34, 129.73, NASDAQ Capital,2018-08-14,21:12:47
Sonoma Pharmaceuticals WT, SNOAW, 0.06, 0.07, 0.06, 0.07, 0.01, 7.69, 86434, 0.55, 0.05, 0.0, 0.0, 0.0, -82.93, NASDAQ Capital,2018-08-14,21:12:47
National Holdings, NHLD, 3.3, 3.5, 3.3, 3.45, 0.24, 7.62, 17236, 6.26, 2.08, 0.0, 0.0, 0.0, 4.55, NASDAQ Capital,2018-08-14,21:12:47
Planet Fitness Cl A, PLNT, 49.26, 52.73, 49.14, 52.68, 3.69, 7.53, 2233330, 53.41, 23.49, 0.0, 0.0, 79.82, 52.12, NYSE,2018-08-14,21:12:47
Auris Medical Holding, EARS, 0.27, 0.28, 0.26, 0.28, 0.02, 7.53, 487526, 9.5, 0.25, 0.0, 0.0, 0.0, -95.27, NASDAQ Capital,2018-08-14,21:12:47
Omeros, OMER, 19.18, 20.98, 19.03, 20.62, 1.44, 7.51, 811961, 25.2, 8.36, 0.0, 0.0, 0.0, 6.12, NASDAQ Global,2018-08-14,21:12:47
Viveve Medical, VIVE, 2.9, 3.1, 2.8, 3.01, 0.21, 7.5, 454960, 6.47, 1.6, 0.0, 0.0, 0.0, -39.44, NASDAQ Capital,2018-08-14,21:12:47
Real Goods Solar Cl A, RGSE, 0.34, 0.38, 0.34, 0.36, 0.03, 7.48, 2162026, 3.25, 0.3, 0.0, 0.0, 0.0, -75.34, NASDAQ Capital,2018-08-14,21:12:47
CDTI Advanced Materials, CDTI, 0.38, 0.45, 0.38, 0.4, 0.03, 7.44, 531895, 2.59, 0.36, 0.0, 0.0, 0.0, -74.33, NASDAQ Capital,2018-08-14,21:12:47
Viking Therapeutics WT, VKTXW, 8.8, 9.27, 8.8, 9.26, 0.64, 7.42, 75250, 12.72, 0.34, 0.0, 0.0, 0.0, 266.01, NASDAQ Capital,2018-08-14,21:12:47
Navidea Biopharmaceuticals, NAVB, 0.14, 0.15, 0.14, 0.15, 0.01, 7.41, 444924, 0.68, 0.13, 0.0, 0.0, 0.0, -58.35, NYSE American,2018-08-14,21:12:47
Homology Medicines, FIXX, 15.89, 17.34, 15.67, 16.83, 1.16, 7.4, 148523, 24.4, 15.22, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-14,21:12:47
J.C. Penney, JCP, 2.49, 2.65, 2.46, 2.64, 0.18, 7.32, 17777841, 4.75, 2.25, 0.0, 0.0, 0.0, -16.46, NYSE,2018-08-14,21:12:47
IntriCon, IIN, 64.3, 68.9, 63.45, 68.6, 4.65, 7.27, 155216, 69.25, 8.05, 0.0, 0.0, 121.35, 246.46, NASDAQ Global,2018-08-14,21:12:47
Strata Skin Sciences, SSKN, 1.94, 2.09, 1.94, 2.08, 0.14, 7.22, 189475, 2.81, 1.06, 0.0, 0.0, 0.0, 69.11, NASDAQ Capital,2018-08-14,21:12:47
Staar Surgical, STAA, 39.6, 43.1, 39.6, 42.5, 2.85, 7.19, 1062131, 43.15, 10.75, 0.0, 0.0, 554.83, 174.19, NASDAQ Global,2018-08-14,21:12:47
iPic Entertainment, IPIC, 6.78, 6.78, 6.61, 6.78, 0.45, 7.11, 2730, 17.0, 5.91, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-14,21:12:47
CVR Energy, CVI, 33.7, 35.86, 33.68, 35.84, 2.36, 7.05, 1281392, 47.67, 17.33, 3.0, 8.37, 9.14, -3.76, NYSE,2018-08-14,21:12:47
Netshoes (Cayman), NETS, 2.39, 2.6, 2.34, 2.59, 0.17, 7.02, 41652, 18.45, 1.84, 0.0, 0.0, 0.0, -67.22, NYSE,2018-08-14,21:12:47
Molecular Templates, MTEM, 4.87, 5.24, 4.81, 5.21, 0.34, 6.98, 80763, 13.25, 4.61, 0.0, 0.0, 0.0, -48.0, NASDAQ Capital,2018-08-14,21:12:47
SJW Group, SJW, 66.5, 67.95, 65.25, 66.75, 4.35, 6.97, 163039, 69.29, 51.26, 1.12, 1.68, 27.13, 4.57, NYSE,2018-08-14,21:12:47
iPass, IPAS, 0.27, 0.3, 0.27, 0.28, 0.02, 6.83, 455280, 0.89, 0.25, 0.0, 0.0, 0.0, -46.16, NASDAQ Capital,2018-08-14,21:12:47
Lindblad Expeditions Holdings WT, LINDW, 3.44, 3.44, 3.43, 3.44, 0.22, 6.83, 4800, 3.48, 1.25, 0.0, 0.0, 0.0, 149.28, NASDAQ Capital,2018-08-14,21:12:47
LM Funding America, LMFA, 0.36, 0.39, 0.36, 0.39, 0.02, 6.74, 50388, 6.65, 0.35, 0.0, 0.0, 0.0, -75.44, NASDAQ Capital,2018-08-14,21:12:47
Broadway Financial, BYFC, 1.49, 1.63, 1.4, 1.59, 0.1, 6.71, 474463, 2.6, 1.38, 0.0, 0.0, 0.0, -32.63, NASDAQ Capital,2018-08-14,21:12:47
Intersections, INTX, 1.5, 1.6, 1.5, 1.6, 0.1, 6.67, 19526, 3.68, 1.41, 0.0, 0.0, 0.0, -29.2, NASDAQ Global,2018-08-14,21:12:47
Halcon Resources WT, HK%, 0.16, 0.16, 0.16, 0.16, 0.01, 6.67, 2000, 1.08, 0.1, 0.0, 0.0, 0.0, -75.76, NYSE,2018-08-14,21:12:47
Industrea Acquisition WT, INDUW, 0.64, 0.64, 0.64, 0.64, 0.04, 6.67, 100, 0.94, 0.36, 0.0, 0.0, 0.0, 52.06, NASDAQ Capital,2018-08-14,21:12:47
Intellicheck, IDN, 2.05, 2.08, 1.97, 2.08, 0.13, 6.61, 46651, 3.18, 1.5, 0.0, 0.0, 0.0, -18.8, NYSE American,2018-08-14,21:12:47
Heritage Insurance Holdings, HRTG, 15.52, 16.09, 15.36, 16.0, 0.99, 6.6, 312065, 19.15, 8.85, 0.24, 1.5, 173.72, -11.21, NYSE,2018-08-14,21:12:47
AGM Group Holdings, AGMH, 15.0, 16.0, 14.45, 15.97, 0.98, 6.5, 18424, 37.63, 5.01, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-14,21:12:47
TapImmune, TPIV, 7.7, 8.25, 7.7, 8.21, 0.5, 6.49, 60768, 13.55, 2.58, 0.0, 0.0, 0.0, 109.44, NASDAQ Capital,2018-08-14,21:12:47
Agile Therapeutics, AGRX, 0.26, 0.27, 0.25, 0.27, 0.02, 6.48, 370416, 5.4, 0.23, 0.0, 0.0, 0.0, -90.1, NASDAQ Global,2018-08-14,21:12:47
Kiniksa Pharmaceuticals, KNSA, 14.61, 16.05, 14.28, 15.63, 0.95, 6.47, 108611, 24.64, 13.04, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-14,21:12:47
Destination Maternity, DEST, 4.35, 4.67, 4.3, 4.63, 0.28, 6.44, 115769, 6.84, 1.02, 0.0, 0.0, 0.0, 55.89, NASDAQ Global,2018-08-14,21:12:47
DAVIDsTEA, DTEA, 2.45, 2.55, 2.25, 2.5, 0.15, 6.38, 40523, 5.7, 2.25, 0.0, 0.0, 0.0, -35.9, NASDAQ Global,2018-08-14,21:12:47
InfuSystems Holdings, INFU, 3.1, 3.35, 2.85, 3.35, 0.2, 6.35, 109350, 3.6, 1.75, 0.0, 0.0, 0.0, 45.65, NYSE American,2018-08-14,21:12:47
Iovance Biotherapeutics, IOVA, 15.0, 16.02, 14.9, 15.95, 0.95, 6.33, 1816341, 19.9, 4.45, 0.0, 0.0, 0.0, 99.38, NASDAQ Global,2018-08-14,21:12:47
China Rapid Finance ADR, XRF, 1.75, 1.88, 1.72, 1.86, 0.11, 6.29, 76544, 12.86, 1.6, 0.0, 0.0, 0.0, -67.48, NYSE,2018-08-14,21:12:47
Bright Scholar Education Holdings ADR, BEDU, 11.75, 12.08, 11.41, 12.01, 0.71, 6.28, 622792, 28.18, 10.8, 0.0, 0.0, 40.85, -35.67, NYSE,2018-08-14,21:12:47
Delta Apparel, DLA, 16.92, 18.15, 16.92, 18.15, 1.06, 6.2, 17806, 22.5, 16.3, 0.0, 0.0, 0.0, -10.15, NYSE American,2018-08-14,21:12:47
Loma Negra Compania Industrial Argentina ADR, LOMA, 9.24, 9.85, 9.24, 9.78, 0.57, 6.19, 728383, 26.89, 8.65, 0.0, 0.0, 11.91, -57.55, NYSE,2018-08-14,21:12:47
Ultrapar Participacoes ADR, UGP, 10.94, 11.47, 10.9, 11.32, 0.66, 6.19, 908204, 26.48, 10.41, 0.55, 4.87, 15.86, -50.2, NYSE,2018-08-14,21:12:47
GreenSky, GSKY, 14.89, 15.85, 14.75, 15.39, 0.89, 6.14, 4832336, 27.02, 14.49, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-14,21:12:47
ExOne, XONE, 6.7, 7.19, 6.68, 7.16, 0.41, 6.07, 235558, 12.5, 6.16, 0.0, 0.0, 0.0, -14.76, NASDAQ Global,2018-08-14,21:12:47
Buckle, BKE, 26.6, 28.05, 26.6, 27.95, 1.6, 6.07, 428371, 28.8, 13.5, 1.0, 3.58, 14.71, 17.68, NYSE,2018-08-14,21:12:47
