Name,Symbol,Open,High,Low,Close,NetChg,PcntChg,Volume,High52Wk,Low52Wk,Div,Yield,PERatio,YTDPcntChg,Exchange,Date,Time
Bison Capital Acquisition Rt, BCACR, 0.48, 0.49, 0.48, 0.49, 0.09, 22.5, 437, 0.52, 0.25, 0.0, 0.0, 0.0, 29.29, NASDAQ Capital,2018-08-21,06:47:01
CEL-SCI WT, CVM%, 0.01, 0.01, 0.01, 0.01, 0.0, 20.48, 38833, 0.06, 0.0, 0.0, 0.0, 0.0, -47.37, NYSE American,2018-08-21,06:47:01
Tilray, TLRY, 31.45, 37.46, 31.45, 35.9, 5.21, 16.98, 6031307, 37.46, 20.1, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-21,06:47:01
Medigus WT, MDGSW, 0.6, 0.6, 0.58, 0.58, 0.08, 16.4, 3200, 0.73, 0.41, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-21,06:47:01
ENDRA Life Sciences WT, NDRAW, 0.57, 0.57, 0.57, 0.57, 0.08, 16.35, 1800, 2.0, 0.23, 0.0, 0.0, 0.0, -54.4, NASDAQ Capital,2018-08-21,06:47:01
HL Acquisitions WT, HCCHW, 0.94, 1.04, 0.5, 0.5, 0.07, 16.28, 3200, 1.04, 0.34, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-21,06:47:01
Chiasma, CHMA, 2.05, 2.3, 1.99, 2.3, 0.3, 15.0, 217355, 2.95, 1.2, 0.0, 0.0, 0.0, 35.29, NASDAQ Global,2018-08-21,06:47:01
Galectin Therapeutics, GALT, 3.92, 4.47, 3.91, 4.45, 0.58, 14.99, 744345, 9.49, 1.28, 0.0, 0.0, 0.0, 33.23, NASDAQ Capital,2018-08-21,06:47:01
Melinta Therapeutics, MLNT, 4.2, 4.85, 4.2, 4.75, 0.6, 14.46, 633847, 18.2, 4.0, 0.0, 0.0, 0.0, -69.94, NASDAQ Global,2018-08-21,06:47:01
Research Frontiers, REFR, 0.92, 1.08, 0.92, 1.02, 0.13, 14.44, 129615, 1.46, 0.59, 0.0, 0.0, 0.0, -1.92, NASDAQ Capital,2018-08-21,06:47:01
India Globalization Capital, IGC, 0.4, 0.47, 0.38, 0.47, 0.06, 14.44, 1191799, 1.63, 0.3, 0.0, 0.0, 0.0, -53.41, NYSE American,2018-08-21,06:47:01
KalVista Pharmaceuticals, KALV, 13.1, 15.0, 13.1, 14.92, 1.87, 14.33, 123665, 15.8, 5.48, 0.0, 0.0, 0.0, 53.03, NASDAQ Global,2018-08-21,06:47:01
Cerecor, CERC, 3.93, 4.55, 3.93, 4.47, 0.56, 14.32, 120174, 5.74, 0.58, 0.0, 0.0, 0.0, 39.69, NASDAQ Capital,2018-08-21,06:47:01
Stein Mart, SMRT, 2.68, 3.0, 2.61, 2.99, 0.37, 14.12, 639117, 4.04, 0.48, 0.0, 0.0, 0.0, 157.76, NASDAQ Global,2018-08-21,06:47:01
Nebula Acquisition Cl A, NEBU, 11.5, 11.5, 11.02, 11.02, 1.35, 14.0, 325, 11.52, 9.65, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-21,06:47:01
Halcon Resources WT, HK%, 0.14, 0.14, 0.14, 0.14, 0.02, 13.34, 102, 1.08, 0.09, 0.0, 0.0, 0.0, -79.41, NYSE,2018-08-21,06:47:01
vTv Therapeutics Cl A, VTVT, 1.01, 1.16, 1.01, 1.13, 0.13, 13.23, 62744, 8.4, 0.65, 0.0, 0.0, 0.0, -81.2, NASDAQ Global,2018-08-21,06:47:01
Amneal Pharmaceuticals, AMRX, 22.05, 24.43, 22.0, 24.27, 2.75, 12.78, 3065818, 25.7, 13.47, 0.0, 0.0, 0.0, 45.77, NYSE,2018-08-21,06:47:01
Salem Media Group, SALM, 3.65, 4.15, 3.65, 4.0, 0.45, 12.68, 262618, 6.75, 3.1, 0.26, 6.5, 5.01, -11.11, NASDAQ Global,2018-08-21,06:47:01
I-AM Capital Acquisition WT, IAMXW, 0.45, 0.45, 0.45, 0.45, 0.05, 12.5, 100, 0.7, 0.2, 0.0, 0.0, 0.0, 36.36, NASDAQ Capital,2018-08-21,06:47:01
Bison Capital Acquisition WT, BCACW, 0.46, 0.46, 0.46, 0.46, 0.05, 12.2, 100, 0.55, 0.27, 0.0, 0.0, 0.0, 27.78, NASDAQ Capital,2018-08-21,06:47:01
ReShape Lifesciences, RSLS, 0.07, 0.08, 0.07, 0.08, 0.01, 11.94, 9890321, 31.8, 0.05, 0.0, 0.0, 0.0, -99.66, NASDAQ Capital,2018-08-21,06:47:01
Cronos Group, CRON, 6.71, 7.67, 6.63, 7.32, 0.78, 11.93, 13201372, 11.9, 1.5, 0.0, 0.0, 841.38, -5.29, NASDAQ Global,2018-08-21,06:47:01
U.S. Auto Parts Network, PRTS, 1.26, 1.43, 1.26, 1.41, 0.15, 11.9, 365788, 3.14, 1.08, 0.0, 0.0, 0.0, -44.05, NASDAQ Global,2018-08-21,06:47:01
Siebert Financial, SIEB, 13.25, 15.21, 13.25, 14.65, 1.55, 11.83, 30331, 21.61, 3.6, 0.0, 0.0, 70.77, 8.52, NASDAQ Capital,2018-08-21,06:47:01
Lantronix, LTRX, 3.85, 4.12, 3.78, 4.08, 0.42, 11.48, 232843, 4.12, 1.78, 0.0, 0.0, 0.0, 101.98, NASDAQ Capital,2018-08-21,06:47:01
Sanchez Energy, SN, 2.46, 2.77, 2.44, 2.73, 0.28, 11.43, 6501263, 6.19, 2.4, 0.0, 0.0, 0.0, -48.59, NYSE,2018-08-21,06:47:01
Canopy Growth, CGC, 34.4, 37.65, 34.16, 37.54, 3.79, 11.23, 20307327, 37.65, 6.64, 0.0, 0.0, 0.0, 58.69, NYSE,2018-08-21,06:47:01
Lianluo Smart, LLIT, 1.48, 1.63, 1.48, 1.63, 0.16, 10.88, 2119, 3.69, 1.21, 0.0, 0.0, 0.0, -7.04, NASDAQ Capital,2018-08-21,06:47:01
Bellerophon Therapeutics, BLPH, 0.82, 0.96, 0.81, 0.87, 0.08, 10.75, 3087399, 3.3, 0.47, 0.0, 0.0, 0.0, -66.09, NASDAQ Global,2018-08-21,06:47:01
Comstock Mining, LODE, 0.17, 0.17, 0.16, 0.17, 0.02, 10.67, 303906, 1.02, 0.15, 0.0, 0.0, 0.0, -57.44, NYSE American,2018-08-21,06:47:01
LiqTech International, LIQT, 1.09, 1.17, 1.06, 1.16, 0.11, 10.48, 1422549, 1.17, 0.26, 0.0, 0.0, 0.0, 104.15, NYSE American,2018-08-21,06:47:01
Bright Scholar Education Holdings ADR, BEDU, 12.11, 13.34, 12.0, 13.28, 1.25, 10.39, 248851, 28.18, 10.8, 0.0, 0.0, 45.17, -28.87, NYSE,2018-08-21,06:47:01
Moxian, MOXC, 1.36, 1.6, 1.07, 1.5, 0.14, 10.29, 141233, 4.0, 1.07, 0.0, 0.0, 0.0, -61.04, NASDAQ Capital,2018-08-21,06:47:01
Matinas BioPharma Holdings, MTNB, 0.38, 0.42, 0.37, 0.4, 0.04, 10.14, 223448, 1.6, 0.32, 0.0, 0.0, 0.0, -65.82, NYSE American,2018-08-21,06:47:01
Greenpro Capital, GRNQ, 5.45, 5.45, 5.45, 5.45, 0.5, 10.1, 100, 23.0, 4.5, 0.0, 0.0, 0.0, -9.17, NASDAQ Capital,2018-08-21,06:47:01
Dixie Group, DXYN, 1.6, 1.65, 1.4, 1.65, 0.15, 10.0, 19562, 4.35, 1.4, 0.0, 0.0, 0.0, -57.14, NASDAQ Global,2018-08-21,06:47:01
Jason Industries WT, JASNW, 0.01, 0.01, 0.01, 0.01, 0.0, 10.0, 2500, 0.06, 0.01, 0.0, 0.0, 0.0, -52.17, NASDAQ Capital,2018-08-21,06:47:01
Daxor, DXR, 4.45, 4.9, 4.42, 4.73, 0.43, 10.0, 35547, 21.66, 3.4, 0.03, 0.63, 0.0, 3.44, NYSE American,2018-08-21,06:47:01
Liquidia Technologies, LQDA, 15.05, 16.37, 15.05, 16.35, 1.45, 9.73, 88147, 16.37, 10.52, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-21,06:47:01
Titan Pharmaceuticals, TTNP, 0.74, 0.83, 0.74, 0.82, 0.07, 9.7, 36982, 2.85, 0.6, 0.0, 0.0, 0.0, -38.11, NASDAQ Capital,2018-08-21,06:47:01
HyreCar, HYRE, 2.91, 3.24, 2.91, 3.21, 0.28, 9.56, 171353, 6.5, 2.5, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-21,06:47:01
AGM Group Holdings, AGMH, 15.25, 17.0, 15.25, 15.61, 1.35, 9.47, 53750, 37.63, 5.01, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-21,06:47:01
SodaStream International, SODA, 142.72, 142.8, 142.02, 142.11, 12.26, 9.44, 7671656, 142.8, 57.12, 0.0, 0.0, 35.89, 102.03, NASDAQ Global,2018-08-21,06:47:01
CVR Refining, CVRR, 19.1, 20.65, 18.75, 20.4, 1.75, 9.38, 1066586, 26.0, 7.05, 2.64, 12.94, 9.9, 23.26, NYSE,2018-08-21,06:47:01
Good Times Restaurants, GTIM, 4.3, 4.76, 4.3, 4.67, 0.4, 9.36, 218556, 4.76, 2.25, 0.0, 0.0, 0.0, 76.42, NASDAQ Capital,2018-08-21,06:47:01
PEDEVCO, PED, 1.75, 1.98, 1.68, 1.88, 0.16, 9.3, 183161, 4.44, 0.26, 0.0, 0.0, 9.8, 487.68, NYSE American,2018-08-21,06:47:01
PetIQ Cl A, PETQ, 34.75, 37.83, 34.71, 37.66, 3.15, 9.13, 1299403, 37.83, 17.03, 0.0, 0.0, 0.0, 72.44, NASDAQ Global,2018-08-21,06:47:01
Parker Drilling, PKD, 3.19, 3.53, 3.18, 3.47, 0.29, 9.12, 52095, 21.6, 3.08, 0.0, 0.0, 0.0, -76.87, NYSE,2018-08-21,06:47:01
CryoPort WT, CYRXW, 9.36, 11.82, 9.36, 11.82, 0.98, 9.06, 6887, 16.31, 2.82, 0.0, 0.0, 0.0, 116.68, NASDAQ Capital,2018-08-21,06:47:01
Vermillion, VRML, 0.52, 0.6, 0.51, 0.59, 0.05, 9.04, 94728, 2.1, 0.47, 0.0, 0.0, 0.0, -69.43, NASDAQ Capital,2018-08-21,06:47:01
ExOne, XONE, 7.76, 8.17, 7.48, 8.14, 0.67, 8.97, 284334, 12.5, 6.16, 0.0, 0.0, 0.0, -3.1, NASDAQ Global,2018-08-21,06:47:01
Flex Pharma, FLKS, 0.53, 0.56, 0.5, 0.56, 0.05, 8.84, 117492, 8.98, 0.5, 0.0, 0.0, 0.0, -84.09, NASDAQ Global,2018-08-21,06:47:01
B2Gold, BTG, 2.22, 2.37, 2.21, 2.35, 0.19, 8.8, 3812965, 3.3, 2.1, 0.0, 0.0, 25.21, -24.19, NYSE American,2018-08-21,06:47:01
ImmunoCellular Therapeutics, IMUC, 0.22, 0.23, 0.22, 0.23, 0.02, 8.79, 184759, 0.55, 0.17, 0.0, 0.0, 0.0, -25.98, NYSE American,2018-08-21,06:47:01
China Biologic Products, CBPO, 99.5, 105.5, 99.05, 100.0, 8.01, 8.71, 1618667, 107.44, 71.84, 0.0, 0.0, 48.66, 26.95, NASDAQ Global,2018-08-21,06:47:01
Gores Holdings II WT, GSHTW, 2.0, 2.0, 1.97, 2.0, 0.16, 8.7, 27100, 2.25, 1.24, 0.0, 0.0, 0.0, 27.39, NASDAQ Capital,2018-08-21,06:47:01
Achieve Life Sciences, ACHV, 2.94, 3.26, 2.91, 3.04, 0.24, 8.57, 126602, 42.0, 2.67, 0.0, 0.0, 0.0, -77.37, NASDAQ Capital,2018-08-21,06:47:01
Koss, KOSS, 2.96, 3.14, 2.94, 3.05, 0.24, 8.54, 83559, 3.58, 1.4, 0.24, 7.87, 0.0, -1.29, NASDAQ Capital,2018-08-21,06:47:01
Strata Skin Sciences, SSKN, 2.2, 2.33, 2.17, 2.3, 0.18, 8.49, 975893, 2.81, 1.06, 0.0, 0.0, 0.0, 86.99, NASDAQ Capital,2018-08-21,06:47:01
Gold Standard Ventures, GSV, 1.43, 1.54, 1.43, 1.54, 0.12, 8.45, 286428, 2.01, 1.15, 0.0, 0.0, 0.0, -12.0, NYSE American,2018-08-21,06:47:01
Scorpio Tankers, STNG, 1.9, 2.08, 1.85, 2.06, 0.16, 8.42, 3746073, 4.18, 1.85, 0.04, 1.94, 0.0, -32.46, NYSE,2018-08-21,06:47:01
Senomyx, SNMX, 1.1, 1.19, 1.1, 1.16, 0.09, 8.41, 270362, 1.71, 0.57, 0.0, 0.0, 0.0, -10.77, NASDAQ Global,2018-08-21,06:47:01
FAT Brands, FAT, 7.43, 7.99, 7.33, 7.96, 0.61, 8.3, 10849, 13.99, 5.54, 0.48, 6.03, 0.0, -10.76, NASDAQ Capital,2018-08-21,06:47:01
Ascent Capital Group Series A, ASCMA, 2.81, 3.12, 2.81, 3.02, 0.23, 8.24, 90438, 14.15, 1.68, 0.0, 0.0, 0.0, -73.72, NASDAQ Global,2018-08-21,06:47:01
Amtech Systems, ASYS, 4.81, 5.25, 4.81, 5.2, 0.39, 8.11, 315218, 15.45, 4.56, 0.0, 0.0, 3.59, -48.36, NASDAQ Global,2018-08-21,06:47:01
Huami ADR, HMI, 11.22, 11.88, 10.63, 11.2, 0.84, 8.11, 850458, 15.09, 8.43, 0.0, 0.0, 33.2, 0.0, NYSE,2018-08-21,06:47:01
Lindblad Expeditions Holdings WT, LINDW, 3.98, 4.21, 3.95, 4.21, 0.31, 7.95, 26813, 4.21, 1.25, 0.0, 0.0, 0.0, 205.07, NASDAQ Capital,2018-08-21,06:47:01
HL Acquisitions Rt, HCCHR, 0.41, 0.41, 0.41, 0.41, 0.03, 7.89, 1100, 0.44, 0.35, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-21,06:47:01
Hudson Global, HSON, 1.7, 1.79, 1.7, 1.79, 0.13, 7.83, 57456, 2.44, 1.29, 0.2, 11.17, 0.0, -20.44, NASDAQ Global,2018-08-21,06:47:01
Lantheus Holdings, LNTH, 13.5, 14.6, 13.3, 14.5, 1.05, 7.81, 443806, 24.45, 12.8, 0.0, 0.0, 4.6, -29.1, NASDAQ Global,2018-08-21,06:47:01
American Midstream Partners, AMID, 6.5, 7.0, 6.5, 6.9, 0.5, 7.81, 613037, 15.25, 5.3, 0.41, 5.98, 0.0, -48.31, NYSE,2018-08-21,06:47:01
CounterPath, CPAH, 2.03, 2.26, 1.96, 2.21, 0.16, 7.8, 146612, 7.3, 1.92, 0.0, 0.0, 0.0, -31.15, NASDAQ Capital,2018-08-21,06:47:01
Applied DNA Sciences WT, APDNW, 0.21, 0.27, 0.21, 0.27, 0.02, 7.72, 2500, 1.04, 0.12, 0.0, 0.0, 0.0, -25.19, NASDAQ Capital,2018-08-21,06:47:01
Frontier Communications, FTR, 5.34, 5.82, 5.34, 5.73, 0.41, 7.71, 4204302, 14.24, 4.52, 0.0, 0.0, 0.0, -15.24, NASDAQ Global,2018-08-21,06:47:01
Kelso Technologies, KIQ, 0.44, 0.5, 0.43, 0.5, 0.04, 7.68, 37408, 0.96, 0.24, 0.03, 6.06, 0.0, -4.73, NYSE American,2018-08-21,06:47:01
Partner Communications ADR, PTNR, 4.08, 4.32, 4.08, 4.25, 0.3, 7.59, 19006, 6.6, 3.23, 1.04, 24.43, 199.53, -30.91, NASDAQ Global,2018-08-21,06:47:01
Lonestar Resources US Cl A, LONE, 8.0, 8.7, 8.0, 8.59, 0.6, 7.51, 139553, 11.24, 2.43, 0.0, 0.0, 0.0, 116.37, NASDAQ Global,2018-08-21,06:47:01
B Communications, BCOM, 6.87, 7.01, 6.87, 7.01, 0.49, 7.5, 1314, 20.49, 6.27, 12.3, 175.36, 11.18, -61.89, NASDAQ Global,2018-08-21,06:47:01
Kitov Pharma WT, KTOVW, 0.5, 0.6, 0.5, 0.54, 0.04, 7.46, 4000, 1.1, 0.4, 0.0, 0.0, 0.0, -10.0, NASDAQ Capital,2018-08-21,06:47:01
Educational Development, EDUC, 22.2, 24.75, 22.2, 23.8, 1.65, 7.45, 31368, 27.93, 9.25, 0.4, 1.68, 16.88, 25.59, NASDAQ Global,2018-08-21,06:47:01
Scholar Rock Holding, SRRK, 15.0, 16.19, 14.16, 16.15, 1.12, 7.45, 24963, 27.02, 13.09, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-21,06:47:01
Xeris Pharmaceuticals, XERS, 23.49, 25.5, 23.49, 24.75, 1.7, 7.38, 78232, 26.45, 15.75, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-21,06:47:01
RF Industries, RFIL, 10.35, 11.35, 10.35, 11.0, 0.75, 7.32, 240727, 11.35, 1.75, 0.08, 0.73, 24.7, 307.41, NASDAQ Global,2018-08-21,06:47:01
Acorn International ADR, ATV, 19.87, 22.98, 19.55, 20.98, 1.43, 7.32, 11193, 38.86, 13.21, 0.0, 0.0, 0.0, 18.93, NYSE,2018-08-21,06:47:01
Marin Software, MRIN, 3.5, 3.85, 3.4, 3.7, 0.25, 7.25, 8235, 15.45, 3.4, 0.0, 0.0, 0.0, -66.21, NASDAQ Global,2018-08-21,06:47:01
AirMedia Group ADR, AMCN, 0.47, 0.5, 0.42, 0.5, 0.03, 7.12, 181780, 2.87, 0.38, 0.0, 0.0, 0.0, -56.59, NASDAQ Global,2018-08-21,06:47:01
Caesarstone, CSTE, 17.55, 18.8, 17.5, 18.8, 1.25, 7.12, 426026, 30.45, 12.5, 0.0, 0.0, 57.16, -14.55, NASDAQ Global,2018-08-21,06:47:01
SunRun, RUN, 13.03, 13.88, 12.86, 13.88, 0.91, 7.02, 2379864, 16.45, 4.21, 0.0, 0.0, 12.62, 135.25, NASDAQ Global,2018-08-21,06:47:01
Eastman Kodak, KODK, 2.85, 3.06, 2.85, 3.05, 0.2, 7.02, 311799, 13.28, 2.75, 0.0, 0.0, 3.11, -1.61, NYSE,2018-08-21,06:47:01
AquaBounty Technologies, AQB, 2.49, 2.61, 2.46, 2.59, 0.17, 7.02, 11026, 9.99, 2.25, 0.0, 0.0, 0.0, -26.42, NASDAQ Capital,2018-08-21,06:47:01
Sigma Designs, SIGM, 0.25, 0.27, 0.22, 0.27, 0.02, 7.0, 2384577, 7.0, 0.18, 0.0, 0.0, 0.0, -96.17, NASDAQ Global,2018-08-21,06:47:01
3D Systems, DDD, 19.08, 20.73, 18.97, 20.37, 1.33, 6.99, 4783581, 20.73, 7.92, 0.0, 0.0, 0.0, 135.76, NYSE,2018-08-21,06:47:01
iFresh, IFMK, 3.13, 3.37, 3.1, 3.37, 0.22, 6.98, 13967, 18.0, 1.69, 0.0, 0.0, 0.0, -74.05, NASDAQ Capital,2018-08-21,06:47:01
Titan Machinery, TITN, 14.41, 15.47, 14.39, 15.38, 1.0, 6.95, 184708, 25.09, 11.68, 0.0, 0.0, 0.0, -27.35, NASDAQ Global,2018-08-21,06:47:01
Air Industries Group, AIRI, 1.5, 1.54, 1.49, 1.54, 0.1, 6.94, 31785, 1.95, 1.17, 0.6, 38.96, 0.0, -8.88, NYSE American,2018-08-21,06:47:01
Novume Solutions, NVMM, 1.42, 1.5, 1.4, 1.4, 0.09, 6.88, 13414, 5.5, 0.51, 0.0, 0.0, 0.0, -71.43, NASDAQ Capital,2018-08-21,06:47:01
TransGlobe Energy, TGA, 3.1, 3.38, 3.1, 3.33, 0.21, 6.73, 444672, 4.13, 1.07, 0.14, 4.2, 0.0, 131.41, NASDAQ Global,2018-08-21,06:47:01
Rosehill Resources WT, ROSEW, 1.02, 1.11, 1.0, 1.11, 0.07, 6.73, 30756, 1.73, 0.62, 0.0, 0.0, 0.0, 12.12, NASDAQ Capital,2018-08-21,06:47:01
MICT, MICT, 1.29, 1.38, 1.27, 1.37, 0.09, 6.71, 47350, 1.94, 0.65, 0.0, 0.0, 0.0, 21.96, NASDAQ Capital,2018-08-21,06:47:01
Sibanye-Stillwater ADR, SBGL, 2.15, 2.25, 2.14, 2.24, 0.14, 6.67, 3232972, 6.5, 2.02, 0.0, 0.0, 0.0, -53.87, NYSE,2018-08-21,06:47:01
China Online Education Group ADR, COE, 9.18, 10.11, 9.0, 10.09, 0.63, 6.66, 8172, 16.95, 8.77, 0.0, 0.0, 0.0, -19.28, NYSE,2018-08-21,06:47:01
Tower International, TOWR, 33.45, 36.65, 33.35, 35.45, 2.2, 6.62, 430921, 36.65, 21.25, 0.48, 1.35, 14.61, 16.04, NYSE,2018-08-21,06:47:01
Ryerson Holding, RYI, 9.9, 10.6, 9.9, 10.5, 0.65, 6.6, 181129, 12.95, 7.65, 0.0, 0.0, 13.21, 0.96, NYSE,2018-08-21,06:47:01
Alliqua BioMedical, ALQA, 2.45, 2.59, 2.43, 2.59, 0.16, 6.58, 12657, 4.58, 1.58, 0.0, 0.0, 0.0, 43.09, NASDAQ Capital,2018-08-21,06:47:01
Tuesday Morning, TUES, 3.1, 3.3, 3.1, 3.25, 0.2, 6.56, 1499718, 4.1, 1.7, 0.0, 0.0, 0.0, 18.18, NASDAQ Global,2018-08-21,06:47:01
Atlantic Acquisition Un, ATACU, 13.0, 13.0, 13.0, 13.0, 0.8, 6.56, 100, 15.0, 9.56, 0.0, 0.0, 0.0, 27.45, NASDAQ Capital,2018-08-21,06:47:01
CLPS, CLPS, 12.8, 13.99, 12.36, 13.65, 0.84, 6.56, 112595, 17.35, 4.7, 0.0, 0.0, 0.0, 0.0, NASDAQ Capital,2018-08-21,06:47:01
iQIYI ADR, IQ, 27.05, 28.8, 26.65, 28.09, 1.71, 6.48, 16341500, 46.23, 15.3, 0.0, 0.0, 11.11, 0.0, NASDAQ Global,2018-08-21,06:47:01
Intevac, IVAC, 5.1, 5.4, 5.05, 5.35, 0.32, 6.47, 137594, 9.35, 4.5, 0.0, 0.0, 0.0, -21.9, NASDAQ Global,2018-08-21,06:47:01
Rubius Therapeutics, RUBY, 21.39, 23.0, 21.2, 22.67, 1.37, 6.43, 173125, 33.01, 19.78, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-21,06:47:01
Pershing Gold, PGLC, 1.1, 1.2, 1.1, 1.17, 0.07, 6.36, 77785, 3.31, 1.07, 0.0, 0.0, 0.0, -51.25, NASDAQ Global,2018-08-21,06:47:01
CRH Medical, CRHM, 4.0, 4.2, 3.92, 4.2, 0.25, 6.33, 200107, 4.2, 1.46, 0.0, 0.0, 37.53, 58.49, NYSE American,2018-08-21,06:47:01
OptiNose, OPTN, 13.8, 14.69, 13.8, 14.67, 0.87, 6.3, 441480, 30.0, 12.51, 0.0, 0.0, 0.0, -22.38, NASDAQ Global,2018-08-21,06:47:01
Fang Holdings ADR, SFUN, 2.73, 2.87, 2.7, 2.87, 0.17, 6.3, 769543, 5.69, 2.65, 0.0, 0.0, 0.0, -48.57, NYSE,2018-08-21,06:47:01
Ampio Pharmaceuticals, AMPE, 0.5, 0.51, 0.47, 0.5, 0.03, 6.28, 1673537, 4.95, 0.35, 0.0, 0.0, 0.0, -87.65, NYSE American,2018-08-21,06:47:01
OneSmart International Education Group ADR, ONE, 9.02, 9.7, 9.02, 9.52, 0.56, 6.25, 131467, 16.0, 8.56, 0.0, 0.0, 0.0, 0.0, NYSE,2018-08-21,06:47:01
ReWalk Robotics, RWLK, 1.05, 1.06, 0.95, 1.02, 0.06, 6.25, 655397, 2.0, 0.7, 0.0, 0.0, 0.0, -7.27, NASDAQ Capital,2018-08-21,06:47:01
Asterias Biotherapeutics, AST, 1.7, 1.7, 1.6, 1.7, 0.1, 6.25, 112919, 3.74, 1.2, 0.0, 0.0, 0.0, -24.44, NYSE American,2018-08-21,06:47:01
Navios Maritime Acquisition, NNA, 0.53, 0.57, 0.52, 0.54, 0.03, 6.18, 189665, 1.39, 0.46, 0.08, 14.68, 0.0, -50.92, NYSE,2018-08-21,06:47:01
Teekay Tankers, TNK, 0.97, 1.03, 0.97, 1.03, 0.06, 6.16, 863536, 1.95, 0.94, 0.12, 11.65, 0.0, -26.43, NYSE,2018-08-21,06:47:01
Future FinTech Group, FTFT, 1.53, 1.64, 1.49, 1.64, 0.1, 6.15, 21719, 8.0, 1.33, 0.0, 0.0, 0.0, -60.67, NASDAQ Global,2018-08-21,06:47:01
Kiniksa Pharmaceuticals, KNSA, 15.86, 17.32, 15.52, 16.92, 0.98, 6.15, 116922, 24.64, 13.04, 0.0, 0.0, 0.0, 0.0, NASDAQ Global,2018-08-21,06:47:01
Tandem Diabetes Care, TNDM, 34.65, 36.23, 34.12, 35.96, 2.08, 6.14, 2805250, 36.23, 2.14, 0.0, 0.0, 0.0, 1423.73, NASDAQ Global,2018-08-21,06:47:01
Applied DNA Sciences, APDN, 1.15, 1.22, 1.15, 1.22, 0.07, 6.09, 62858, 3.45, 1.1, 0.0, 0.0, 0.0, -23.27, NASDAQ Capital,2018-08-21,06:47:01
Aspen Group, ASPU, 7.46, 8.0, 7.39, 7.84, 0.45, 6.09, 120580, 9.61, 5.35, 0.0, 0.0, 0.0, -12.11, NASDAQ Capital,2018-08-21,06:47:01
58.com ADR, WUBA, 67.5, 71.17, 67.33, 70.7, 4.05, 6.08, 2131397, 89.9, 56.6, 0.0, 0.0, 47.35, -1.22, NYSE,2018-08-21,06:47:01
Ikonics, IKNX, 11.09, 11.09, 11.09, 11.09, 0.64, 6.08, 732, 13.03, 7.25, 0.0, 0.0, 85.31, 47.47, NASDAQ Capital,2018-08-21,06:47:01
