16-Mar-18,"1,312.30","1,316.80","1,321.80","1,309.50",-,-0.42%
15-Mar-18,"1,317.80","1,324.70","1,328.10","1,314.90",257.89K,-0.59%
14-Mar-18,"1,325.60","1,326.70","1,330.50","1,321.70",252.58K,-0.11%
13-Mar-18,"1,327.10","1,323.30","1,328.80","1,313.80",330.26K,0.48%
12-Mar-18,"1,320.80","1,324.10","1,325.00","1,315.30",220.36K,-0.24%
9-Mar-18,"1,324.00","1,322.70","1,325.90","1,313.20",345.32K,0.17%
8-Mar-18,"1,321.70","1,326.20","1,329.80","1,319.60",252.83K,-0.44%
7-Mar-18,"1,327.60","1,339.50","1,342.00","1,323.00",305.08K,-0.57%
6-Mar-18,"1,335.20","1,321.00","1,339.90","1,320.80",285.92K,1.16%
5-Mar-18,"1,319.90","1,324.90","1,328.90","1,318.30",221.22K,-0.26%
2-Mar-18,"1,323.40","1,318.00","1,326.60","1,316.20",264.39K,1.39%
1-Mar-18,"1,305.20","1,319.30","1,322.30","1,303.60",421.74K,-0.96%
28-Feb-18,"1,317.90","1,318.90","1,323.70","1,316.70",263.80K,-0.05%
27-Feb-18,"1,318.60","1,334.70","1,338.40","1,314.40",334.72K,-1.07%
26-Feb-18,"1,332.80","1,330.40","1,342.90","1,328.00",247.24K,0.19%
23-Feb-18,"1,330.30","1,333.70","1,334.20","1,327.70",167.85K,-0.18%
22-Feb-18,"1,332.70","1,326.20","1,334.40","1,322.90",206.24K,0.05%
21-Feb-18,"1,332.10","1,331.20","1,338.50","1,324.40",255.62K,0.07%
20-Feb-18,"1,331.20","1,350.20","1,354.00","1,330.60",374.05K,-1.23%
19-Feb-18,"1,347.80","1,350.40","1,353.90","1,347.40",-,-0.20%
18-Feb-18,"1,350.50","1,349.70","1,352.40","1,349.70",-,-0.42%
16-Feb-18,"1,356.20","1,356.60","1,364.40","1,347.30",230.90K,0.07%
15-Feb-18,"1,355.30","1,353.00","1,359.80","1,350.80",274.93K,-0.20%
14-Feb-18,"1,358.00","1,331.90","1,358.60","1,319.10",431.72K,2.07%
13-Feb-18,"1,330.40","1,325.00","1,333.50","1,323.70",201.43K,0.30%
12-Feb-18,"1,326.40","1,317.10","1,330.00","1,316.30",208.07K,0.81%
9-Feb-18,"1,315.70","1,321.00","1,325.00","1,313.20",317.67K,-0.25%
8-Feb-18,"1,319.00","1,320.70","1,324.50","1,309.00",365.93K,0.33%
7-Feb-18,"1,314.60","1,326.60","1,334.80","1,313.50",351.23K,-1.12%
6-Feb-18,"1,329.50","1,343.10","1,349.30","1,322.80",473.35K,-0.52%
5-Feb-18,"1,336.50","1,334.60","1,344.80","1,331.60",305.68K,-0.06%
2-Feb-18,"1,337.30","1,352.20","1,353.30","1,330.10",431.41K,-0.79%
1-Feb-18,"1,347.90","1,348.20","1,354.30","1,340.20",310.50K,0.36%
31-Jan-18,"1,343.10","1,341.80","1,351.00","1,335.50",377.14K,0.23%
30-Jan-18,"1,340.00","1,344.00","1,352.50","1,337.50",412.52K,-0.38%
29-Jan-18,"1,345.10","1,353.70","1,356.30","1,340.90",233.76K,-0.89%
